DOUV1594037
WAKC1378348
MNFV0131057
DELC0786087
OCOC0561548
MSKC2189137
NBC 1206377
NBC 1209027
EGLT1860999002
MSKC2193970040
NBC 1212001
NBC 1280069
SUXV0232023
MNFV0038001
DELC0794993
WAKC1357149
MRTT0291003
MSKC2200979
BR C1152120
DOUV1598057
WAKC1004307
NBC 1232997
NBC 1193036
WAKC1343092
BR C1080168
MSKC2163113
PWC 0921019
WAKC0995234
WAKC0999207
MNFV0038254
MNFV0095070
PWC 0907116
EGLT1764999004
MRTT0394958
WAKC0978312
WAKC1338323
VNT 2036996002
MSKC2212083
LLV 0506981
WAKT1351995
BR C1071994
VNT 2080998
NBC 1239056
BR C1047099
WAKC1357385
WAKC1337258
BR C1051979
WAKC1006227001
EGLT1832982002
BR C1044018
MRTT0351003002
MSKC2174915
NBC 1237133
MRTT0374028
MRTT0411006
MSKC2177984
MNFV0055999006
BR C1060115
BKFT1008063
BR C1058987003
BR C1071016
DELT0722011
MNFV0136108
MUKV1968026
SUMT0716986002
WAKC1302258
WAKC1304924
NBC 1159154
PWC 0936080
MSKC2225999020
MUKV1968113
WLSV1474027
WAKC1314188
MUKV2013995007
BR C1059063
MNFV0096985
DELT0810042
MNFV0053002075
MUKT1892020
NBC 1190005
OCOC0612048
WAKC1375246
BR C1070187002
WAKT1324985
WAKC1357205
WAKC1330063
NBC 1206355
BR C1013159
LSBT0237998
OTWT1597987001
WAKC1001391
BR C1138143
DELT0809062012
DELT0810108
WAKC1341101
BR C1136232
BKFT1131077
WAKC0978167
PWV 0902041
MRTT0409064
BR C1087093
PWC 0918003002
NBC 1161314
OCOT0568982001
VNT 2070017
OCOC0595006
MNFV0015075
NBC 1161093
WAKT1395053
BR C1050995
EGV 1106982018
NBC 1242063
WAKC1378353
NBC 1274038
MNFV0135009
MSKC2197018
NBC 1242156
PWV 0875997020
NBC 1247974
OCOC0543097
PWC 0865018
OCOC0557053
NPV 1568211
WAKC0992989
DELC0790061
DELT0808027
GNT 1458008
MNFV0119007
EGLT1754992001
MUKV1967167
OCOC0615980014
SUXV0197099
OCOC0630036
BR C1037162
WAKC1306470
DELC0794979
HAV 0778997
LLV 0508032
MRTT0354993001
MNFV0038144
NBC 1159172
MNFV0046003
WAKC1382090
DELC0786126
MV  0339107
NBC 1158994
NBC 1246985001
NBC 1161076
NBC 1200956
WAKC1378454
WAKC1340042
PWV 0898003002
DELC0791005
WAKC1357166
WAKT1396996004
DOUV1594164
BKFT1030986
MNFV0112999008
SUMT0708990
WAKC1301280
MNFV0037069002
BR C1066998001
OCOC0590158
OCOC0601028
SUMT0668996001
LSBT0271006
NBC 1237131
MSKC2177934003
WAKC1351007
MSKC2281986
WAKT1399041
LSBT0267093
PWC 0916090
OCOC0564187015
WAKC1005177
OCOT0495989
NBC 1249201
MNFV0036037001
WAKC0975151
WAKC0994441
WAKC1005076
MNFV0122140
MNFV0102143
BV  0144243
MSKC2232981003
SUMT0718009
LSBT0237971002
OCOC0538004
OCOT0550998087
LANV0071019
MNFV0053022
MSKC2176024
MNFV0135272
MSKC2243979
NBC 1241015
WAKT1367065
MNFV0139093
MNFV0012944027
OCOT0525038
MUKT2005936
SUMT0670039
WAKC1302340009
BR C1011042
MSKC2204064
GNT 1546981005
OCOC0586024
MSKC2174922
OCOT0463021
BR C1020163
MUKT1886996005
OCOC0590139
WAKC0974062
NBC 1168100
MSKC2208111007
WAKC1314159
SUXV0197077
MSKC2195981003
PWC 0949999059
OCOC0630998105
WAKC1377048
MNFV0138997001
MRTT0375963
WAKC1333212
NBC 1237078
MNFV0033083
SUXV0246014
DELT0830037
BR C1023041
HAV 0391079
MSKC2288002
MUKV2010978054
OCOT0571026
OTWT1680992
VNT 2076987
BKFT1131074
DELT0777085
EGLV1816956
NBC 1199975001
NBC 1207154
WAKC1316146
WAKC1309389
MSKC2179013
MUKV2010978070
PWC 0905143
SUXV0246047
WAKC1006173002
WAKC0985080
MUKV1974961
PWV 0898196085
EGV 1107011001
WAKT1380103
MSKC2198001
BR C1048030
BR C1013172
MRTT0421018
NBC 1294065
OCOT0536104
GNT 1543020
WAKC0994266
OCOC0537019
BR C1139033
MUKT1931020
WAKC1313029
BR C1012038
PWC 0915004
WLSV1454983002
MNFV0007032
WAKT1366063
SUMT0674989020
NBC 1161157
MSKC2227118001
BR C1138181
GNT 1546995
MSKC2163201
SUXV0282064
MUKV1976016
MRTT0374990
OTWT1594019
MNFV0041148
SUXV0232064
WAKC1001405
WAKC0994070
MNFV0085989
WAKC0992123
NBC 1204265
LSBT0266025
NBC 1274076
NBC 1193102
OCOC0559150
OCOC0564094
BR C1061058
PWV 0898993
PWC 0932069
SUXV0251036
OCOC0601055
LSBT0213996006
NBC 1236995
DELT0764102
WAKC1001308
NBC 1237246
OCOT0535022
NBC 1199979001
NBC 1207069
LSBT0259054
GNT 1476003
BR C1149076
BR C1024032
MSKC2201015
MUKV1967040
OCOC0590180004
PWC 0942996009
EGLT1835997004
OCOT0461027001
SUMT0683053
WAKC1002008
WAKC1304094
WAKC1341031
WAKC0996114
BR C1010004
PWC 0943002024
WAKT1406009
MSKC2224056
WAKC0995127
MSKC2163215
MSKC2236994
LSBT0224024
PWV 0902108011
NBC 1191997004
PWC 0936033
WAKC1303253
EGLT1871011
GNT 1458026
DELC0798026001
BR C1023064
BR C1069014
LLV 0505021
SUXV0248994
BR C1081068
MUKT1950025
MUKV1969083
OCOC0560171011
SUMT0697998005
WAKT1439984
BR C1022003
DELT0810045
PWC 0924977010
BV  1009125
BKFT1122993004
VNT 2064061
WAKC1333990
WAKC1353199
WAKC0975289002
WAKC1004207
PWC 0913073
WAKC1307126
WAKC0989071
BR C1136089
DELC0787013
MNFV0016094
MSKC2276996
NBC 1161472
WAKC1359078
OCOC0560273
MRTT0376006
MV  0215047
OCOT0570063
MNFV0046996002
PWV 0893066
BR C1069035
WAKT1438999004
WAKC1341201
MNFV0135109
VNT 2021999003
WAKC1353059
NBC 1183999008
MNFV0060073
VNT 2026040
MSKC2281055
MSKC2179998
BR C1041181
MSKC2165998001
PWV 0902205
VNT 2073991007
PWC 0921004
OCOC0544297
WAKC1350172
PWC 0917994040
NBC 1242521
BKFT1129091
MNFV0009979
BR C1093130
NBC 1194156
NBC 1296021
BR C1042005
NBC 1239115
NBC 1254225
WAKC0978269
NBC 1185999004
MRTT0395011
WAKT1400067
DELC0730994061
DELC0798935
WAKC0979228
OCOC0543090
VNT 2073995
BR C1048045
WAKC1302189
MV  0382042
NBC 1242558
BR C1049139
MV  0381113
HAV 0729993
BR C1095055
WAKC0995256
WAKT1422998
MSKC2229982002
MSKC2173010
NBC 1168233
OCOC0544166
DELC0794992001
LSBT0257073
MUKT1897007
WAKC1003006
LSBT0160076
WAKC1337053
WLSV1450989002
WAKC0996164
WAKT1390999005
MNFV0089058
NBC 1153200
OCOT0570088
NBC 1206054
OCOT0492038
NBC 1196195
DELC0787991001
WAKC1340173
WLSV1455086
BR C1018970001
MSKC2168055
OCOC0590209
WAKT1320998001
MNFV0043371
MNFV0057081
MSKC2224064
BR C1049054
BR C1147152
WAKT1432023
BR C1024100
BR C1143059
GNT 1538955
PWC 0929097
NBC 1265009
BKFT1078030
NBC 1242212
PWV 0874149
WAKT1366996007
WAKC1305065
WAKC1338385
EGLT1827985
LSBT0284995006
MNFV0011111
OTWT1654994
HAV 0731023
BR C1071066
BBV 2067040
WAKC1306399
MSKC2173994001
WAKT1348024
MUKV2012241
GNT 1576008
HAV 0727159
PWC 0981062
BV  1009172
MRTT0320039
BR C1147998001
MSKC2198038
BKFT1122018
NBC 1246060
SUXV0195015
EGV 1102129
WAKC1310997005
MNFV0095083
DELT0824980
WAKC1006052
WAKC1350231
MSKC2163184
VNT 2146025
BR C1048008
OCOT0536014
WAKC1301090
BR C1140142
EGLT1824088
SUXV0204028
WAKC1342216
WAKC1377100
MV  0382046
WAKC0992114
EGV 1101070
BR C1089031
GNT 1578073
MSKC2228997002
DELC0799985
MSKC2252995
WAKC1314191
MUKT1908977
SUMT0713010
WAKC1316081
NBC 1283985
MNFV0042074
MNFV0007005
NBC 1203996001
OCOC0612050
MUKT1953076
WLSV1456984
MUKT1908992
BR C1018002
MSKC2205049
MSKC2205040
WAKC1333581
EGLV1816114
EGLT1854997006
MUKV2012038
WAKC1336367
WAKC1316260
BR C1114071
MUKT1907048
NBC 1202013
WAKC0980364
NBC 1203116
NBC 1204028
PWC 0924981010
BKFT1030995
PWC 0950059
PWV 0896039
NBC 1208133
BR C1079256
EGV 1110056
WAKC1327083
WAKC1336971
BR C1060088
SUMT0603999013
MUKT1947028
OCOT0576067
NBC 1262996001
DELT0810016
VNT 2080992001
HAV 0731022
WAKC0993421
BR C1021447
MSKC2207044
PWC 0914051
NBC 1242230
OCOC0592075
NBC 1206130
BR C1152137
VNT 2059041
EGV 1111061
BR C1024997001
MSKC2161038
NBC 1173048
OCOC0559281
BR C1046135
OTWT1597023
OTWT1680986
OCOC0589129
NBC 1154168
NBC 1165062
SUXV0197049
WLSV1452091
WAKC1354020
MNFV0033043
MNFV0059995
MNFV0115061
MRTT0317998001
MUKV1973970
NBC 1203012
WAKC1377136
MV  0386044
GNT 1503027
LSBT0226039
DELC0793987002
WAKC1341068
BR C1021166
NBC 1193016
MUKV2010978035
NBC 1203057
MNFV0009012
NBC 1208996
NBC 1280018001
DELC0803009011
NSHV0739999042
OTWT1716998
PWC 0965991003
NBC 1169064
OCOT0535055
NBC 1173982
WAKC0998977
OCOC0589057005
SUXV0232125003
WAKC1349031
MV  0261059
NBC 1207999027
GNT 1513043
PWV 0874295
OTWT1592999001
LSBT0198999
MUKT1904098
LSBT0287991
NBC 1199099
LSBT0259112
DELC0792997
PWC 0924977068
NBC 1267056
PWC 0934022001
OCOC0591136
BR C1076090
BR C1091069
WAKC1330048
EGLT1825998001
MNFV0057110
PWC 0941988097
BR C1047026
LSBT0167060
BR C1059015002
BKFT1121038
BR C1145058
NBC 1237026
PWV 0903055
DELT0849038
WAKC1301317
WAKC1310191
WAKC1337276
HAV 0726977049
NBC 1250100
DELC0794992026
OCOT0535052001
OCOT0491004
WAKC0963077
WAKC0993366
EGV 1101083
BR C1041006
MNFV0118036
MSKC2273991001
MUKT1883996004
MUKT1908981
GNT 1558020
MSKC2281113
LSBT0211017
NBC 1240155
MSKC2201050
NBC 1249004
NBC 1242590
SUXV0234230
LANV0077988
BR C1050035
EGV 1106010015
MNFV0093978
OTWT1625026
SUMT0666029
HAV 0728148
BR C1061062
BV  1009169
PWC 0907115
WAKC1304925
BR C1090138
SUXV0231999012
WAKC1316097
EGV 1101084
NBC 1219047
OCOC0541030
MUKT1933991
NBC 1157205
MNFV0038116
MRTT0374054
OCOT0569024002
BR C1044135
DELC0797954
LANV0074047
MUKT1961997
MRTT0335064
OCOC0539090
LANV0074049
MUKT1880026
OCOC0558989
OCOC0602168
MRTT0320048
WAKC1305020
SUXV0228999024
WAKT1433006001
WAKC1330116
BKFT1131082
BR C1046156
MNFV0101016
OCOC0563245
DELT0766028
BR C1062195
OCOC0559274
SUXV0200083001
SUMT0682990
OTWT1694155001
PWV 0900995
GNT 1515977
BKFT1129999025
EGV 1106013
GNT 1518076
MNFV0053002052
GNT 1507031
PWC 0917999034
WAKC0996965
LSBT0168005003
LSBT0168008
LSBT0217035
WAKC1305079
NBC 1247065
OCOC0537104
LANV0066499033
MNFV0054998
MUKV1960007
PWV 0901990018
WAKC0995120
NBC 1168024
EGLT1818999008
SUXV0282086
BR C1136121
WAKC1309342
WAKT1380079
MSKC2224011
WLSV1474996014
WAKC0975279003
BR C1021535
HAV 0430187
NBC 1265063001
NBC 1252138
MSKC2198122005
VNT 2095996
WAKC1004117
WAKC0998134
MSKC2197997
MUKV1965089
WAKC1358183
MRTT0343998
MSKC2257124
LSBT0193086
EGLT1836004
MNFV0140021
PWC 0887030
WAKC0964138
BR C1152154
WAKC1309954
MNFV0055104
MNFV0079019
LSBT0243035
SUXV0245045
BR C1014141
OCOC0600098
PWV 0903098
SUXV0247048
WAKT1408028
DELT0810048
NBC 1246051
WAKC1333384
GNT 1503013
MNFV0010115
MUKV1965088
MRTT0390006
EGV 1101123
BBV 2058991
NBC 1250011
OTWT1694067001
MSKC2174935
MUKT1955040
NBC 1239228
MUKT1959999
WAKC1337219
WAKT1389032
NBC 1245360
WAKC1409104
OCOC0562216
MNFV0073072
WLSV1452078
WAKC1353233
OCOC0562232016
MNFV0060009
BR C1095013
MSKC2275999
MSKC2241014
NBC 1241987
PWC 0934001
WAKC1347100
MNFV0095065
MNFV0011370
WAKC1336361001
WAKC1003042
WAKT1367072
NBC 1237125
WAKT1347992
MSKC2174092
HAV 0427087
OCOT0522996001
EGV 1104063
MUKV1960123
MUKT2008007001
VNT 2045017
BR C1112207
NBC 1159011
WAKC1350026
OCOC0563348
MSKC2162030
BBV 2070059
MSKC2288005
BR C1111089
MSKC2198984001
NBC 1174053
PWC 0915122
WAKC1303374
NBC 1295076
NBC 1283964002
BR C1148007
NBC 1174019
NBC 1196059
OCOT0536012
NBC 1249125
SUXV0204067
WAKT1369134
MNFV0092068
MNFV0135018
MSKC2204141
PWC 0917999003
MUKT2007994
EGLT1857998002
BR C1094009
MV  0215042
NBC 1199190
OCOC0593984
WAKC0980051
LSBT0216066
PWV 0902113007
NBC 1242066
NBC 1196182
VNT 2083006
MNFV0040930
BR C1041161
EGV 1110164036
BBV 2105026
HAV 0762070001
MSKC2164110
PWV 0897994038
GNT 1577984003
NBC 1188989001
WLSV1456045
MRTT0432031
MNFV0009051
WAKC1004091
WAKC1328015
VNT 2067957
OCOT0527986
NBC 1248052
LSBT0226008
OCLV0617996007
GNT 1514991
MSKC2225035
NPV 1563133
NBC 1169051
NBC 1194149
SUXV0200064
EGLT1818999009
NBC 1208170
WAKT1395051
MNFV0098124
BR C1042169
DELC0838001
WAKC1357350
PWV 0925101005
DELT0767069
MRTT0407998
WAKC0978262
WAKT1351993
WAKT1366010
WLSV1452064015
BKFT1117064
BR C1021450
MNFV0092102
MUKT1891034
WAKC1382120
PWC 0934181
SUMT0604989
MUKV1962989045
BR C1015050
SUXV0251074
MSKC2206998010
EGLV1819030
NBC 1156078
MNFV0015038
EGV 1100104
NBC 1179982006
MSKC2204084
NBC 1205277
NBC 1246996006
EGLT1824033
MNFV0115073
MNFV0098017
NBC 1247008
MNFV0088048
HAV 0728253
WAKT1324988
LSBT0216011
MRTT0312990001
LSBT0281996002
MSKC2228015001
WAKC1308382
NBC 1203135
DELC0807978015
NBC 1251173
MUKV1969993
SUMT0669035
BR C1075066
DOUV1594175
MUKV1973140
MNFV0041022
PWC 0919995
PWV 0902159002
OCOT0531113
BR C1013013
WAKC1340066
OTWT1694084
WAKC1306074
WAKC0977051
BR C1093092
DOUV1593074
SUXV0228999010
SUXV0279988003
BBV 2110017
VNT 2018037
NBC 1168077
MNFV0009984
LSBT0288004
WAKC1304155
DELT0767075
NBC 1193100
MNFV0012104
EGV 1110119026
PWC 0928982
BR C1049993
BR C1096094
WAKC1306381
WAKC1327023
WAKC1350121
NBC 1275013
NBC 1241054
PWC 0907120
NBC 1242054
BR C1045090
WAKC1305367
OCOC0563139
MNFV0092084
MUKT1885999002
EGV 1106989
HAV 0427145
WAKC1311038
MRTT0405953
MSKC2174198
MRTT0348006
OCOT0528085
CHQV0372988
MSKC2221064
VNT 2146034001
OCOT0524992001
LSBT0191046
SUXV0197033
HAV 0423982066
HAV 0725042
HAV 0728027
BR C1120975011
OCOC0563220
SUXV0232111
MSKC2208040
MUKT1891061
SUXV0228999022
HAV 0762104
NBC 1170994002
OCOC0537005
MSKC2176141
NBC 1263104
MNFV0135200
EGV 1110034
BV  1009104
BKFT1134027
WAKC1314111
MNFV0060989
BR C1021200
NBC 1207179
NBC 1206352
NBC 1283988
OCOT0550998079
LLV 0505022
MNFV0047967020
MNFV0099982
MV  0383041
OCOT0574053
EGV 1108983007
BR C1148101
BV  1009225
BR C1048995001
WAKC1333618003
BR C1061989001
NSHV0739030
OCOT0551035
GNT 1521058
HAV 0762155
GNT 1481022
MNFV0013016
MNFV0038385
PWC 0935024
NBC 1203300
WAKC1001202
WAKT1344993
OCOC0630050
BR C1072134
NBC 1212166
MUKT1921997
PWC 0956999022
MSKC2168121
MNFV0108118
MNFV0057061
NBC 1293095
NBC 1180999002
OCOT0569999229
EGLT1822034
NBC 1252076
OCOT0569999263
WAKC1303240
WAKC1003007
MNFV0085978001
MSKC2188995004
NBC 1203125
OCOT0569999207
MV  0382054
OTWT1680994003
MNFV0112999007
OCOC0543028
WAKC0995063
SUXV0246974001
WAKT1389092
WAKC1350223
VNT 2054047
NBC 1268973
NSHV0739991
MNFV0139105
MSKC2167998002
WAKC0992017
WAKC1378409
OCOT0482998002
NBC 1262995006
WAKC1305387
PWC 0924977033
LSBT0217069
MNFV0041147
BR C1019020
NBC 1206265
BR C1150067
MNFV0140189
BR C1090239
BR C1108104
SUXV0246197
OCOT0510999002
BKFT1079058
NBC 1276007
NBC 1168028
OCOC0616999007
MNFV0033170
WAKC1378285
MSKC2258994020
DELT0807042
MSKC2229061
GNT 1525010
BR C1091102
MUKV1973024
MNFV0135104
MSKC2200046
VNT 2097999
LSBT0269005
WAKC1003043
WAKC1315290
WAKT1363972
BR C1028007
MRTT0417999
MNFV0095106
MSKC2193970051
BR C1070172
SUMT0685979001
EGLT1870944
BR C1057139
BR C1049150
DELT0724060
BKFT1131050
PWC 0919046
SUXV0235971
MUKV1976947
WAKT1362016
WAKC0996270
BR C1138108
MNFV0138114
NSHV0738987
PWV 0925101021
MRTT0411017
NBC 1237986
DELC0804995
WAKT1362986002
WAKT1366058
OTWT1626015
NPV 1568129
WAKC1302049
NBC 1242232
SUXV0246947026
WAKC1338262
HAV 0728144
MNFV0047982001
MSKC2200039
DELT0851011
MNFV0016200
BR C1107027
DELT0822051
PWC 0915120
SUXV0246022
NBC 1203023
VNT 2088001
BKFT1083015
WAKC0993204
WAKT1431998015
PWV 0898195060
LSBT0193003
MUKV2091020
SUMT0673011
MUKT2005008
MNFV0003990
MNFV0102131
DELT0780072
MUKV1973212
OTWT1617032
SUXV0252995030
MV  0381171
GNT 1538973002
MSKC2290998004
CHQV0416999003
GNT 1494999002
MNFV0108009
MV  0218036
VNT 2048004
WAKC0993369
OCLV0613308002
SUXV0200187
OCOC0630140
WAKC0984108
LSBT0211004
VNT 2139997002
WAKC1359044
MNFV0092019
NBC 1204102
NBC 1293990
OCOT0461045
NBC 1268970
VNT 2053039
MSKC2166009
EGLV1816050
SUXV0236068
VNT 2064043
PWC 0913202
PWV 0883993052
DELC0749069
WAKT1354996002
GNT 1521975
MNFV0103994001
OCOC0537001
MUKV2012252
LSBT0157023
WAKC1359288
GNT 1467007
WAKC1303877
WAKC1311083
PWC 0866079
WAKC1357239
BR C1150024
VNT 2060003
WAKC1306320
WAKC1336137
MUKV1974951
NBC 1161307
BR C1079203
BR C1069142
BR C1112155
LSBT0191034
MUKV1976973001
NBC 1288999
MNFV0118021
LSBT0202992
MRTT0422993
WAKC1356035
BR C1012072
WAKC1006025
OCLV0581993002
OTWT1636991001
NBC 1203179
BR C1051041
OCOC0559168
MUKV1960094
NBC 1254019
BR C1089115
LSBT0154023
WAKC1307206
NBC 1162301
BR C1136086
NBC 1182997
WAKC1342076
MNFV0132169
EGLT1742990
MSKC2168050
OCOC0562080
LSBT0237981004
SUXV0247031001
EGV 1101053
VNT 2026026
MSKC2195957
VNT 2080995001
LSBT0193153
NBC 1237086
WAKC0995123
MRTT0335022
OCOC0612066
MNFV0118067
MSKC2203151
SUXV0276017031
LSBT0270022
GNT 1477025
MSKC2217947003
BR C1089993
MSKC2224004
NBC 1187998001
PWC 0906992019
MUKV2012173
HAV 0428016
VNT 2063014
