
286.0726.000
026.0536.000
044.0188.000
026.0147.000
231.0588.000
002.0411.000
066.0193.001
038.0678.000
028.0083.000
028.0316.000
116.0013.000
052.0508.001
026.0044.000
028.0627.000
042.0595.000
246.0488.000
008.0460.000
022.0211.004
032.0192.000
048.0565.000
018.0091.000
016.0517.000
040.0258.000
052.0493.000
042.0707.000
246.0690.054
016.0180.000
010.0499.000
004.0178.000
020.0287.000
026.0563.000
050.0366.000
028.0575.001
010.0299.001
056.0354.000
116.0346.004
034.0007.000
020.0812.000
265.0295.000
028.0394.000
006.0187.000
211.0286.000
040.0593.000
012.0141.020
022.0371.000
044.0006.000
056.0274.000
020.0160.001
231.0206.000
062.0518.000
201.0189.000
211.0417.000
038.0260.000
032.0633.000
201.0493.000
054.0597.000
032.0534.000
014.0278.000
286.0469.000
191.0059.000
022.0101.000
032.0033.000
006.0409.000
032.0218.001
016.0457.000
020.0579.002
201.0442.000
036.0131.001
018.0227.000
004.0336.000
261.0478.000
066.0718.000
014.0026.000
265.0423.000
036.0650.000
016.0509.000
034.0624.000
050.0463.000
265.0378.001
032.0738.000
010.0010.000
286.0134.000
034.0556.002
131.0106.000
042.0362.000
231.0212.000
010.0393.000
201.0278.000
008.0644.000
010.0170.000
048.0388.000
060.0560.001
246.0016.000
044.0710.000
022.0277.000
038.0079.000
261.0239.000
030.0582.000
002.0305.000
064.0406.000
018.0628.001
062.0755.002
062.0535.000
016.0006.001
048.0631.000
060.0173.000
022.0191.000
014.0071.000
116.0358.013
030.0433.000
016.0152.002
040.0159.001
036.0021.000
008.0570.000
040.0349.000
062.0116.000
044.0020.000
054.0252.001
246.0053.000
286.0176.000
040.0408.001
018.0268.001
265.0327.001
008.0349.000
040.0629.000
131.0068.000
020.0200.000
038.0429.000
016.0755.000
191.0148.000
060.0591.000
002.0467.000
010.0498.000
050.0277.000
046.0061.001
032.0043.001
040.0573.000
211.0047.000
032.0608.000
066.0298.000
058.0186.000
016.0383.000
054.0451.000
030.0469.000
040.0027.000
066.0551.000
062.0766.000
116.0354.017
016.0435.001
038.0304.000
048.0606.001
030.0337.000
042.0272.000
002.0311.001
032.0396.000
020.0714.000
008.0348.000
050.0007.000
012.0020.000
032.0505.000
044.0513.000
030.0116.003
040.0476.000
016.0219.002
042.0540.000
054.0500.000
024.0340.000
052.0250.000
022.0215.000
002.0272.000
014.0077.000
006.0385.000
024.0729.003
014.0235.000
022.0340.000
116.0270.000
046.0031.000
036.0652.002
058.0297.000
034.0026.000
022.0033.000
022.0471.000
036.0353.000
044.0519.001
024.0603.000
016.0722.000
044.0141.000
020.0768.000
032.0172.000
034.0507.000
048.0269.000
040.0091.000
006.0523.000
014.0575.000
030.0550.000
066.0631.000
008.0642.001
008.0628.000
054.0053.000
116.0346.003
032.0091.001
261.0250.001
038.0477.000
006.0314.000
002.0706.000
030.0305.000
028.0037.000
022.0376.000
034.0232.000
286.0494.000
064.0343.000
024.0316.000
050.0250.000
058.0056.004
050.0448.000
026.0365.000
014.0862.000
006.0348.000
016.0857.000
116.0036.000
060.0449.000
066.0504.001
211.0023.000
201.0745.000
054.0164.000
211.0491.013
062.0711.000
231.0600.021
018.0461.000
261.0395.000
026.0354.000
018.0527.000
016.0547.000
066.0640.000
028.0344.000
030.0151.000
286.0046.000
020.0271.001
010.0332.000
016.0209.003
261.0380.000
054.0486.000
012.0149.001
006.0466.004
052.0004.000
116.0029.000
261.0477.000
286.0719.007
030.0486.000
006.0617.000
038.0660.000
018.0744.000
024.0250.000
191.0050.000
066.0002.001
006.0208.000
008.0243.000
008.0341.000
002.0591.000
016.0093.002
036.0159.001
131.0133.001
020.0551.000
018.0716.000
020.0431.000
054.0545.001
056.0282.000
014.0150.003
261.0427.000
036.0505.000
018.0719.000
060.0783.001
014.0498.000
048.0584.000
211.0323.000
058.0231.002
024.0138.000
246.0735.000
060.0718.000
026.0148.000
064.0314.000
231.0324.000
018.0600.000
261.0708.000
054.0260.000
060.0221.000
