
FDL1517104479500
FDL1517243100500
T20161899SD05000
FDL1518074499900
T101519340200200
T021318281300100
RIP161499LU17000
T161419020800100
FDL1517232355000
T12151699LA05000
V02131899OP12500
T041417070300100
V07161599ZD04000
FDL1517133353900
FDL1517094484900
T181615221300100
RIP161499PB18000
V071615351300300
FDL1517224356700
RIP1614210224010
FDL1517161114100
WPN141599PI18000
FDL1518182475500
FDL1517222102200
T091517131100200
FDL1517164227413
T081518271400900
T20161899FI05000
T211415020200100
T041417060700300
T051718260701300
FDL1517162227102
T08151899LV10500
T201618151100200
T161419010900300
T121516210200300
T131619051100100
T021318070500200
FDL1517214350400
V05161799WB55000
T081518171000200
T081518090300100
FDL1517034476000
FDL1517243475800
T191515240500100
T121516221200100
FDL1517154100400
T201618291200600
T031319261300100
T05171899BC27000
T09151799EV16500
T031319230100100
T171614240700300
T111617290200200
T151416160900100
T211415220700100
T051719220200100
T121516060900200
FDL1517093356400
T121516111500200
T08151899LW28500
T031319350401300
V06141699OR47100
T09151799MF10000
FDL1517112360000
T141514061500100
T181615170300100
T121516100700200
V03141899OB47000
RIP161499CB07000
T071616020600100
T091517190500600
V04151499AP06000
T171614100200100
T141514111100600
FDL1517094488000
FDL1517024115000
FDL1517112364800
FDL1517094226600
T201618201500900
T131619191200700
T191515230400200
FDL1517101231600
T081518181000101
T171614050700200
FDL1517101483000
FDL1517134481400
T051719320700200
T04141799BO04000
FDL1517102475100
FDL1517151101900
T08151899OK05000
T09151799TH18000
T131619221500100
T041417041200100
FDL1517133475200
T021318061000200
T041417071400900
T091517300600200
FDL1518063480600
T161419060500300
FDL1517104101800
RIP161499CE16800
T02131899LE14000
T161419021100800
FDL1517102483500
T211415230800100
V03141899OB66000
FDL1518063484100
T021318080400100
T20161899VT86800
V071615351201400
T031319150501400
T09151799RE23000
T061418091400300
T061418250900300
T191515331100100
FDL1517222225300
FDL1517261233200
FDL1517143478400
RIP161499CA04000
T091517220901200
FDL1517104116400
FDL1517252101300
T09151799CF02000
V011514360804500
T151416040400300
V05161799BE69000
T20161899NI17000
T081518200100800
T09151799WA02000
T161419201100500
FDL1517143354100
T041417060300100
FDL1517144227000
T08151899LW09000
FDL1517154104700
T121516101500100
T051719260600300
RIP161499FC27000
FDL1517141229500
T08151899PR17000
T041417140100100
T05171899HB08000
FDL1517142230700
FDL1517151476200
RIP161499MO16000
FDL1517151102300
FDL1517143351600
T131619340600200
T071616151400100
T211415361000300
T061418281000200
T101519041600400
V011514250907000
FDL1517142482400
RIP1614151201700
T061418051602100
FDL1517113355900
T051718360700100
T191515331200200
FDL1517103364500
V03141899AS14500
T171614140500400
FDL1517111233200
FDL1517112479200
T20161899VT37400
FDL1517113241400
FDL1517142111700
WPN141599CM06000
T161419010300100
FDL1517113237200
T051719231100600
RIP1614171505012
T211415021500100
FDL1517114475800
FDL1517233484100
T041417021600600
T161419160300100
T171614270500600
T171614351600100
T181615310900100
FDL1517144475408
T041417010500200
T141514101300100
V05161799FO37100
WPN141599FA19000
T031319050100200
FDL1517224226600
FDL1517154479000
T20161899HO09000
FDL1517123104300
WPN141599NE36000
V05161799PP12500
T011414261200600
FDL1517261350200
T011414180300100
T121516010300400
FDL1517104352300
T031319280700400
T151416110300200
T081518270200700
T07161699EW17000
FDL1518063483300
T171614271609900
V02131999AM09500
FDL1517094483800
FDL1517112487100
T071616311600400
RIP161499BO29500
T171614150300300
V05161799WB31000
FDL1517104353900
V04151499AP17906
T05161899WI30000
T051719250600100
T16141999RL78500
WPN141599CH26000
T16141999OA04000
FDL1517152351000
T131619260100100
T111617281100200
V07151599SP06000
V071615351202900
FDL1517101365200
T021318260100200
T031319151400400
T051618031200102
FDL1518061101000
T141514301200100
FDL1517142114700
V05161799MA25000
T131619030400400
T08151899MH26000
T161419090800100
T021318120200100
T20161899WE09000
T12151699WO19000
FDL1517153109800
T09151799PN24000
T101519140200100
T141514161000200
T171614220200100
T211415101300200
FDL1517234101000
V04151499AP64003
FDL1517094104800
T20161899PA13000
T201618291300501
FDL1517161225600
T181615321200200
T181615181400100
T091517170700300
FDL1517102226300
T211415320800300
FDL1517142240700
T211415120400100
V081619360500200
FDL1517153238100
RIP161499FD26000
T111617280401300
T101519040600200
FDL1517112116600
FDL1517101105400
FDL1517142236600
T021318210400800
V061416140301600
T20161899DE07000
RIP161499SD21000
T09151799ST18000
T02131899AV01500
T121516190600200
FDL1517261374900
T121516271600900
FDL1517033475400
T211415221500200
FDL1517224476900
T081518190400100
T101519071300500
T181615300200300
RIP1614171103011
T011414261200300
T011414250600100
T16141999BI33000
T211415280600200
V011514250906000
V03141899LY02100
T161419280300300
FDL1517101363100
WPN141599OV04605
FDL1517103358200
FDL1517231477100
T151416110200200
T141514100100500
T031319220600100
T071616141200100
V02131899SP12000
T201618231000200
WPN1415311000500
T11161799LB28500
T09151799EV23500
V02131899OP10000
T101519151100200
V081619251600500
FDL1517154488400
T031319191000100
T101519210900400
V05161799MR27500
V06141699OA08000
WPN141599OV02401
T111617040400900
RIP1614280616010
T201618291209000
T151416120900400
T201618241500400
T021318080200100
FDL1517214100101
T201618211502000
FDL1517132354200
T131619090600100
FDL1517261228500
T211415231500200
T05161899AP18000
T131619320600300
RIP161499GR04000
T071616171501400
T171614011200400
V05161799BF54000
RIP161499CE90800
WPN1415310700100
FDL1517094229100
T20161899VT48200
FDL1517161354300
T201618291600500
WPN141599ME05000
T021318141500100
V02131899SE03000
FDL1517234481200
T081518201400400
T201618260600100
T071616191500200
T151416211100500
T101519071000400
RIP161499RI35200
T16141999BI01000
T011414361100200
FDL1517232113800
T061418350500100
T091517290400300
FDL1517161352700
T101519220600100
T161419031601500
T191515021400800
FDL1517102104500
T061418121100400
T011414011300100
T121516261300100
T161419271300500
V03141899OP26000
T20161899FI27000
V06141699WF06000
FDL1517114226100
T171614071600500
T011414140500200
T111617181500100
T20161899WE03000
FDL1517094358300
T101519110600300
T121516140500400
T061418090900200
T141514040600200
T101519201300100
V05161799WF41000
T041417030900700
T071616321500600
T151416141100300
FDL1517162225500
T131619150600200
FDL1517161350000
T081518181100200
T111617040800200
T121516271500500
FDL1517113235900
T151416150100100
T031319030900400
T011414130900100
T201618241601300
T011414081000100
T02131899AS11000
FDL1517243225800
RIP161499WP09000
T20161899LI14000
FDL1517234103300
RIP161499LI08000
V05161799BE72000
FDL1517112228900
V05161799TI05000
T191515181100100
FDL1517143237200
V05161799EN03000
T081518181200100
V07161599ZD13000
FDL1517233478600
T151416281100200
FDL1517143484100
RIP161499WB01000
FDL1518082225600
T11161799MO55000
T181615151400100
FDL1517101357900
T201618350700100
FDL1517113350500
FDL1517024481600
T081518111300100
T171614290400100
T191515160800100
T041417110700100
T031319181100500
T071616230400100
T201618090521500
T09151799ES17000
T02131899AS09000
RIP161499RI16400
WPN141599TA04500
FDL1517101351400
T121516321400500
WPN141599AS22000
T041417040300100
T20161899HA01500
T051719241200200
FDL1517104478400
FDL1517114480700
T20161899HA65000
FDL1517154111200
V05161799SA37600
V05161799MA36500
T051718260100500
T151416141100200
FDL1517151361600
T12151699WO15000
FDL1517233105200
V06141699WH62500
T101519250900300
WPN141599GR09000
FDL1517142357800
T061418221600200
T11161799WW03000
T061418310300100
T041417091609900
FDL1517151107600
T021318250500400
FDL1518082227400
T061418051200200
T111617161600100
FDL1517262110800
T20161899EA09000
T20161899VT55000
WPN141599WO32000
T071616221100100
T111617211600300
T02131899LC13000
T161419201100100
T201618211401000
FDL1517233352800
FDL1517221478500
FDL1517103355000
T08151899OJ06000
FDL1517141479000
T03131999LA12500
RIP161499YO07000
T181615220900200
V05161799PR39000
T141514290200100
V05161799EN07000
FDL1517123352800
T021318190400200
T081518310209001
T211415361000200
T021318231000100
T061418220300200
T101519080800500
V011514360500600
T191515271000100
T20161899TH30000
FDL1517152232600
FDL1517162227900
T011414260600200
T121516081200200
RIP1614280718002
T121516350600101
T131619111300100
T141514101100100
T011414300100400
FDL1517103353500
V02131999NC19200
V05161799FP69200
FDL1517241475600
T181615230309001
V03141899PI01000
T111617291300900
T111617100700100
T151416210900100
FDL1517112486000
RIP161499RO34000
V04151499GR07000
FDL1517154352000
FDL1517103353800
FDL1517103234300
FDL1517093475100
FDL1517111350200
FDL1517111226900
RIP161499MO54000
FDL1517142106600
V02131999AM12500
T151416101200100
RIP161499MO58000
FDL1517112484100
FDL1517232352300
T041417110500100
T071616281200100
V011514360802200
FDL1517152353800
T17161499AC64000
T071616301600500
T17161499ST35000
T20161899EV35000
T211415011200100
FDL1517114477800
FDL1517132476300
T021318230600200
T20161899WI10501
T201618240400100
T011414081400100
T041417081500200
FDL1517044350600
T11161799ME24000
T081518070900300
T141514261000100
V061416140500200
FDL1517101241500
FDL1517151488800
V02131999NE03500
T091517180400400
FDL1517153227900
FDL1517134228500
T08151899AM03300
FDL1517161104400
T201618261000300
FDL1517284124900
T111617080600500
FDL1517143101400
T071616150500300
T16141999RL74500
FDL1517093225801
T191515010200200
T041417191100400
T16141999RL11500
WPN141599TC14500
FDL1517113358900
RIP161499CH08000
T031319170300100
FDL1518061100200
FDL1517081100701
T201618161300200
FDL1517154112900
FDL1517164352200
RIP161499SY06000
T061418141500100
T051719271100200
T061418211000300
FDL1517111105000
FDL1517154494900
T081518211000100
RIP161499HD25000
T031319040400100
T131619150700100
T011414310200200
T061418301200100
FDL1517103234900
T20161899VT22600
FDL1517154353600
T031319310600100
T111617080500200
RIP1614211435004
T161419021500100
T181615031600100
T191515281600200
WPN141599OU21000
FDL1517232355500
T141514241500100
FDL1517093355800
FDL1517142479500
FDL1517091101600
T101519180400200
T021318200101200
V07161599OR15000
T041417181100200
T201518040500100
T011414140200200
FDL1517231229300
V05161799PP36000
T031319320400400
FDL1517151477000
WPN141599PH05000
T05171899AB40000
V08161999OP15000
T101519140809000
FDL1517221226900
FDL1517133481800
T071616110600300
T201618090501000
T211415221600100
T141514051300200
FDL1517153361700
T141514050200100
FDL1517224350500
T131619150100600
T161419360100200
V071615350900100
FDL1517234476500
FDL1517143357800
V04151499AP39000
FDL1517261227300
T05171899HB02000
T071616230909000
FDL1517142358800
T211415250100100
T211415141300100
RIP1614211429004
RIP161499FC10500
V021319180701100
V07161599OR08000
T211415300300100
T111617051300100
T101519181400300
T141514050700100
T171614070700700
FDL1517234352100
T191515351400300
WPN141599PG26000
T091517270200100
FDL1517233478700
V02131899PQ02000
T031319291600100
FDL1517104476100
T041417070700200
FDL1517161356800
FDL1517114105900
T041417071500300
T071616080700100
RIP1614161500600
T101519241400200
T051719360200200
FDL1517023475511
T091517250200700
FDL1517151487800
T181615231200100
FDL1517154364200
T201618211400200
FDL1517243350200
T071616131400100
FDL1517151109500
WPN141599OV05001
WPN141599HF20000
T071616291000700
FDL1517152479500
T021318020600100
V021318130100200
T20161899VT88500
FDL1517101490300
FDL1518063479500
FDL1517232230600
FDL1517142113500
FDL1517152353600
FDL1517234476600
T031319041600200
T05161899EL04000
T081518310602000
RIP161499CE12000
T201618250100400
FDL1517121102800
FDL1518061102700
T03131999SF01000
T131619111200100
V02131899SP04000
FDL1517221478200
FDL1517161360600
RIP1614210536032
T101519051100100
T081518121100100
T041417321402800
T131619011200200
T131619280100800
T211415361600100
T051718270100700
T101519070900100
RIP1614220601022
T031319050500200
T041417361300100
T081518081300300
FDL1517152482800
RIP161499LU30000
FDL1517101226300
T071616140200200
T051718260901000
T041417050300100
T021318340500100
FDL1517141234600
FDL1517102359300
RIP161499SB03100
T181615341400100
T031319221400500
T11161799RM01000
FDL1517102357900
T181615121600100
T061418180500500
T12151699HI08000
T011414230300200
T051718271300200
T101519270700100
T08151899PH12000
FDL1517014475000
RIP1614211230002
WPN141599OU22500
FDL1518053475900
RIP161499NT42000
FDL1517151482800
T171614031600100
T171614330200200
RIP1614211616006
T101519340600200
T051719340600300
FDL1517143117200
FDL1517152354400
T201618131600100
FDL1517234352900
FDL1517101232300
T151416011100500
FDL1517103237700
FDL1517232234603
T111617330101400
FDL1517151479600
T171614291100100
FDL1517142491000
T051618011501500
FDL1517242355700
T071616291101800
T20161899DE23200
FDL1517221478002
WPN141599PF02000
T081518221500100
FDL1517152358400
T051618010900101
T171614070100400
FDL1517102353000
T171614281100100
FDL1517132352000
T071616291001100
T171614130900100
T211415050600100
T141514291500200
FDL1517142109900
FDL1517134484500
T03131999FL23200
V021318130101600
T09151799ST33000
FDL1517144227200
T121516120508000
T201618320600700
V051617321401000
T20161899VT76000
V02131999NC08000
T131619150201200
FDL1517232104400
T021318160300100
T031319010200100
FDL1517133477500
T05171899HC02000
T161419021102100
WPN141599PD09000
T141514070200100
T051618010300101
T161419300400100
T151416210300100
T21141599HA01000
T21141599HI11000
WPN141599TB09000
V05161799TH13000
RIP161499LO15500
RIP161499MP32000
T081518311609000
T111617310200200
T111617281000300
T131619321500400
T051718261400100
FDL1517134103200
T041417201600600
T071616140100300
FDL1517142353300
FDL1517142485200
T011414350200200
T20161899NI26000
T101519110600700
V05161799MD15000
T091517070200400
T071616321000600
FDL1517233103400
T161419321100400
T211415280300600
V021319180900300
T041417041609800
T031319300200400
RIP161499NT31000
V071615350902100
RIP161499RI07200
FDL1517111237200
T061418110900200
T201618210500600
T09151799BB16000
FDL1517262228900
T20161899HF40000
V05161799FO86400
T121516221500100
FDL1517252100900
T101519170400100
T041417301200500
T121516280300200
T211415350300400
V01151499PN32000
WPN1415310800300
T091517251100200
T20161899SG13000
T051719241500100
T181615030700100
T201618251300100
FDL1517101359800
T021318231400300
V02131899TI15000
FDL1517154484500
RIP161499RO24000
T071616180400300
V07161599ZD09000
T021318331000300
FDL1517123480900
FDL1517162103300
T20161899DE49000
T151416081100200
T091517361300600
V13161999HA07000
T09151799PN10000
T111617220700800
FDL1517142484300
T121516131000400
T091517180300400
T031319101300100
RIP161499WB08000
FDL1517034351200
FDL1517113233500
FDL1517162104900
FDL1517241226800
T201618211500400
FDL1517231480200
FDL1517161238500
V05161799MC39000
FDL1517264102002
FDL1517101477200
FDL1517164102511
FDL1517262101200
FDL1517111351500
V13161999KR01000
T16141999RL72000
T141514180600100
T041417011300200
FDL1518063486000
FDL1517153228200
T211415330500600
FDL1517133104300
T011414160300500
FDL1517094228900
FDL1517231228600
T03131999MA22000
T071616300400200
T09151799MC04000
T131619361400700
T181615040200100
FDL1517153482500
FDL1517143229700
V05161799WB30000
V07161599WE19000
WPN141599OU06000
T131619340900100
FDL1517154495700
T171614221300100
T101519111200200
FDL1517151108701
T181615301100300
T161419300600500
T081518311500500
RIP1614210536020
T061418201300100
RIP161499RI41400
T20161899SD11000
WPN141599PH09000
T141514260900100
T061418040300300
T171614310400100
T20161899SC08000
V05161799TH36000
T151416150400300
FDL1517142479300
FDL1517144233700
T211415051100100
V05161799LA48000
T20161899HI21000
T051719180200200
T181615111500200
T031319030800200
T16141999KM14000
FDL1517142105900
T161419161000100
T09151799PR05000
FDL1517144476101
FDL1517142237100
FDL1517222100400
FDL1517143244400
FDL1517154103700
FDL1517151357200
T04141799YE04000
T071616251200100
FDL1517232228300
FDL1517151357500
T20161899HF03000
FDL1517143233000
T151416090800100
T20161899SD02000
T191515231000200
RIP161499BE12000
T071616231300500
T141514320500100
T191515160200200
T09151799BB18600
T041417260800100
T041417040800600
FDL1517262106200
FDL1517123475700
T191515320700100
WPN141599HF09000
T151416060900300
T04141799AO49000
T09151799WC25000
FDL1517152227200
T161419130507000
T211415330100400
T021318200700400
T08151899DE06000
FDL1517033356600
T151416020500400
FDL1517142480600
FDL1517123477700
FDL1517154232900
T161419320300900
FDL1517213101000
T031319330600100
V05161799WF43000
WPN141599OU08500
T201618100700200
T03131999LB00500
FDL1517094102800
T081518350800200
T03131999VE15000
T061418361000300
T20161899VT75000
FDL1517153362700
FDL1517234230700
T041417060700100
V071615351300200
V04151499AP39500
T191515021500300
V071615351402200
T201618090300400
T12151699LA06000
T211415070700200
T041417350800100
FDL1517154103400
FDL1517104226700
T111617280800200
T171614080500200
T09151799EV32000
T121516270500400
FDL1517222475500
T081518301501300
T161419110100300
FDL1517221351700
V021319180800200
FDL1517104358300
FDL1517101233100
FDL1517143487800
FDL1517221104600
FDL1517103102500
T161419271301700
FDL1517102476100
FDL1517103360500
T081518251500100
T151416250200100
T021318250300100
T101519180300200
T101519101400100
FDL1517234480400
T161419031300100
T091517361500100
T071616071600200
T061418350600300
T031319151100100
T091517171600200
T131619280100500
FDL1517151356600
V05161799PR59500
WPN141599FA38000
T201618200600300
T161419211300100
T161419140900100
FDL1517143109800
T20161899LO15000
T04141799LO03000
RIP161499CE53600
T051719200700400
RIP161499BR11000
T201618200900500
T021318310900200
T08151899OH19000
FDL1517213225201
T101519230100100
WPN141599AS08000
T171614030400100
T171614250400100
V06141699WH53000
T141514151600500
T20161899LI12000
T011414321600200
FDL1517044479600
FDL1517134233500
T211415050200200
FDL1517102350300
T121516090100400
FDL1517143106100
T141514260700100
T20161899WK01000
T161419030200100
T211415270301100
V131619291208000
T09151799BC26000
FDL1517242352500
FDL1517101353600
V05161799FO20600
T181615201500100
FDL1517261233500
T211415340600100
T191515261400100
T071616310100202
V02131999AM14000
V08161999OP07000
FDL1517232478500
T04141799YE09500
FDL1517141481700
T011414010500100
RIP161499BO71000
T09151799WE16000
V04151499AP02000
T061418231100300
T09151799BC15000
T201618310200200
T171614351000100
T11161799LB17500
FDL1517034477300
FDL1517152477900
FDL1517104483400
T101519020400600
RIP161499MI09000
T111617060300200
V051617321501600
T151416270100600
RIP161499RO05000
FDL1517264225700
RIP161499PB41000
T111617281500400
FDL1517132101400
FDL1517162104400
V071515020300200
T061418320800100
T021318241000500
T081518120600500
T141514061300100
T211415071300100
T171614100700100
FDL1517123229300
T011414080600200
T021318150600200
T011414250700100
T09151799PN01000
T111617040401100
T121516100300300
T05171899MB04000
T16141999WO06000
T051719330500100
WPN141599OV03303
T201618360800300
T021318200700300
RIP161499HB03000
FDL1517151479700
FDL1517161234800
T191515071300100
T111617220701400
T031319050700300
FDL1517112489700
FDL1517142233300
FDL1517093483100
T201518010600100
FDL1517133101300
T081518080300800
T211415101200100
FDL1517154114200
V071515020500600
FDL1517091350000
V02131999NC03400
T081518120800300
T201618230800100
FDL1517024477400
RIP161499SY01000
T05171899BC18000
FDL1517224475200
T201618210210000
T161419120700200
T131619241200400
T011414030600200
T151416280600300
FDL1517101350500
T051719240700100
RIP161499PB37000
T111617281301400
WPN141599CL09000
T111617050700900
T121516080200300
T20161899FI51000
V02131899PE04000
V07161599HI05000
T09151799EV31500
T051719330400100
T081518250900100
T151416030300700
FDL1517153353700
T041417301200200
T08151899PH08000
FDL1517152360500
T03131999MA25500
T191515311300100
V07151599SP14000
T031319021600400
T051719200600500
T051718230100201
FDL1517153101100
T091517011300100
V02131999TH41000
T211415300600300
V01151499FA22000
FDL1517234482600
FDL1517112109000
T211415200900100
T111617041600500
T211415081200200
T211415260600200
FDL1517101358000
FDL1517103482400
T101519220100100
FDL1517261231100
T161419021200400
FDL1517221103300
V011514350202000
FDL1517161359900
T021318161300400
V04151499AP78000
T02131899LC02000
T09151799WC59500
T211415291100400
FDL1517151350000
RIP161499RO03000
FDL1517162484100
T071616200800100
T211415320100400
WPN141599PG41000
V061416140102400
T201618170102400
FDL1517024354500
FDL1517103363700
T161419020901300
T161419121205500
T08151899LV05000
T051719341400200
T181615260309001
T051618031500300
T041417070800500
FDL1517232105400
T031319280600100
FDL1518063478400
T161419310100200
FDL1517103226700
FDL1517232483000
FDL1517262237600
T201618120400500
T171614180700200
FDL1517142116400
V06141699FI17000
T061418040900400
T081518311400600
T161419120906000
T03131999FL13000
T201618170100900
T20161899VT39800
V05161799WB57000
T181615040900200
T181615070100200
T021318200600300
T161419210200100
FDL1517142356100
T041417191000300
T131619171300100
RIP1614280507002
RIP161499CH65000
T09151799PI05000
T161419021101500
T011414010500200
T031319190500500
T121516170400100
T161419331000100
FDL1517152485100
T191515040108000
T201618100900300
FDL1517143101500
WPN141599AS25000
FDL1517234477600
T101519041100100
T101519060500100
T171614060700100
T081518270600100
T111617091600500
WPN141599TC23100
T031319080101000
T121516300500400
FDL1517103359200
T09151799KS13000
T111617200400100
FDL1517142476900
T161419131103000
FDL1517101366000
T011414340300100
V06141699BU09000
FDL1517143353600
V02131999BO01000
T191515011500100
FDL1517262232200
FDL1517112102800
FDL1517142476100
T071616230800100
T171614101500100
FDL1517104109000
FDL1518053100700
FDL1517144225100
T051718260500300
T071616260200100
T171614290600100
T09151799GA04000
FDL1517261227100
WPN141599FA42000
FDL1517111486000
T081518080200800
FDL1517094103200
FDL1517151352400
T101519280500100
T181615210400200
T121516180700200
V02131899HO04000
FDL1517143100100
T191515031600300
T201618201200200
T091517191100100
FDL1517153351601
T011414020600100
T041417180900200
T021318190200300
T101519201100600
T211415361100100
WPN141599ST08000
FDL1517142241000
V021318130300100
T211415320201100
T081518310700200
T20161899MI13000
WPN141599PF07000
T171614230600400
FDL1517262450001
T041417211500200
T111617060600100
RIP1614210220008
FDL1517231478300
FDL1517141234400
T171614250300100
FDL1517104351200
T011414101000200
T061418361100300
T161419220300100
RIP161499HD07000
FDL1517243354000
FDL1517233354100
RIP161499MO79000
T171614320100100
T201518060500800
V08161999OP38800
T011414300900100
T101519180100400
FDL1517221101700
FDL1517143356600
T151416131200100
T03131999MA04500
T031319151500300
T05171899WH17500
T161419020400100
FDL1517114352200
FDL1518063480800
T081518300900101
V03141899OB62500
T20161899WK09000
V021318130201700
FDL1517154357300
T051718230200100
T051719350100100
V05161799BE30000
FDL1517033357400
FDL1517094232000
T151416061600600
T041417070801400
T051719200700300
T051618011100100
FDL1517023475507
FDL1517153108400
FDL1517134476302
FDL1517143360500
T131619030700100
T171614011300100
T201618170103200
T131619350900800
FDL1517101109400
RIP161499CE23600
RIP161499SD42000
T011414100800300
T061418290400100
T151416220100100
FDL1517112103800
T041417340100100
WPN141599MC03000
RIP161499RI07600
FDL1517111479500
T141514231600200
T051719231100700
FDL1517154103200
T011414261600100
T201618250300200
T161419300500100
T051719280600100
T11161799MA10000
V01151499UP36000
RIP161499SV06000
T181615301100500
WPN141599WI06000
T051719290700100
T071616341300100
T151416191000200
T041417021600500
T061418251400400
T031319301100100
FDL1517113361600
T091517191400400
T051719331200300
T051618041600400
T081518110500100
V06141699WI09200
WPN141599HD12500
T09151799LB20500
V131619290100300
T211415170400100
T071616181500200
T011414121400200
T051719340200400
FDL1517112350100
T101519081400100
T131619200800400
T091517250400200
FDL1517102104600
FDL1517232234300
FDL1517142239600
FDL1517233484600
T051718340500101
FDL1517241100101
T161419261000600
T161419161200300
T101519021500100
T091517310400100
FDL1517111481800
V08161999OP07800
FDL1518073475200
T181615041200100
T071616111400100
T011414230500600
T091517180700600
T111617150600600
V02131899VD10000
T081518310401600
FDL1517154493100
T141514111100300
RIP161499RO28000
T051618010300100
FDL1517141229300
FDL1517123481300
T061418210900200
T111617320600700
V02131899CA08500
T071616011300200
T09151799MF02000
V05161799BU15000
T041417230600400
T081518121200800
FDL1517111233600
RIP1614270500300
T181615221600100
V02131999TH36000
T161419230800600
FDL1517162225700
WPN141599OV01701
FDL1517112109700
FDL1517132479900
FDL1517142476000
FDL1517143355800
T161419321300700
T071616231000200
V07161599ZD01300
T071616010400400
FDL1517123482100
FDL1517161115700
FDL1517281475000
T201518031300100
T16141999AP01500
WPN141599ME07000
WPN141599ME03000
FDL1517133100200
T061418140700100
RIP161499JF05000
T121516321600600
T201618221101700
T021318311300400
V01151499CA20500
T091517290700700
T161419250500100
T041417261300100
T051719200100100
WPN141599EA05000
T171614351500100
T061418280100100
T121516010300600
FDL1517134482800
RIP161499SB14100
T101519101600100
T081518291400100
T201518040400100
T141514351100400
T20161899SF17000
T071616340800100
FDL1517101365400
FDL1517142225200
T09151799LB25000
T171614040100100
FDL1517142236400
T121516131502200
T211415290100100
T071616320600400
T081518161500200
T121516231000100
V061416140303100
T031319360100400
T20161899VT69400
FDL1517142364000
V05161799MB19000
FDL1517112486800
RIP161499BO13000
V05161799BU07000
T161419030200200
T021318301500200
V051617291300100
FDL1517133102201
T021318241000900
