13  20 21  4
26  35 78 19
03  34 71 32
33  13 78 25
18  28 14  2
12  30 41 50
15  23 74 10
19  19 43  2
03  09 11  3
16  06 34  3
30  23 83  5
17  17 22
35  04 79134
27  22 71 65
06 126 51 26
33  13 96 61
15  33 44
15  36 31
08  04 41  6
33  12 12 17
05  34 53  6
20  11 32
05  35 75  4
01  25 21 11
35  04 79120
18  19 22  2
03  17 71  5
30  24 78  6
15  26 44  2
33  12 72 63
01  07 21
20  06 43
18  05 22  3
22  15 31  1
02  03 21  5
17  07 71 25
20  33 31 12
10  10 44  2
33  12 77 37
18  29 71 14
07  31 13  2
33  13 72 32
06 133 44  2
30  23 76  4
30  23 71 64
06  31 53  4
07  25 43  1
07  27 43  2
13  18 14  2
16  36 52 26
33  13 21 18
16  10 21  4
31  15 74 35
16  10 12  1
02  03 21  3
31  21 14 12
15  19 31 14
05  31 34  3
07  03 58
19  27 31  8
33  13 24 10
11  32 42  7
12  19 71 65
35  04 70252
05  14 23  9
15  34 11  4
13  16 34  5
16  20 22  1
26  01 71 14
26  35 81 23
05  35 79  3
04  28 33  1
33  01 41 92
15  18 22  3
21  03 12  2
05  27 71  1
06  20 34
22  06 31
14  33 13  1
16  04 41  6
30  23 92 88
04  14 11  2
30  23 92 10
34  29 43 19
35  04 77 40
26  01 22 27
08  30 14  1
31  15 73 14
34  32 22 13
15  08 71 13
30  26 73 33
13  22 44  1
09  25 51  9
34  30 70 60
12  26 21
09  13 22  2
19  21 32  2
05  35 13 15
03  15 44  3
05  24 22  4
11  04 42
10  21 14  1
15  26 22  3
04  21 12
17  10 12
07  29 44  1
21  14 23  1
10  08 42  2
08  29 44
12  11 21  2
07  22 12
12  28 12
19  16 42  5
12  08 23  1
11  12 23  3
03  11 33  1
15  17 21  2
11  23 13  2
25  25 76 75
03  18 11  1
03  28 31
17  06 11  1
18  05 11  3
03  28 23  1
12  05 71 29
26  35 24  8
16  03 11  5
10  01 14  3
03  12 71 34
28  15 73 91
03  01 71  9
05  04 22  1
32  02 93 12
09  22 44
01  10 11  1
14  12 22  6
34  25 23 20
15  18 41  3
07  36 43  3
13  02 31  1
12  24 31  1
04  04 33  3
18  04 31
20  04 22  3
04  11 41  2
35  05 52  2
03  01 22  4
15  26 13 11
13  15 71 17
30  24 80 64
05  33 77 29
13  15 24  9
17  26 33 10
19  30 32
13  10 32 11
05  26 33  3
09  32 11  2
20  25 14  3
33  12 73  5
04  04 12  2
20  06 22
25  25 77125
02  01 32  7
21  16 42  9
03  17 34  5
11  03 23  4
07  31 43  1
18  24 42  2
31  21 41 20
13  21 71 10
30  23 71 80
05  01 24  5
18  06 12  4
33  12 55 20
30  23 82 45
30  23 90 31
17  03 44
17  27 24  6
22  27 43
02  26 43  1
34  29 75 62
07  24 12  2
08  29 12  2
04  06 14  2
15  31 73 23
21  22 23  3
13  32 51  8
28  23 22  3
12  07 73 21
25  25 71140
11  12 34  1
19  34 71 85
05  23 71 30
18  34 11  3
14  34 21
05  24 11  5
34  30 14  3
05  35 76 21
03  02 32  6
13  28 13  6
15  25 12 14
11  05 11  2
05  35 74  7
33  12 74 64
33  13 74200
02  13 34  5
16  21 52  7
11  33 14  3
05  35 77 22
05  36 52 24
05  27 53  1
24  05 71 89
08  04 32  3
11  08 32  2
13  13 13
28  15 75  5
34  25 75 40
13  29 14  5
34  29 74 42
02  05 51 10
09  19 23  2
33  13 94 18
34  19 82234
17  06 14  2
26  35 74 11
33  12 75  7
15  05 11  4
09  10 32  1
26  35 79  4
20  28 42  4
32  02101  9
15  11 57  7
07  27 21  8
11  23 24
11  34 33  7
09  02 11  5
18  03 43  1
34  29 81 12
15  03 24  1
22  33 34  1
05  33 55  7
10  02 23
30  23 71 52
13  19 41  3
14  19 63
15  21 71 12
33  01 44  1
34  29 74 19
30  24 87  4
30  26 74 11
08  16 22  4
14  03 33  2
09  33 11  1
12  18 32 10
10  10 33  2
14  12 51
11  29 41  1
17  08 22  3
07  19 12  2
33  12 72 23
09  28 43
03  24 34
30  23 44  2
06  18 71  9
30  26 11 11
35  04 82 64
08  36 33  2
22  32 33  3
05  35 73  9
05  26 70 28
33  12 77272
04  13 33  2
08  28 11  6
04  33 43  1
05  34 56 19
30  24 83  3
31  21 42 43
01  20 44  4
12  04 44  5
33  13 88  4
18  34 43  1
07  19 14
05  36 71  2
18  17 42  3
30  24 85114
08  24 32  1
33  13 83 78
08  03 33  4
01  29 14  1
15  28 42  3
03  03 75  1
03  15 21  3
05  27 51  5
34  19 84 21
08  25 44  1
10  03 13  2
35  04 73126
32  02 84 60
17  31 41  5
34  29 43  6
26  35 71175
19  35 12
05  36 73  8
18  07 41  4
11  06 43
22  27 23
05  33 51  4
13  21 43  5
03  08 73 28
08  18 33  2
03  12 34  1
05  09 42  1
13  03 31
09  23 24  3
35  04 70212
13  21 71  3
05  25 71 13
05  26 22  9
05  03 42
19  17 12  5
03  13 31 41
33  13 91  5
12  25 43  2
18  14 43  2
02  07 51  5
16  31 44  1
15  21 43
03  02 11  1
05  35 74 56
02  10 22  4
10  22 24  7
15  09 23 24
24  05 74 12
33  13 95  1
10  02 43
15  36 12  4
18  27 42  3
17  16 21  1
17  31 43
15  10 61
30  24 76 61
05  09 23  2
05  02 44  2
03  26 24  1
17  36 42  6
09  08 41  2
15  08 71  1
33  13 93 13
35  04 70198
02  12 14  3
13  36 34  3
16  05 54 15
08  17 72  7
32  01 31  7
09  14 52  4
06  19 32 10
33  13 94 36
09  25 53  9
18  13 13  6
03  14 14  1
18  29 71 26
12  14 32
15  08 32  5
11  34 44  2
26  35 79  1
28  15 42 22
10  19 33  4
34  30 12 65
17  30 22  1
13  36 41  3
26  35 76202
05  28 71  9
30  25 73 22
11  23 33  2
02  15 11  2
18  04 42  3
18  29 71 34
03  04 56  9
35  04 73 83
12  18 22
09  18 11  1
30  26 78  4
01  30 23  3
35  04 73 48
30  23 81 30
11  25 71  1
34  34 70 53
08  21 31  4
06 132 24  4
03  01 74  4
22  16 23
34  29 42  5
07  25 22  3
25  26 71  7
30  26 72 30
03  09 33  2
22  21 33
33  12 77182
21  05 53  4
18  25 22  1
33  13 75 40
35  04 70233
33  01 73 23
22  29 13  2
05  23 71 57
05  22 71 16
34  29 79 32
06  31 74  1
34  30 12 70
32  02 88 24
31  21 76  4
34  25 11  7
34  32 71 18
15  09 24  8
15  22 21  5
18  12 33  1
20  07 24  3
08  33 14  7
05  15 72  6
02  23 21  4
20  35 41  1
02  06 64  8
06  31 13  6
35  04 80  2
11  25 71 17
15  23 12  2
13  32 33
03  13 73 17
05  26 13  2
04  07 53 10
15  04 13  1
30  24 80 60
05  36 44  3
30  23 13  9
34  30 80  5
05  27 76  2
30  26 78 59
19  25 42
34  32 21 19
18  18 44  2
31  22 71 28
12  24 24  4
34  19 71 48
03  24 11 28
32  02 84 31
25  25 77212
33  13 73 15
16  01 24  7
34  32 70  1
33  12 74  5
35  04 81 29
04  12 14  4
26  35 71275
30  23 14  1
08  11 23  2
13  26 43  9
11  35 32  4
34  28 11  7
06 134 31  2
24  07 12  7
01  04 22  6
02  25 22  4
09  24 52 14
03  35 72  2
01  06 22  4
33  13 89 23
15  23 14  4
20  17 32  6
33  12 14  8
17  17 21
04  13 12  3
21  16 43 10
21  20 31  6
16  01 24  2
22  06 32
26  35 71330
15  23 71 57
07  23 44  6
02  06 44  4
34  19 74  4
19  25 44  2
05  11 33  3
08  17 42  2
34  19 31  4
05  15 72 14
07  22 22  1
05  36 43  3
17  10 14  2
15  10 71 22
10  05 14  4
13  23 13  5
22  26 12  5
33  12 77410
03  04 76 10
26  35 84 21
15  27 22  2
03  16 12
14  08 14  6
11  26 24 17
26  35 71213
31  16 75  8
03  15 43  7
12  07 13 14
05  35 75  9
02  26 21 23
07  23 71  1
34  30 70 41
07  05 42  3
15  04 42  6
21  08 32  4
32  02 84 33
21  09 42  2
05  34 78 21
25  25 73102
26  01 71 17
34  19 80 45
34  19 81140
33  12 77309
04  03 14  1
16  16 33
15  14 11  2
18  23 11  4
34  30 70  5
10  34 34  3
15  09 71  1
12  30 22  7
04 113 11  5
26  35 71223
10  13 13  4
21  15 14  2
06  31 73 66
15  31 71  1
17  09 33  4
03  02 71 26
24  05 71  9
15  09 24  5
02  23 43 31
20  03 44  6
34  19 41 11
32  02 85  6
22  01 12
13  09 42  2
33  13 88 11
11  03 11
10  34 14  8
11  32 42  3
20  17 21  4
05  35 72 27
18  17 44  1
17  20 95
08  33 14  2
01  17 14
33  12 71187
04  14 42
04  11 31  1
05  36 73 31
34  25 73 45
13  14 22  5
14  20 33  2
10  29 13
09  25 71 19
11  34 32  8
15  23 71 50
30  23 71105
14  17 24  6
07  26 33  3
33  12 77 23
04  29 33
15  25 23  6
15  31 73  4
07  26 32  2
03  17 34  8
18  26 41  1
25  25 71298
03  35 72  9
17  28 31  4
30  23 81 24
35  04 70161
15  16 42
12  07 72  1
17  30 33
30  23 71148
33  12 72  7
02  24 71 20
09  32 11  1
30  24 90  8
05  29 42
09  23 21
35  04 70303
13  35 34  3
34  29 75 64
13  11 22  1
17  28 44  2
25  25 71273
20  32 32  2
11  34 33 11
06 131 44  1
08  34 41  1
33  13 42  9
03  24 12  5
16  13 33 10
30  23 91 43
25  26 44  8
11  32 41 17
30  24 80 81
33  12 71 65
07  14 22  6
06  20 41  7
34  32 70  7
03  12 71 35
13  15 71 37
10  11 12  2
14  10 22 16
12  07 12 14
05  24 71  3
01  18 44  4
03  05 11 25
17  07 71 16
01  25 32  2
21  07 42  3
33  12 24  3
19  10 44
20  25 42  4
34  34 32  2
02  33 24  1
01  07 11  2
08  15 11
09  24 41  2
20  32 14  5
15  11 58 14
25  25 76  5
33  13 90  6
22  08 21
11  09 22  7
34  19 73 13
06 126 51  6
09  26 72 14
34  30 70  3
17  13 44  5
33  13 33  6
13  23 22  6
09  22 34  6
05  35 74 71
14  26 31  2
11  29 32  4
19  23 43
03  04 80 12
06  30 24  4
23  26 22 10
34  30 72 85
03  05 71  5
13  34 44  6
33  12 75 40
14  07 14  2
05  18 34  7
22  26 32  5
05  25 72  2
14  31 51  2
15  06 14  3
11  12 41  1
15  15 42  6
19  26 33  2
05  27 71  4
30  24 76 36
23  23 71  2
03  12 72 28
04  19 11  2
15  35 41  6
34  29 21  5
20  24 12  4
25  36 71 20
33  13 11  6
26  35 76212
32  02 87  5
34  30 70 64
34  25 75 21
26  35 75 29
15  03 23  7
24  05 71 13
15  09 23  9
12  27 23
03  04 59 15
09  36 14 11
11  14 11  4
35  04 80 20
26  35 71609
15  23 33  2
34  19 84 34
30  23 82 36
02  01 14 11
14  34 24
35  04 77  9
15  32 73  2
33  12 76151
08  29 43  1
05  24 73 16
05  35 54  6
34  30 33  8
30  23 90 91
26  35 71577
33  12 55 22
35  04 73 85
02  16 23  5
25  25 81  9
18  11 34  3
31  21 73  2
09  18 14  1
12  35 41  1
20  21 71 27
06 128 32
05  27 54  1
06  31 73 27
24  05 73  9
12  36 43
20  21 24  2
01  09 44  3
03  04 57 46
33  13 11  4
11  17 43
33  13 75 70
01  31 12
13  03 41  8
02  23 34  7
20  28 71  5
03  01 74  1
11  16 31  2
11  27 32  4
25  25 77 95
27  22 71117
30  24 76  8
17  07 42  1
06 130 32
19  11 14  1
33  12 77263
30  26 79 21
14  11 34  2
15  06 13  8
18  09 12  4
11  22 21  2
17  21 24  2
32  02 74  4
10  35 11  1
10  28 33  1
19  30 12  1
05  35 72 41
08  22 42
11  12 31  4
10  10 12
35  04 79  9
35  05 71 23
16  14 33  2
09  26 71 22
11  18 22  3
22  34 34
05  33 73  5
03  24 12 10
05  31 42  5
16  05 55 21
30  24 77 23
05  36 51  5
18  31 42  5
04  33 41  2
21  12 60  2
20  04 34  4
34  30 70110
05  33 74 11
10  33 32
14  29 13  1
33  13 75  8
08  09 13  2
16  06 44  3
06  18 34  9
10  05 43  2
15  31 72 36
18  01 24
22  04 41
17  03 42  3
30  23 81 28
11  28 33  7
05  36 51  8
22  05 23  4
03  28 22  1
34  25 73 24
20  25 42 15
11  08 12  2
19  07 41  6
15  10 44
23  26 72 19
05  27 72 13
21  21 21  5
11  04 33  2
35  04 71 32
05  24 73  7
11  28 33 14
21  02 12  2
33  13 82113
18  29 71  1
06 127 24  5
13  26 43 10
03  02 43  2
02  10 31  3
16  20 52  5
15  06 22 10
13  11 31  2
25  25 74  6
09  22 41
13  20 43 10
16  20 72  5
19  13 14  1
30  24 80110
30  35 12  1
26  35 73  1
04  25 22
05  14 22  1
11  25 42
03  10 22 10
03  07 42  2
05  27 22
05  08 31  6
09  17 24  3
21  20 22  2
33  13 74 24
12  30 31  4
30  23 72  2
17  23 21  2
09  24 53  6
22  31 33  1
02  28 11  2
34  24 74 14
28  15 41  8
34  29 23 71
06 136 22  2
11  36 24  1
34  30 75  2
05  22 71  9
01  15 43
03  05 53  8
34  30 78  8
19  07 14  6
05  01 23  5
17  26 24  1
25  36 52 40
02  10 42  1
30  23 91 37
13  21 43 35
16  34 43  5
34  29 43 14
33  13 88 36
35  04 70253
15  06 44  1
18  20 14  1
30  23 75  2
09  30 41
33  01 43  4
11  33 43  7
18  14 44  2
05  09 22  2
26  01 12 16
21  08 22  1
01  21 21
09  26 71 11
10  26 32  3
18  20 12  2
12  07 72  2
05  20 11  8
34  26 70 53
08  21 32  5
10  19 11  7
05  08 22
13  04 11
25  26 53 11
34  30 75 13
02  08 33
20  01 43  1
16  06 42  1
12  07 75 21
09  11 71  9
31  22 71 10
02  11 23  2
34  19 83 11
34  28 11 17
20  21 13  7
16  22 12
20  35 14  1
12  13 31  3
05  33 77 37
30  26 78  1
03  06 34
33  13 89 17
34  29 22 60
15  24 14  9
34  25 41  7
01  24 23  5
20  36 21  2
32  02 11  7
01  21 11
03  10 44  2
10  06 44  2
21  09 31  3
33  12 77176
08  25 11  2
09  02 24  1
25  36 71  1
03  16 22  4
14  10 32
35  04 14  3
25  36 71 10
33  12 76125
08  25 33
17  11 11  8
15  04 43  8
10  10 43  2
03  04 79 36
34  19 74  3
18  11 43  2
33  13 78 11
05  31 44  3
15  09 32  3
26  01 22  5
04  04 22
12  07 74 10
19  34 71 50
20  16 13
05  15 11  3
34  30 78  4
30  24 74 40
20  12 24
34  29 13 13
31  21 14 20
34  19 79 11
33  12 53  1
16  11 21  2
30  26 74 14
11  15 24
