172800 149.8-11-3
172289 91.3-1-13
172289 107.-1-2.12
172600 113.-1-79
172000 100.8-1-15
172600 159.-1-87
172201 137.16-8-24.2
170500 134.14-21-10
173600 179.-4-2
173289 46.2-1-7.5
170500 134.11-13-33
170500 134.17-3-56
170800 162.12-12-3
170500 149.10-17-2
172400 68.-1-49
172400 68.-1-5
170800 162.19-4-13
172400 83.6-6-6
170500 134.20-11-11
172600 143.-1-12
170500 134.19-23-6
173600 167.-1-62.112
172289 152.-9-8.2
172000 41.-1-23
170500 149.5-20-12
173089 119.-10-35.111
173289 46.2-1-23
173489 95.-4-5
173001 104.13-8-13
172800 162.-6-1
173489 95.-1-36.111
172400 115.-1-37
172201 137.15-4-5
170500 149.7-28-1
170500 149.5-5-10
172400 12.19-3-6
170500 149.6-24-8
172600 112.-1-30.2
172400 83.15-3-8
170500 134.15-27-10
170800 163.13-1-9.121
172800 175.-2-44
170500 149.5-22-14
173089 136.-3-34.1
172800 148.-2-64
170800 162.16-2-7
173201 32.5-12-24
172800 175.-1-63.2
172800 175.-2-36
170500 134.15-5-17
172800 163.18-2-10
173089 73.20-4-2
170800 162.12-5-16
172201 137.20-3-3
172289 121.8-1-27
173489 128.-2-17
172400 24.7-1-44.5
173089 88.12-1-6
172289 106.7-2-23.5
173600 177.-1-21
172800 131.-1-3
173600 180.-1-22
170500 149.7-8-11
170500 134.16-8-6
172289 121.8-1-35
172800 132.-1-37.2
172800 147.-1-34.121
172800 119.-1-27.113
170500 149.10-11-22
173289 17.2-1-2
173089 119.-10-62
172600 171.9-3-10
172800 118.4-5-8
172600 159.-1-4
170500 134.10-2-21
170500 149.13-1-16
170500 149.7-25-13
170800 162.19-16-1
172400 83.-2-8
172600 144.-1-23.2
170500 149.5-10-12
173089 103.-5-43.111
172800 119.-1-27.111
170500 149.10-15-30
173089 137.-4-4
170500 134.10-9-13
173089 74.1-1-5
172400 82.12-2-4
173489 110.-1-6.111
172000 70.-1-20.5
170500 134.18-2-14
173089 121.13-1-71
173800 80.-1-29
170500 149.7-25-1
170800 162.15-3-4.5
170800 174.11-6-12
172800 149.-1-3.22
170800 174.7-14-2
173800 65.-1-23
173289 18.-6-1
170800 162.20-15-5
170800 174.7-15-31.2
172800 118.-2-78
172800 172.-6-10
172201 137.20-6-5
173089 137.-4-36
170800 162.20-1-8
170500 149.6-15-29
173089 136.-3-24.111
173600 165.-1-35.12
173089 88.-4-38
170800 162.16-1-16
173201 32.6-3-27
172000 55.-1-90
172000 16.-1-16
172600 171.-1-27
172289 139.-1-17
173800 22.-1-3
173089 88.-4-11.2
172289 153.-3-18.1
172289 106.17-1-2
170800 175.5-8-17
172289 122.3-1-4
173289 31.-1-4.2
173001 104.13-3-15
172800 119.-2-18
173600 166.-1-47
173289 31.4-5-3
170500 134.15-9-29
172800 149.8-15-22
172400 83.15-4-9
170500 149.5-5-7
173600 166.-8-4.11
173089 104.8-1-26
173089 136.-6-8
173800 35.-1-12
172400 82.-1-12.1
170500 134.10-5-47
172800 119.-1-17
172400 83.11-7-3
172800 175.-5-2
172800 135.-2-7
173489 156.-1-6
170500 134.17-11-19
173800 48.-1-5
173289 31.4-4-13
173289 17.4-3-4
172400 83.9-1-3
170800 174.7-11-2
170500 134.15-18-1
170800 162.19-2-6.2
172800 134.9-4-7
170500 134.18-23-13
172289 167.-2-44
172000 102.-1-1
172289 139.-1-63.2
172800 133.-1-17.11
173089 119.-4-35.12
170500 149.7-21-11
173089 88.-4-13
172800 150.-2-18
170500 134.15-27-1
170800 162.12-1-20
172800 118.-2-16
173089 88.-1-22
172400 83.6-10-3
173089 88.-2-2.5
172289 76.17-4-2
173089 136.-3-15
173089 88.-2-7.11
170500 149.7-26-12
172600 145.-1-26
173600 178.-1-30
173800 64.-1-11.5
173800 65.-1-15.5
172800 150.-10-6
173489 128.-2-38
170500 149.7-3-15
170500 134.19-25-17
172000 69.-1-14.1
172800 149.8-25-16
170500 134.15-23-5
170500 149.9-4-28
172800 135.-1-75
173289 76.3-3-23
172800 162.-1-29.2
172400 67.8-2-10
172400 83.18-2-6
170500 149.7-13-16
172800 160.-3-5.2
172400 53.17-1-11
172800 149.8-16-5
172400 83.6-2-17
173289 17.-1-7.1
170500 134.18-22-1
173001 104.9-3-10.5
173289 31.2-2-24
173289 46.1-2-11.112
172600 129.-1-38.1
173089 136.-13-2
173289 46.1-3-3
173089 137.1-2-8
173489 141.-1-25.2
173089 136.-1-20
173489 125.-1-31.12
172000 100.-1-1
173089 119.-10-55
170500 134.17-4-32
172400 83.10-6-6
170500 149.7-8-7
170800 162.19-9-3
170500 149.5-7-5
172400 83.10-4-43
