272289 110.-2-3
272889 53.-1-7.12
270100 56.6-1-61
272889 98.-2-11
270100 56.31-1-72
272089 73.2-1-7.2
272889 101.-1-12.1
272600 103.-1-41.212
273089 45.-2-29.19
272289 121.-1-12
273001 45.16-1-8
272600 55.-3-6
272089 40.9-1-21
272089 57.-3-13
272089 56.14-1-33
272089 24.-1-63.4
272400 115.-2-5
273289 50.-2-16.1
273089 45.-2-29.17
270100 56.5-1-6
270100 39.73-2-51
270100 56.30-1-16
273889 4.-1-24
273801 9.45-2-46
272203 79.6-1-26
270100 39.82-3-20
272600 103.-1-39.10
272289 95.-1-28.17
270100 39.12-4-1
270100 39.14-4-27
270100 55.27-1-17
270100 40.9-2-25
272203 63.70-1-7
273489 48.-1-12.2
272801 35.20-2-52
272203 63.18-3-18
273089 59.-1-15
270100 39.65-1-14
273489 16.-3-1
272889 84.-4-10
272889 83.-3-10
272089 40.6-2-42
273489 48.-1-1.2
272600 71.-1-35
270100 55.8-1-25
270100 40.13-6-6
273089 8.3-1-9
273289 37.18-1-25
272089 25.13-1-14
272600 85.-2-3.1
272289 79.-1-28
272600 72.-1-31.12
273089 13.-1-1
272089 24.-7-5
270100 40.17-3-64
270100 55.10-2-66
272600 73.-1-31.23
270100 39.15-6-28
272003 25.15-2-4
273001 45.20-1-6
273289 37.15-2-48
272203 63.17-4-2
273289 35.9-2-10
272600 70.-1-13.2
273089 7.-2-19.1
270100 56.10-3-2
270100 40.5-2-13
270100 39.12-3-61
273289 37.11-1-16
272600 56.-3-7
270100 55.8-1-10
270100 56.53-2-37
272600 129.-2-9
270100 39.11-8-25
272889 99.-3-27
273801 8.8-1-12
272289 79.-1-5
272889 51.-1-21
272889 68.-2-1
273600 123.-4-5
272600 103.-1-12.1
272600 117.-2-25
272600 73.-1-37
270100 40.18-2-2
272600 54.-1-50.2
270100 39.11-4-10
270100 39.20-1-1
273001 46.53-1-15
273489 46.-4-4
273600 113.-5-1.2
270100 56.21-2-20
272089 24.-6-11
273489 31.-1-53
272203 63.70-1-2
272400 114.-1-5
273489 11.-1-30
270100 55.41-2-19
272089 56.14-1-5
272600 88.-1-61
273289 37.-6-11
273289 50.-2-29
273289 65.-2-19
270100 39.75-2-64
272889 51.-1-38
272003 25.8-1-8
272089 57.-4-8
270100 40.17-2-62
272203 63.17-2-37
273600 140.-4-2
272801 35.16-3-18
273403 63.9-2-32
270100 55.10-1-45
272089 24.-8-20
272801 35.16-2-12
270100 39.14-5-8
272889 51.-1-49.1
270100 40.14-2-1
272289 62.-4-3
272203 63.18-1-25
272003 25.14-1-17
273289 18.-1-4
270100 39.14-2-16
270100 56.5-3-69
273801 8.52-3-4
273600 133.-1-42.2
273801 8.12-1-19
272801 35.20-1-36
273089 14.-1-12.2
272600 70.-1-29.2
273089 75.-1-21.1
272289 94.-1-8.11
272600 53.8-1-4
272089 25.18-1-8
272203 63.63-1-40
273600 80.-3-4
270100 39.16-5-7
272203 63.17-3-4
270100 39.15-1-50
273889 14.-2-5
273489 16.-1-18
273889 9.-5-4.10
270100 39.20-2-24
270100 40.5-2-38
273401 46.6-1-3.23
272089 40.18-1-15
272889 84.-1-14.1
273001 46.45-2-15
270100 39.83-4-10
272003 25.14-1-21
270100 39.84-3-7
270100 56.37-3-19
272600 71.-1-83.2
270100 39.11-9-2
270100 40.14-4-65
273289 37.18-2-7
273801 8.44-1-29
273289 37.18-2-14.12
272289 110.-2-2
270100 56.5-1-48
270100 56.6-1-30
273089 8.-3-21
270100 39.84-2-42
270100 55.10-2-14
272203 79.6-1-10
270100 39.65-1-1
272889 82.-3-20
272089 25.14-4-201
272203 63.17-1-4
272089 56.-4-6
273089 45.-2-17
272089 24.-6-1.1
273001 46.13-3-42
270100 40.18-2-5
272003 25.10-1-21
273289 20.-3-11
270100 56.5-3-34
272089 24.12-1-43
273089 29.-1-19.1
272089 73.-2-18.1
270100 55.35-1-48
272400 143.-1-2.1
273001 45.12-1-22
273489 48.-1-10
270100 40.9-3-30
270100 40.9-4-68
270100 39.14-4-14
272600 39.-3-47
273600 134.-1-6
273801 9.9-1-18
270100 56.9-1-61
270100 40.77-2-1
270100 56.5-3-37
272600 103.4-1-3
272089 37.12-2-8
270100 40.5-3-29
273489 48.-2-27.12
270100 55.10-2-39.2
273489 31.-1-37.3
270100 39.14-1-35
272889 36.-3-18
273089 12.-1-4
273600 132.-3-21.12
272801 35.16-3-40
273889 3.-1-23
272289 122.-1-25.3
270100 56.10-4-23
272089 56.-1-31
272289 95.-2-1
273403 63.10-1-14
273403 62.12-1-4.112
273403 63.10-3-15
272289 110.-1-1
273001 46.45-2-1
272089 24.-5-27.2
273089 28.-2-6
270100 56.6-1-56
272400 128.-2-22
273489 15.-2-8.1
272001 38.8-2-44
272600 118.-1-22.111
270100 39.15-6-45
272600 87.-1-10
272400 128.-2-9
272801 36.13-2-2
270100 56.31-1-54
273289 37.15-1-55.12
272001 38.12-2-30
272400 142.-1-1
270100 56.31-1-12
273801 9.45-1-29
270100 40.18-2-15
273289 49.-2-5
273600 50.-1-16
272400 100.-4-20
273089 27.-1-17.3
272289 95.-1-28.14
270100 40.14-5-22
270100 56.45-2-13
272089 41.-1-22
273889 8.7-1-7
273600 66.-4-6
273001 45.12-1-12
270100 39.14-3-28
272600 86.-2-5.12
273289 37.18-1-6
272600 88.-1-56
270100 40.5-3-21
272889 68.-1-10
272400 136.-1-43.21
273600 111.-1-33.1
270100 39.12-4-53
270100 40.17-4-25.2
272889 68.-1-19
272600 117.9-2-8
273801 8.51-1-30
270100 39.15-6-35
272889 99.-3-18
273089 43.-1-16.2
270100 39.14-3-7
273801 8.8-1-45
270100 39.65-1-4
272003 25.15-2-20
273089 59.-1-8
270100 39.14-2-20
270100 56.9-2-8
273289 21.-2-16.2
272400 138.-1-17
270100 56.37-3-8
270100 39.12-4-16
273089 91.-1-10.1
273289 49.-2-2.2
270100 56.9-2-59
270100 39.11-10-10
273889 8.10-1-27
270100 55.15-2-3.2
273289 18.-2-4
272801 35.20-1-51
270100 40.10-4-20.2
270100 56.14-2-4.22
273089 59.-1-11
270100 40.13-4-5
272600 38.-1-25
273889 5.17-1-6
273289 34.16-1-19
270100 55.41-2-46
270100 55.27-3-15
272400 100.-2-2
273489 49.-1-14.26
273801 8.51-3-10
272003 25.50-1-3
273001 46.14-1-36.22
270100 55.27-1-53
273001 46.46-2-14
272289 78.-3-1.1
273600 123.-5-6
270100 39.64-1-6
273600 66.9-1-52
273600 81.-1-22
273801 9.45-1-11
273001 46.54-1-27
270100 56.37-2-42
272089 56.14-1-25
270100 40.5-2-16
270100 56.37-2-12
273489 30.-2-31.22
273489 63.-1-31
272089 41.-1-8.1
270100 55.35-1-41
270100 56.31-1-63
273089 92.-1-46.1
273289 37.-4-7
272003 25.19-1-40
273089 7.-2-22
273289 21.-2-20.2
272889 83.-2-2
272600 70.-1-19
270100 40.9-5-36
270100 39.72-1-18
272600 87.-1-2.12
272600 38.-1-8.1
272889 53.3-1-21
272089 24.-8-52
272600 54.-1-55.11
272089 41.-1-17.11
273801 8.52-2-29
270100 39.83-3-29
273403 63.5-1-24
273201 35.12-4-42
273489 62.-3-4
273600 140.-4-9
270100 39.16-1-8
270100 56.37-1-24
270100 40.10-2-19
272289 95.-1-35.111
272889 53.-1-2
272289 96.-1-10.11
272203 63.18-2-9
270100 39.9-3-9
272089 22.-3-1
270100 56.5-2-15
272089 24.12-3-7
272600 86.-1-8
270100 39.16-5-28
273289 37.14-1-4
270100 56.6-3-18
272089 24.-2-57
273001 45.16-1-15
273889 1.-1-15
270100 55.44-2-17
272001 38.12-2-14
270100 39.73-1-42
270100 39.64-3-1
270100 39.83-1-9
273001 45.16-2-28
272289 93.-1-20
270100 39.11-1-2
272600 87.1-1-7
272600 55.-3-24
272289 78.-1-20
272889 85.-1-16
273889 3.-2-3
270100 39.82-2-24
273289 21.-6-3
270100 55.27-1-39
272089 26.-2-17
272400 135.-1-4.14
270100 40.9-4-12
272600 55.-3-98
273001 46.13-3-1
