11140_001033001000
11140_043054000000
11140_039002000000
11140_017006001000
11140_024076000000
11140_003035000000
11140_026045000000
11140_052053000000
11140_004038000000
11140_033036000000
11140_031046000000
11140_012029000000
11140_040011001000
11140_046072000000
11140_051082000000
11140_041029000000
11140_026045001000
11140_004021000000
11140_033004000000
11140_028024000000
11140_031047000000
11140_004006000000
11140_027022000000
11140_041050000000
11140_035009000000
11140_031068000000
11140_024139000000
11140_004076000000
11140_046065001000
11140_006013000000
11140_036038000000
11140_041012000000
11140_017028000000
11140_021046000000
11140_030002000000
11140_001023000000
11140_052075000000
11140_047021000000
11140_021001000000
11140_028019000000
11140_045004000000
11140_005019000000
11140_045025000000
11140_004150000000
11140_043018000000
11140_021034000000
11140_004103000000
11140_024118000000
11140_024135000000
11140_039016001000
11140_006014000000
11140_035002000000
11140_002008001000
11140_008031000000
11140_035028000000
11140_011008000000
11140_036123000000
11140_040052000000
11140_021045000000
11140_008007000000
11140_004061000000
11140_012001000000
11140_045002000000
11140_036019000000
11140_019012000000
11140_004105000000
11140_043014000000
11140_004111000000
11140_004151000000
11140_009106000000
11140_034009000000
11140_012014000000
11140_051022000000
11140_020016000000
11140_009019000000
11140_023022000000
11140_015022000000
11140_016023000000
11140_016049000000
11140_031044000000
11140_040003011000
11140_018031000000
11140_036036000000
11140_024132000000
11140_016011000000
11140_024101001000
11140_048003002000
11140_051084000000
11140_011006000000
11140_002004000000
11140_034015000000
11140_045006002000
11140_051087000000
11140_003018000000
11140_044014000000
11140_028015000000
11140_052063000000
11140_036138000000
11140_045036000000
11140_015005000000
11140_006003000000
11140_028022001000
11140_020006001000
11140_041005000000
11140_033019001000
11140_003020000000
11140_034029000000
11140_050007000000
11140_015045000000
11140_008026001000
11140_024131000000
11140_003031000000
11140_005020004000
11140_014007000000
11140_024101000000
11140_026017000000
11140_027003000000
11140_026030000000
11140_021059000000
11140_051061000000
11140_021067000000
11140_036153000000
11140_021023000000
11140_037016000000
11140_040021001001
11140_003012000000
11140_024085000000
11140_040004001000
11140_009025000000
11140_024138000000
11140_040009000000
11140_026014000000
11140_034027000000
11140_024034000000
11140_025009000000
11140_026010000000
11140_052004000000
11140_040021000000
11140_040011000000
11140_006034002000
11140_036131000000
11140_029032001000
11140_028070000000
11140_006008000000
11140_031035000000
11140_024037000000
11140_036167000000
11140_008022000000
11140_004060000000
11140_004064000000
11140_016040000000
11140_031042000000
11140_051092000000
11140_005014000000
11140_026019001000
11140_016009000000
11140_050057000000
11140_051094000000
11140_004019000000
11140_050003000000
11140_028073000000
11140_034037000000
11140_050022000000
11140_040024000000
11140_004140000000
11140_030012000000
11140_036065000000
11140_024104000000
11140_051005000000
11140_024092000000
11140_031053000000
11140_033027000000
11140_040013000000
11140_032001001000
11140_006016000000
11140_016005000000
11140_036007000000
11140_036079000000
11140_023035000000
11140_015006001001
11140_028038001000
11140_046089000000
11140_011005001000
11140_026023000000
11140_031055000000
11140_019017000000
11140_013013000000
11140_031030000000
11140_040004002000
11140_016021000000
11140_041015000000
11140_039027000000
11140_009014000000
11140_004122000000
11140_002006000000
11140_052027000000
11140_004017000000
11140_033003002000
11140_043012000000
11140_047014000000
11140_035017000000
11140_008015000000
11140_015025000000
11140_031037000000
11140_009013000000
11140_024048000000
11140_021012000000
11140_004027000000
11140_049005000000
11140_046098000000
11140_006001001000
11140_040003003000
11140_015010000000
11140_008013000000
11140_033019000000
11140_010008003000
11140_012031000000
11140_047012001000
11140_017025000000
11140_026003010000
11140_030011000000
11140_028042000000
11140_022004000000
11140_016037000000
11140_050049000000
11140_027026000000
11140_036104000000
11140_027013000000
11140_011022000000
11140_046080000000
11140_030055000000
11140_049020002001
11140_018055000000
11140_024119001000
11140_028041000000
11140_026044000000
11140_028074000000
11140_051024000000
11140_036069000000
11140_039011000000
11140_023003000000
11140_015043000000
11140_035008000000
11140_052050000000
11140_024100000000
11140_046062000000
11140_009050000000
11140_026003002000
11140_030027000000
11140_035006000000
11140_016024000000
11140_034003000000
11140_005022002000
11140_036125000000
11140_037008000000
11140_036158000000
11140_007009001000
11140_045009000000
11140_026013000000
11140_018054000000
11140_043027000000
11140_013019001000
11140_052053003000
11140_004036000000
11140_018047000000
11140_021003000000
11140_031019000000
11140_046073000000
11140_017008000000
11140_024105000000
11140_010015000000
11140_024125000000
11140_034022000000
11140_018006000000
11140_018022000000
11140_016001000000
11140_051016000000
11140_018032000000
11140_018013000000
11140_014005000000
11140_030014000000
11140_046001000000
11140_004149000000
11140_021009000000
11140_015012000000
11140_018023000000
11140_003022000000
11140_052054000000
11140_008016000000
11140_025007000000
11140_050053000000
11140_004090000000
11140_051017000000
11140_001006000000
