31230_G28-11B
31230_R12-82
31230_J18-3
31230_I18-17
31230_J38-8
31230_I29-37
31230_R15A-103
31230_J15-24
31230_F28-23A
31230_R16-9F
31230_R12K-12
31230_R7-42A
31230_I29-9
31230_R16A-69
31230_K35-37
31230_R5-84E
31230_R18-32B
31230_R18-11A
31230_I35-1
31230_R1-5B
31230_L26-54A
31230_R22-51-3
31230_K36-55A
31230_L19-4
31230_R15-113
31230_L15-26
31230_R15-67C
31230_I34-9
31230_I28-101
31230_R13D-103
31230_R5-24
31230_K29-40A
31230_R19A-160
31230_M29-35
31230_R6-41C
31230_R17-17A-1
31230_R19-26C
31230_I26-31
31230_R7-18
31230_R21-46A
31230_R4-10
31230_K37A-17
31230_J32-85
31230_R14B-8
31230_J34-126
31230_R21-2
31230_R12-32
31230_K27-46
31230_R9-33D
31230_L29-20
31230_R19A-71
31230_M33-117
31230_H28-24A
31230_K17-21
31230_K37A-15
31230_L16-48
31230_I15-12
31230_L25-26
31230_L14-4A
31230_K27-44
31230_R12-71B
31230_K30-34
31230_R2-70
31230_I28-41
31230_J34-10
31230_R19A-102
31230_I27-46A
31230_M16-14A
31230_R14C-1
31230_R24-50
31230_M11-5
31230_L29-23
31230_K18-15
31230_J17-19
31230_H30-19
31230_L27-65
31230_R15A-155
31230_J34-110
31230_R14C-1A
31230_J32-47
31230_R19B-33-7
31230_G28-20
31230_R19-301
31230_R5-1
31230_R21-63
31230_I25-22
31230_K16-31A
31230_L33-22
31230_R9A-3
31230_R12A-9
31230_J16-21
31230_I25-30
31230_J13-11
31230_R1-13B
31230_K35-42
31230_R19-303
31230_R2-72
31230_R9-41D
31230_J34-18
31230_J32-64
31230_R15-32
31230_R6-42
31230_R15-80
31230_L16-33
31230_R19-49-3
31230_R21-10
31230_R12C-10
31230_R22-30
31230_J23-11
31230_R11-45A
31230_M17-10
31230_R14-13
31230_L22-7
31230_I25-27
31230_R11A-52
31230_R24B-17
31230_M29-49
31230_K28-50
31230_R12C-4
31230_H29-11
31230_I29-8
31230_J35-17
31230_R15-67B
31230_K30-31
31230_R18A-312
31230_H30-16
31230_R25-1J
31230_M28-14A
31230_K14-27
31230_K20-4
31230_R15-24D
31230_R15A-130
31230_R13-9A
31230_L35-4
31230_R20-2
31230_R15-28
31230_R12-48
31230_R22-52D
31230_R21A-58
31230_R2-87
31230_R11-74
31230_R22-55
31230_K33-13A
31230_R19A-19
31230_R15-67H
31230_R25A-43
31230_J30-11
31230_R11C-4
31230_K36-51
31230_K34-38A
31230_R25B-4
31230_I35-12
31230_J31-6
31230_G28-3
31230_R11-73
31230_R11B-87
31230_I15-1
31230_R19B-33-4
31230_I28-124
31230_R19-401
31230_R19-14B
31230_J29-17B
31230_R5-17E
31230_I25-5
31230_H28-18A
31230_R18-49A
31230_J31-1
31230_I27-31
31230_R18A-74
31230_J25-26
31230_J13-22
31230_H31-17
31230_L14-4
31230_R16-2
31230_H29-56
31230_L31-8
31230_R12F-17
31230_I28-54
31230_K18-23
31230_M32-9A
31230_R12-52C
31230_R15-112
31230_R24B-9
31230_J38-4
31230_R12B-9
31230_R15A-118
31230_K35-33
31230_R2-41C
31230_R12B-34
31230_K17-14
31230_L25-7
31230_J35-23
31230_R12K-27
31230_K29-53
31230_K32-4
31230_L19-1
31230_R6-14A
31230_L20-21
31230_R16-53
31230_R12B-23
31230_R13F-2-1
31230_R19A-80
31230_R23A-5
31230_R25B-8
31230_L17-25
31230_K15-44
31230_K36-17
31230_H30-22C
31230_R24B-2
31230_R22-2A
31230_R12B-5
31230_J38A-14
31230_R4-9C
31230_I28-38
31230_I27-46
31230_R18-8B
31230_M16-23
31230_H18-2B
31230_J38-27B
31230_R15-8E
31230_K29-28
31230_L30-25
31230_R3-12E-5
31230_R15-17
31230_R13-13-7
31230_R9A-9
31230_J31-88
31230_R21A-16
31230_R12K-1
31230_R18-13C
31230_J23-10
31230_R19B-33-9
31230_R8-9A-10
31230_L26-19
31230_H29-57
31230_R25-1B-11
31230_L36-19
31230_R19-18B
31230_R19-14A
31230_R6-31B
31230_K35-21
31230_I27-19
31230_R12-53-2
31230_I29-66
31230_L14-13
31230_J27-36
31230_R8-61C
31230_I29-7
31230_R6-60-5
31230_R18-34
31230_R16B-8
31230_R7-42
31230_K16-36
31230_H31-20
31230_R5A-17
31230_L31-10
31230_R10-65
31230_J32-63
31230_R2-54C
31230_M31-10
31230_L31-21
31230_R11-23C
31230_R25A-32
31230_K34-5
31230_R12H-2
31230_I25-42
31230_R8-15
31230_I16-8
31230_R3-17
31230_J35-143
31230_R8-6
31230_R15-109
31230_R1-6A
31230_K34-47
31230_I28-15
31230_L13-2
31230_R16-5B
31230_R16-42
31230_R22-28
31230_L27-36
31230_J34-125
31230_K28-7
31230_K34-48
31230_R2-27A
31230_K36-38
31230_R12-67C
31230_R22D-18B-7
31230_R15A-105
31230_I28-60
31230_G28-22
31230_R23-18A
31230_R21A-65
31230_I27-22
31230_R18A-210
31230_L16-58A
31230_R18A-4-2
31230_I18-18
31230_I26-14
31230_M27-4
31230_R8-2C
31230_J38A-22
31230_R2-36A
31230_J14-33
31230_M29-18
31230_K19-9
31230_M31-14A-4
31230_R16B-24
31230_R12-104
31230_R12-75A
31230_R24-40A
31230_R21-7C
31230_R10-9E
31230_R2-46A
31230_H28-27
31230_J34-28B
31230_K33-20
31230_H29-30
31230_R9-20D
31230_R14D-2
31230_H29-41A
31230_R10-4A
31230_J35-170
31230_L36-38C
31230_J28-33
31230_I18-10
31230_H34-9
31230_R16-9B
31230_K17-31
31230_L36-7
31230_H31-3A
31230_R2-34D
31230_R8-72C
31230_K33-31
31230_R22-22A
31230_M33-23B
31230_K37A-27
31230_R12G-1
31230_R21A-79
31230_R23-8B
31230_R16-8
31230_R7-30B
31230_L20-27
31230_R19A-158
31230_R22-9-5
31230_R14-14
31230_R14D-12
31230_R15-50
31230_R8-5
31230_R3-108
31230_R2-79A
31230_L14-3A
31230_G31-8
31230_R19-204
31230_I28-76
31230_H18-9
31230_R22-9B
31230_R6-60-4
31230_I29-47
31230_J37-25
31230_R6-46C-5
31230_R16-37
31230_M30-31
31230_L14-5
31230_K19-4
31230_R22D-18B-12
31230_L14-29
31230_M29-3
31230_L26-13
31230_R11-52
31230_R12A-10
31230_J32-42
31230_R19A-132
31230_H31-102
31230_M30-20
31230_I25-53
31230_K27-21
31230_R8-35A
31230_R12F-4
31230_H27-26
31230_R23-1A
31230_R25-1B-4
31230_J16-51
31230_R13G-3
31230_I27-6
31230_I25-48
31230_K36-30
31230_R8-29
31230_K37A-13
31230_R6-42-4
31230_H18-7B
31230_J37-15
31230_K17-18
31230_R7-15D
31230_G29-15
31230_R11-69
31230_R12-52D
31230_J28-20
31230_R8-204
31230_K15-6
31230_H29-60
31230_J32-41
31230_R18B-2
31230_H27-3
31230_L28-6
31230_K34-66
31230_R9-61
31230_K14-36
31230_R19A-42
31230_R12-53-4
31230_R17-17A-2
31230_R2-402
31230_R2-83
31230_I29-25
31230_I29-70A
31230_H26-15
31230_R19A-73
31230_J17-37
31230_K14-19
31230_J15-5
31230_R9-20A
31230_R24-49
31230_K32-41
31230_K29-18
31230_M30-2
31230_R11A-50
31230_M33-9
31230_K29-11C
31230_M33-11
31230_R19-118
31230_R9-54C
31230_R11-3A
31230_I25-7A
31230_J17-41
31230_L31-21C
31230_R8-27C
31230_R19A-75
31230_R15A-124
31230_I31-7A
31230_R12G-33
31230_I29-82
31230_L37-11
31230_K21-5
31230_R18-52
31230_K36-67
31230_K29-8
31230_L17-5B
31230_R19-24A
31230_K28-4
31230_R16B-2
31230_M29-64A
31230_R7-6A
31230_R7-30
31230_R10-2B
31230_J18-8
31230_R16A-6
31230_R24A-5
31230_L27-29
31230_F31-3
31230_L26-32
31230_J30-47
31230_L27-39
31230_R22-23C
31230_R15A-101
31230_R15-1
31230_R13-8B
31230_H28-12
31230_I14-4
31230_R19-23J-1
31230_R19-107
31230_NYA
31230_R12-67I
31230_L30-9A
31230_K21-9
31230_R16-5D
31230_R24-46D
31230_K19-69
31230_R3-6
31230_G31-24
31230_R16-9M-1
31230_R19A-63
31230_L26-15
31230_R10-7C
31230_M28-28
31230_K31-1
31230_R21A-29
31230_R22-9-7
31230_R17-4
31230_K20-48A
31230_R6-21
31230_R11-22
31230_R11A-80
31230_I25-75
31230_K40-4
31230_R21-39B
31230_L33-48
31230_R19-45B
31230_K36-15
31230_J18-9
31230_R14-26
31230_L29-26
31230_R11-86
31230_L26-21
31230_I27-16
31230_R15-21E
31230_R14C-9
31230_R11A-68
31230_R24-51
31230_R6-49
31230_I28-102
31230_M31-14A-11
31230_J33-33
31230_L24-12A-2
31230_R13-13-12
31230_R21A-28
31230_R19-307
31230_R21-31A
31230_R22-19
31230_R5-54B
31230_R3-51
31230_L36-3
31230_F28-11
31230_R23-1
31230_R19A-33
31230_R8-8A
31230_R6-69D
31230_R24A-52
31230_R12B-32
31230_R15-40
31230_L31-27A
31230_R12E-7A
31230_I29-31
31230_R13-100
31230_R10-7D
31230_R18A-3B
31230_R1-21
31230_I28-106
31230_R15-103C
31230_R25-39
31230_J30-6
31230_L19-7
31230_L36-9
31230_R22-1-3
31230_H27-33
31230_M11-4A
31230_R3-34A
31230_K36-11
31230_K36-1
31230_K28-71
31230_H18-7C
31230_R21A-36
31230_J33-50
31230_R1-28
31230_R18A-106
31230_R15-24
31230_J27-4
31230_H29-50
31230_H28-56
31230_L29-8
31230_K29-39
31230_R24A-41A
31230_R12-47B
31230_M28-21
31230_R12E-31
31230_I26-1
31230_R16-31C
31230_R18-55D
31230_I15-10
31230_J31-84
31230_R21A-76
31230_R22-36
31230_R12D-21
31230_K34-63A
31230_R12-46H
31230_I26-11
31230_R8-35
31230_R19-314
31230_R11A-53
31230_I26-36
31230_J29-17E
31230_L31-15
31230_K17-40
31230_R12-75
31230_R17A-14
31230_R12-46E
31230_K29-2
31230_L14-37
31230_K36-72
31230_J15-18
31230_R11-46
31230_R15-100
31230_R15A-139
31230_I19-6
31230_R18-9
31230_R22-19B
31230_H28-2
31230_R19-304
31230_R16B-15
31230_R22-9-6
31230_I25-39
31230_L22-5
31230_I16-39
31230_G17-8
31230_I16-37
31230_R23-20
31230_R19-25
31230_L27-63A
31230_J13-26
31230_R8-48
31230_R19-71
31230_M33-16
31230_M31-14A-7
31230_I22-1
31230_J30-18
31230_L16-64
31230_N29A-8
31230_R2-48
31230_K20-10
31230_K32-30
31230_R25A-13
31230_K28-47
31230_R3-52
31230_I28-21
31230_L14-24
31230_R11-37
31230_L20-37
31230_H30-7
31230_I15-13
31230_L31-14
31230_K35-17
31230_J28-10
31230_K27-50
31230_L17-7
31230_J38-12A
31230_R16-9K
31230_K33-32
31230_R14-27
31230_I26-24B
31230_R8-56
31230_R12K-13
31230_L29-38
31230_R8-31A
31230_R12B-4
31230_R15-65
31230_R6-29
31230_K37A-39
31230_R16A-11A
31230_G17-6
31230_M30-12
31230_K16-12
31230_I23-12
31230_R16-56
31230_J25-15
31230_R21A-4
31230_R10-6B-3
31230_M28-24
31230_R14-29
31230_I27-55
31230_K19-80
31230_R2-92
31230_R17A-53
31230_R14-41
31230_R15-21
31230_G30-3B
31230_K31-11
31230_I28-3
31230_R15-116D-1
31230_L28-49A
31230_K35-5
31230_M27-3
31230_R9-11
31230_R2-28
31230_L30-23
31230_R12K-8
31230_R8-49
31230_R6-27
31230_J16-45
31230_L36-8
31230_R2-45C
31230_K35-2
31230_L27-31
31230_R3-1
31230_J31-75A
31230_R8-57A
31230_I29-58
31230_R16-35
31230_I29-69
31230_R17A-11A
31230_R15-61C
31230_R23-10H
31230_K33-40
31230_R19A-66
31230_R11A-49
31230_L17-26
31230_K34-15
31230_R5-5B
31230_R22-34G
31230_I28-58
31230_R12-56-1
31230_J26-7
31230_R15B-3
31230_R13F-5
31230_R11-8B
31230_R18-15C
31230_K21-20A
31230_R16A-53
31230_L16-21
31230_R19A-138
31230_M33-13A
31230_I23-13
31230_R25B-2
31230_R18-50C
31230_K15-37
31230_R22D-18B-6
31230_R11A-9
31230_R5-84A
31230_R5-17
31230_L12-5A
31230_K32-38A
31230_K36-47
31230_M32-21A
31230_M29-43
31230_I29-62
31230_R6-76
31230_R16A-39
31230_R15-36A
31230_R15-90B
31230_J32-90
31230_R12-50
31230_K17-34
31230_R11-19A
31230_H30-29
31230_R4-2
31230_H28-37
31230_L27-52
31230_R11-16A
31230_K19-36
31230_K35-47
31230_R24-7
31230_R21A-2
31230_R12B-1
31230_R18-36
31230_R24A-2
31230_R12-70
31230_J33-27
31230_K29-54
31230_R11C-26
31230_R12-57D
31230_R13-22G
31230_M32-18-3
31230_R3-29G
31230_R8-202
31230_K37A-26
31230_R16-69A
31230_R1-7A
31230_I28-65
31230_R18-61
31230_R13-13-1
31230_R16A-90
31230_K30-47
31230_R2-507
31230_R13F-12
31230_R7-9
31230_J33-35
31230_K33-68
31230_L23-5
31230_R14C-17
31230_K29-61
31230_R12G-39
31230_I36-9
31230_K38-10
31230_K32-2
31230_J32-71A
31230_K19-74
31230_R6-51B
31230_R15A-4
31230_R9-10
31230_R11B-101
31230_R14-22
31230_R7-18A
31230_I27-56
31230_L14-48
31230_R12-52-7
31230_R5A-14
31230_R19-17C
31230_J25-21
31230_R19A-46
31230_R7-2B
31230_R25A-21
31230_R7-16
31230_R11B-22
31230_R16-33
31230_R8A-12
31230_L27-17
31230_L27-62
31230_J38A-37
31230_K35-26
31230_I28-8
31230_L34-1
31230_R15B-8
31230_R24-13
31230_J27-18
31230_R18-94
31230_M29-2
31230_R11-41E
31230_J17-38
31230_I26-20
31230_R18-54
31230_L28-43
31230_R12-78
31230_R2-83A
31230_F31-15
31230_R15A-153
31230_R9-29
31230_R22-23B
31230_K33-53
31230_R12D-38
31230_R7-37B
31230_R11-28D
31230_R19A-83A
31230_J19-18
31230_L26-22
31230_R24A-4
31230_I25-26
31230_L17-15
31230_R11B-88
31230_J37-12
31230_H30-15
31230_K31-4
31230_J17-3
31230_L17-12
31230_R18-11D
31230_R8A-3
31230_R13-30
31230_R23-10G
31230_R22B-8
31230_G28-11
31230_J38A-25
31230_R20-11
31230_R9-6E
31230_R12G-22
31230_K19-2
31230_H29-52
31230_R16-2C
31230_K31-28A
31230_R12-27B
31230_J16-32
31230_R9-41B
31230_J30-40
31230_R12B-7
31230_R16-9A
31230_R6-54F
31230_I29-73
31230_J14-3
31230_R14-6
31230_L19-8
31230_I26-28
31230_K32-9
31230_L14-31
31230_R2-46
31230_J16-4
31230_K15-2
31230_R19-45-2
31230_K36-25
31230_J32-53
31230_R9-42B
31230_L13-7
31230_R2-304
31230_R19A-139
31230_J35-164
31230_R15-81E
31230_M27-9
31230_J27-12
31230_R25A-28
31230_R9-53B
31230_R1-17
31230_R5-14B
31230_R11B-97
31230_K37A-36
31230_R12G-46
31230_J31-29
31230_I36-8
31230_I28-112
31230_R12-63
31230_R9-34A
31230_K36-43
31230_J25-5
31230_R7-15C-2
31230_J34-27A
31230_K19-29
31230_R18A-109
31230_J27-41A
31230_L12-23
31230_R6-21C
31230_L27-70
31230_R19-49-8
31230_G30-9
31230_J27-8
31230_L17-33
31230_R12C-9
31230_R17A-49
31230_M34-107
31230_M29-55
31230_L25-32
31230_K14-16
31230_L33-4
31230_L27-57
31230_R18-37
31230_K33-39
31230_L23-11
31230_R9-50
31230_R17A-41
31230_H28-53A
31230_K21-28R
31230_M32-13
31230_R10-9C
31230_L14-30
31230_I28-64
31230_R11-92
31230_J26-25
31230_R24A-14
31230_L37-4B
31230_K32-40
31230_R18A-203
31230_K19-10
31230_R19A-163
31230_J32-59
31230_G31-48
31230_J27-28
31230_M30-30A
31230_R19A-201
31230_G28-13
31230_L23-2
31230_R9-23
31230_R12C-20
31230_M32-7
31230_J16-43
31230_R3-23
31230_R12G-30
31230_J29-17A
31230_R2-606
31230_R24B-5
31230_K31-4B
31230_K28-46
31230_R19-65
31230_L14-17
31230_H28-8
31230_L15-22
31230_K28-26
31230_K32-38
31230_R24-53
31230_R16A-5S
31230_J32-43
31230_L15-3
31230_R6-23
31230_G31-3
31230_J38A-20
31230_R12-22
31230_R17A-17A
31230_N29A-2
31230_R13-13-3
31230_R10-2-6
31230_R10-19
31230_G30-1
31230_R6-54D
31230_R9-33F
31230_L28-26
31230_R15-12E
31230_K28-62
31230_J30-4
31230_I28-17
31230_J33-9
31230_R3-44
31230_J27-46
31230_H28-23B
31230_R10-4C
31230_R12H-15
31230_M29-46
31230_I27-4
31230_I26-24C
31230_R2-64A
31230_R11-56B
31230_H26-14B
31230_R6-68-1
31230_I15-21
31230_R7-13
31230_R8-61B
31230_R23-14F
31230_R19-23D
31230_L17-30
31230_J29-18A
31230_R11-13A
31230_K35-25
31230_R4-18
31230_K16-11
31230_R17A-3
31230_H30-14
31230_R15-38A
31230_R19A-171
31230_R19-209
31230_R12K-2
31230_L16-52
31230_R6-7
31230_R9-45
31230_R17-17A-5
