01060_R03029C00000
01060_U19008000000
01060_U03007D00000
01060_R04015B00000
01060_R07042A00000
01060_R08056000000
01060_U15A00052000
01060_U20A00068000
01060_U28011000000
01060_U28041000000
01060_U23009C00000
01060_U19046000000
01060_U04167000000
01060_U04073000000
01060_U14009C00000
01060_R07038H00000
01060_U08015000000
01060_R07050A00000
01060_U04081000000
01060_U13021000000
01060_U09022000000
01060_U11009000000
01060_R02010A00000
01060_U01019000000
01060_U04053000000
01060_U05185000000
01060_U19119000000
01060_U02025000000
01060_U26098A00000
01060_U08048000000
01060_U06025000000
01060_U15A00087000
01060_U02021000000
01060_U22016B00000
01060_R05038A00000
01060_U01020000000
01060_R05030000000
01060_R03011A00000
01060_U06017000000
01060_R09046I00000
01060_U03030000000
01060_U29033000000
01060_R07054B00000
01060_U05203000000
01060_U19015000000
01060_R08016E00000
01060_U28010A00000
01060_U07005000000
01060_U01005000000
01060_U07184000000
01060_R08013000000
01060_U07073A00000
01060_U09013000000
01060_U07098000000
01060_U15002000000
01060_U19119A00000
01060_U07033000000
01060_R04008E00000
01060_U25006B00000
01060_R09011H00000
01060_U26072A00000
01060_U13010000000
01060_U24007000000
01060_U20A00062000
01060_U07089000000
01060_U07068000000
01060_R05001000000
01060_U05110000000
01060_U19135000000
01060_U12037000000
01060_U13029000000
01060_U20006000000
01060_U07182000000
01060_U03018000000
01060_U26049000000
01060_R09049000000
01060_R07054U00000
01060_U29001A00000
01060_U19093000000
01060_U15025E00000
01060_U04172A00000
01060_R09011C00000
01060_U23011C00000
01060_R02019000000
01060_U02039000000
01060_U16001B00000
01060_U20A00035000
01060_U07171000000
01060_U04017000000
01060_U08030000000
01060_U20A00075000
01060_U16076000000
01060_U28009000000
01060_U20001D00000
01060_R07038A00000
01060_U19071000000
01060_U29018000000
01060_U23006000000
01060_U02036000000
01060_U07104000000
01060_U22003000000
01060_U16045000000
01060_R02012000000
01060_U30047000000
01060_U07049000000
01060_U05213000000
01060_U04201000000
01060_U13007000000
01060_R08006H00000
01060_U07197000000
01060_U07082000000
01060_U05224000000
01060_U07172000000
01060_R09052000000
01060_U08001B00000
01060_U07047A00000
01060_R09011D00000
01060_U10008000000
01060_U23018000000
01060_R09053000000
01060_U08149000000
01060_R02037D00000
01060_U15023000000
01060_U05150000000
01060_U20A00019000
01060_U25028000000
01060_U11003000000
01060_U24019000000
01060_U20A00009000
01060_R04029C00000
01060_U24006A00000
01060_U13013A00000
01060_R02047000000
01060_U29001000000
01060_U07105000000
01060_R08006K00000
01060_U30028000000
01060_U08079000000
01060_U12062000000
01060_U08070000000
01060_U22013000000
01060_U04070000000
01060_U26045000000
01060_U20A00058000
01060_U07061000000
01060_U04162A00000
01060_U15025A00000
01060_U21001000000
01060_R09001C00000
01060_R07040A00000
01060_U19007000000
01060_U15019F00000
01060_R02002000000
01060_U04121000000
01060_U01033000000
01060_U02030000000
01060_U26018000000
01060_U09063000000
01060_R07060B00000
01060_U15060000000
01060_U19099000000
01060_R05043000000
01060_U22001000000
01060_U19125000000
01060_U19018A00000
01060_U04097000000
01060_U15047000000
01060_U20A00044000
01060_U04084000000
01060_U16055A00000
01060_U02033000000
01060_U08011000000
01060_U10006000000
01060_U15087000000
01060_U15069000000
01060_R05032000000
01060_U11071000000
01060_R09054000000
01060_U03056000000
01060_U06018000000
01060_R09046E00000
01060_U05113000000
01060_U20A00076000
01060_U23014A00000
01060_R09035000000
01060_U03007B00000
01060_U15A00105000
01060_U09011E00000
01060_U09027000000
01060_U17023A00000
01060_U05053000000
01060_U26035000000
01060_R05001B00000
01060_U24017000000
01060_U16006000000
01060_U05210000000
01060_U20030B00000
01060_U19024000000
01060_U15085000000
01060_U07163000000
01060_U15A00026000
01060_R08016000000
01060_U09044000000
01060_U25011000000
01060_U27029000000
01060_U20A00008000
01060_U25012000000
01060_U07096000000
01060_R07054V00000
01060_U03007000000
01060_R03028000000
01060_R05007A00000
01060_R07020000000
01060_R05007E00000
01060_U09021000000
01060_U28040000000
01060_U16048000000
01060_unknown
01060_U21017000000
01060_R08058A00000
01060_U05108000000
01060_U16082000000
01060_R04028B00000
01060_U11079000000
01060_R03029D00000
01060_U10019000000
01060_U15100000000
01060_R02021000000
01060_R05037000000
01060_U02051000000
01060_U19101000000
01060_R07024C00000
01060_R04041A00000
01060_U18004000000
01060_U19054000000
01060_R07039E00000
01060_U29035000000
01060_U03032000000
01060_R02024000000
01060_R01007000000
01060_U04171000000
01060_R09046D00000
01060_R08006E00000
01060_U06029000000
01060_U12048000000
01060_U15097000000
01060_R06001A00000
01060_U28050000000
01060_U05074000000
01060_U22004000000
01060_R06015000000
01060_U21008000000
01060_R03036000000
01060_R04027C00000
01060_U05140000000
01060_U08104000000
01060_U02055000000
01060_R03010D00000
01060_R07014000000
01060_U14012000000
01060_U13039000000
01060_U15092000000
01060_R08008L00000
01060_U16021000000
01060_U03029000000
01060_U30084000000
01060_U08112000000
01060_U07046000000
01060_U04099A00000
01060_U04174000000
01060_U05160000000
01060_U07159000000
01060_U28046000000
01060_U08113000000
01060_R04041000000
01060_U08031000000
01060_U26057000000
01060_U09011H00000
01060_R08050T00000
01060_R08009A00000
01060_U07113B00000
01060_R08021H00000
01060_R07005000000
01060_U05023000000
01060_U09011G00000
01060_R08021F00000
01060_U07145000000
01060_U20015000000
01060_R09038000000
01060_U27008000000
01060_U13036A00000
01060_R09003D00000
01060_U01003000000
01060_U04040000000
01060_U07047000000
01060_U04021000000
01060_R06011B00000
01060_U11084F00000
01060_R08008A00000
01060_R03010B00000
01060_R04004000000
01060_U15A00018000
01060_U16032000000
01060_U04185000000
01060_U08138000000
01060_U03013E00000
01060_U11084T00000
01060_R09030D00000
01060_U05100000000
01060_U12002A00000
01060_U15101000000
01060_R07006000000
01060_U07044000000
01060_U02020000000
01060_U30013000000
01060_U05222000000
01060_U06024000000
01060_U19039000000
01060_U23011000000
01060_U07019000000
01060_U26065000000
01060_U21015A00000
01060_U20019000000
01060_U04107000000
01060_U28037000000
01060_U15096000000
01060_U05163000000
01060_U07118000000
01060_U25021000000
01060_U02057000000
01060_U22011000000
01060_R07030B00000
01060_R08060I00000
01060_U27019000000
01060_U21016A00000
01060_U05093000000
01060_U20A00014000
01060_R07056000000
01060_U16005000000
01060_R08013B00000
01060_U08095000000
01060_U07002000000
01060_U26050000000
01060_U23015000000
01060_U03036000000
01060_U30069000000
01060_U28011D00000
01060_U04075000000
01060_U05099000000
01060_U30017000000
01060_R04034000000
01060_U24022A00000
01060_U16083000000
01060_U26078000000
01060_U22017000000
01060_U15105000000
01060_U15A00088000
01060_U20A00011000
01060_U19025A00000
01060_U30034000000
01060_U15A00009000
01060_U30088000000
01060_U28007000000
01060_U08026000000
01060_U15A00041000
01060_U05176000000
01060_U04158000000
01060_U15A00044000
01060_U15045000000
01060_U19058000000
01060_U19053000000
01060_U07055000000
01060_R04020000000
01060_U03007A00000
01060_R07011000000
01060_U18021A00000
01060_R03014B00000
01060_U30042000000
01060_U09048000000
01060_U28030000000
01060_U04182000000
01060_U20A00015000
01060_U05214000000
01060_U16019000000
01060_U16080000000
01060_U04125000000
01060_R07054N00000
01060_U25053000000
01060_U09068000000
01060_R07011B00000
01060_R09026B00000
01060_U04082000000
01060_R09007C00000
01060_U02052000000
01060_U09016000000
01060_R02033000000
01060_R07035000000
01060_U08011A00000
01060_U09053000000
01060_U05069A00000
01060_U09020C00000
01060_U16060000000
01060_R03004000000
01060_U16034000000
01060_U03056A00000
01060_U20030F00000
01060_U03002000000
01060_U30002000000
01060_U05167000000
01060_U11011C00000
01060_U02012000000
01060_U09014A00000
01060_U20038000000
01060_U07065000000
01060_U16002A00000
01060_U04037000000
01060_U07026000000
01060_U08117000000
01060_R08010A00000
01060_U05002000000
01060_R04022A00000
01060_U11084U00000
01060_U01038000000
01060_U15A00072000
01060_U26054000000
01060_U28010000000
01060_U26097000000
01060_U15A00100000
01060_U07063000000
01060_U04142000000
01060_U19065000000
01060_R08062A00000
01060_U08075000000
01060_U12023000000
01060_R07005B00000
01060_U28036000000
01060_U26017000000
01060_R04028C00000
01060_R09003000000
01060_U07101000000
01060_R04008D00000
01060_U29004A00000
01060_U16047C00000
01060_U18007000000
01060_R01009000000
01060_U01025000000
01060_U05001000000
01060_U19014000000
01060_R05029000000
01060_R08050I00000
01060_U30016000000
01060_U08088000000
01060_U19075000000
01060_R08050L00000
01060_U08066000000
01060_U30055000000
01060_U11083D00000
01060_U02037000000
01060_R08006I00000
01060_U20A00013000
01060_U15062000000
01060_U20A00064000
01060_U08146000000
01060_U04030000000
01060_U05038000000
01060_U03007J00000
01060_U19007B00000
01060_U05098000000
01060_U07028000000
01060_U04088000000
01060_U09083000000
01060_R07046000000
01060_U14027000000
01060_U17008000000
01060_U01017000000
01060_U27027000000
01060_U05187000000
01060_R07040000000
01060_U04077000000
01060_R08015A00000
01060_U25016000000
01060_U26091000000
01060_U08116000000
01060_R04043000000
01060_U04162000000
01060_R04009000000
01060_U19069000000
01060_U16065000000
01060_R07055C00000
01060_U30052000000
01060_U17018000000
01060_U08085000000
01060_U07086000000
01060_U11083B00000
01060_U12013000000
01060_U07103000000
01060_U19090000000
01060_U15A00033000
01060_R08007000000
01060_R09033A00000
01060_U26073000000
01060_U19107A00000
01060_U15A00012000
01060_R08055000000
01060_U20034000000
01060_U30083000000
01060_U28062000000
01060_R09007D00000
01060_U19118000000
01060_U04195000000
01060_R08013E00000
01060_U05234000000
01060_U05194A00000
01060_R07024A00000
01060_U03003000000
01060_U12004A00000
01060_R07037000000
01060_R05030A00000
01060_R08021N00000
01060_U20016A00000
01060_U07188000000
01060_U07085000000
01060_U04132000000
01060_U05064000000
01060_R07027E00000
01060_U18016A00000
01060_U12022000000
01060_U23003D00000
01060_U15025H00000
01060_U11011A00000
01060_R06009B00000
01060_U15031000000
01060_U05031000000
01060_U30076000000
01060_U15A00084000
01060_U08105000000
01060_U05155000000
01060_U08078000000
01060_R06009A00000
01060_R07049A00000
01060_U15A00062000
01060_U04183B00000
01060_U28042000000
01060_U14011000000
01060_U20012000000
01060_R03031A00000
01060_U05142000000
01060_U19092000000
01060_U18018000000
01060_U22006000000
01060_U05019000000
01060_R07005A00000
01060_U05029000000
01060_U16003000000
01060_U08110000000
01060_U24002000000
01060_U13052A00000
01060_U07150000000
01060_R07033000000
01060_U16040000000
01060_U11001000000
01060_R08021J00000
01060_U20001A00000
01060_U14024000000
01060_R08040D00000
01060_R01002000000
01060_U08009000000
01060_U15078000000
01060_U27009000000
01060_U08056000000
01060_U09040000000
01060_U07113A00000
01060_U05147000000
01060_U09074000000
01060_U26010000000
01060_U09080000000
01060_U11007000000
01060_U15A00008000
01060_R08054000000
01060_U03015000000
01060_U07070000000
01060_U10012000000
01060_U15016000000
01060_U04188000000
01060_R03012000000
01060_U19089000000
01060_U07100000000
01060_U05013000000
01060_U07045000000
01060_U03012000000
01060_R08059A00000
01060_U08021000000
01060_R08015000000
01060_U13018000000
01060_U19036000000
01060_U08082000000
01060_U04139000000
01060_U01041000000
01060_U05066000000
01060_U26030000000
01060_R08030000000
01060_U10029000000
01060_U23003A00000
01060_U30079000000
01060_U04140000000
01060_U05105000000
01060_R09022A00000
01060_U09075000000
01060_R08012000000
01060_U26086000000
01060_R08050M00000
01060_U07024000000
01060_R08039000000
01060_R05007B00000
01060_R05018000000
01060_U17004000000
01060_U17013A00000
01060_R08060F00000
01060_U19066000000
01060_U05226000000
01060_U25020000000
01060_U24011A00000
01060_U26063000000
01060_R08021A00000
01060_U20A00042000
01060_U18022G00000
01060_R07036A00000
01060_U07043000000
01060_U27029A00000
01060_U18009000000
01060_U09009000000
01060_U04163000000
01060_U19047000000
01060_U03041000000
01060_U11013000000
01060_U03009A00000
01060_U05058000000
01060_U19019000000
01060_U02017000000
01060_U05050000000
01060_R07054P00000
01060_R09040000000
01060_U12026000000
01060_U07151000000
01060_U07007000000
01060_R07025000000
01060_R07060000000
01060_U05125000000
01060_U20A00003000
01060_U09069000000
01060_U19103000000
01060_U04001000000
01060_U21002000000
01060_U07126000000
01060_R03020A00000
01060_U12002000000
01060_R05001A00000
01060_U07160000000
01060_U07132B00000
01060_U07092000000
01060_R08003A00000
01060_U13046000000
01060_U05220000000
01060_U30087000000
01060_U08022000000
01060_U04032000000
01060_R02043000000
01060_R05009C00000
01060_U13019000000
01060_U07143000000
01060_U24014000000
01060_U20A00002000
01060_U13005000000
01060_U05196000000
01060_R07005C00000
01060_U08084000000
01060_U15068000000
01060_U04018000000
01060_R02011000000
01060_U25024000000
01060_U26001000000
01060_R04047000000
01060_U19121000000
01060_U11083E00000
01060_U04094A00000
01060_R04028D00000
01060_U05004000000
01060_U02019000000
01060_U04080000000
01060_U02005A00000
01060_R09037000000
01060_U25029000000
01060_U08001000000
01060_R05035000000
01060_U09057000000
01060_U07042000000
01060_R02004000000
01060_U26041000000
01060_U07087000000
01060_U26040000000
01060_U29017000000
01060_U29021000000
01060_R01015000000
01060_U20A00040000
01060_U04089000000
01060_R07031B00000
01060_R08006J00000
01060_R06008C00000
01060_U01023000000
01060_R05032A00000
01060_R04025C00000
01060_U28051A00000
01060_U09065000000
01060_R04014000000
01060_U13009000000
01060_U10002000000
01060_U25042000000
01060_U13022000000
01060_U03014B00000
01060_R07017000000
01060_U15A00104000
01060_U04069000000
01060_U06014000000
01060_U19033000000
01060_U16084000000
01060_U02054000000
01060_U07133000000
01060_U15095000000
01060_U13056A00000
01060_U28043000000
01060_U11077000000
01060_U12031000000
01060_U03027000000
01060_U07177000000
01060_U26093000000
01060_R07057B00000
01060_R09011F00000
01060_U20A00041000
01060_U08049000000
01060_U07185000000
01060_U08002000000
01060_U09020A00000
01060_U04023000000
01060_R09007000000
01060_U05090000000
01060_U20A00056000
01060_U19048000000
01060_U08090000000
01060_U21017A00000
01060_U09011F00000
01060_U10007000000
01060_R09048B00000
01060_R08026000000
01060_U04176000000
01060_U19003000000
01060_U11069000000
01060_R01006000000
01060_R09019000000
01060_U03035000000
01060_U04009000000
01060_R05023B00000
01060_U02029000000
01060_U09066000000
01060_R01021A00000
01060_U01009000000
01060_U03024000000
01060_U12069000000
01060_R04038A00000
01060_U05206A00000
01060_R04005A00000
01060_U05041000000
01060_R08006L00000
01060_U04143000000
01060_R05023000000
01060_U19078000000
01060_U29009000000
01060_U05085000000
01060_U28061C00000
01060_U12018000000
01060_U08134000000
01060_R08018B00000
01060_U25005000000
01060_U22002000000
01060_R09004A00000
01060_R09010A00000
01060_R07056A00000
01060_U11073000000
01060_U28057B00000
01060_U04200000000
01060_U07088000000
01060_R05020A00000
01060_R08050U00000
01060_U10017000000
01060_U12020000000
01060_U07125000000
01060_U25052000000
01060_U20022000000
01060_U09070000000
01060_R08046000000
01060_U19110000000
01060_U25047000000
01060_U04141000000
01060_R05018A00000
01060_U20024000000
01060_U08046000000
01060_U05192000000
01060_U05215000000
01060_U07072A00000
01060_U17023000000
01060_R05038000000
01060_U02024000000
01060_R07007000000
01060_U05029A00000
01060_U02044000000
01060_U27015000000
01060_U20002000000
01060_U04117B00000
01060_U19056000000
01060_R04046A00000
01060_R04022000000
01060_U25044000000
01060_U07178000000
01060_R08033000000
01060_R08011000000
01060_U18006000000
01060_R08056D00000
01060_R02046000000
01060_U13053000000
01060_U30074000000
01060_U07094000000
01060_U01032000000
01060_U08051000000
01060_U19012000000
01060_U14019000000
01060_U05141000000
01060_U28023000000
01060_U27007000000
01060_U08135000000
01060_U02035000000
01060_R07045000000
01060_U15071000000
01060_U06031000000
01060_R01021000000
01060_U29027000000
01060_R04012B00000
01060_R09032000000
01060_U11012000000
01060_U30008000000
01060_U19132000000
01060_U19018000000
01060_U19083000000
01060_U20003000000
01060_U03023A00000
01060_U04159000000
01060_U17020000000
01060_U08065000000
01060_U05143000000
01060_U12053000000
01060_R04019000000
01060_R03029E00000
01060_U08068000000
01060_U19001000000
01060_U30001000000
01060_U19050000000
01060_U02010000000
01060_R09054A00000
01060_R09013000000
01060_U25015000000
01060_U14016000000
01060_U08073000000
01060_U15063000000
01060_U15A00077000
01060_U21016000000
01060_U10016000000
01060_U02002000000
01060_U19128000000
01060_U08006000000
01060_U04011000000
01060_U17014000000
01060_U25002000000
01060_U18016000000
01060_R08013C00000
01060_U17022A00000
01060_R08060N00000
01060_U10014000000
01060_R01004000000
01060_U15A00093000
01060_U06003000000
01060_R08060000000
01060_U05229000000
01060_U25035000000
01060_R07054G00000
01060_U13054000000
01060_R09038A00000
01060_U13041000000
01060_U07198000000
01060_R09030B00000
01060_U15A00045000
01060_U15A00014000
01060_U28011C00000
01060_U18022C00000
01060_U25008000000
01060_U07040000000
01060_R06012000000
01060_U05123000000
01060_U02042000000
01060_U09029000000
01060_U07175000000
01060_R04030000000
01060_U25023000000
01060_R05041000000
01060_U30061000000
01060_U15008000000
01060_U20036000000
01060_U30060000000
01060_U28022000000
01060_U05171000000
01060_U05165000000
01060_R05026000000
01060_R09046C00000
01060_U05025000000
01060_U03001000000
01060_U08089000000
01060_U05071000000
01060_U05051000000
01060_R01017000000
01060_U18003000000
01060_U21009000000
01060_U04110000000
01060_U02001000000
01060_U15A00046000
01060_U12009000000
01060_U19088000000
01060_R08017000000
01060_U29005000000
01060_U08091000000
01060_U28031000000
01060_U06016000000
01060_U07066A00000
01060_R09044E00000
01060_R09046H00000
01060_U12007000000
01060_U02047000000
01060_U07099000000
01060_R02013000000
01060_U11080000000
01060_R01014000000
01060_R07054F00000
01060_U30068000000
01060_U20014000000
01060_U20030000000
01060_U15066000000
01060_U04083000000
01060_U23005000000
01060_U15A00038000
01060_U15109000000
01060_U16024000000
01060_U05180000000
01060_R07060A00000
01060_R02044000000
01060_U09023000000
01060_U15A00097000
01060_U07006000000
01060_U15052000000
01060_U07113000000
01060_R08016A00000
01060_R05008000000
01060_U18014000000
01060_U09006C00000
01060_U14010000000
01060_R05006000000
01060_U24012000000
01060_U12041000000
01060_R08008E00000
01060_U12068A00000
01060_U04071000000
01060_U23021000000
01060_R09044000000
01060_R08040A00000
01060_U07001000000
01060_R08014000000
01060_R06008B00000
01060_R05007G00000
01060_U04044000000
01060_U03056B00000
01060_R08008C00000
01060_R07001000000
01060_U07123000000
01060_U20A00048000
01060_U08145000000
01060_U09062000000
01060_U08012000000
01060_R02001000000
01060_U24013A00000
01060_U09014B00000
01060_U11070000000
01060_U20A00070000
01060_U30022000000
01060_U30023000000
01060_R07023C00000
01060_U07193000000
01060_U11084E00000
01060_U26032000000
01060_U11015000000
01060_U04145000000
01060_R05009F00000
01060_U03033000000
01060_U04183A00000
01060_R04015C00000
01060_U20028000000
01060_R09058000000
01060_U08076000000
01060_U08130000000
01060_U14017A00000
01060_U19081000000
01060_R04015000000
01060_U16046000000
01060_U24008000000
01060_R09041A00000
01060_U15025B00000
01060_U05149000000
01060_U16001000000
01060_R09037A00000
01060_U26019000000
01060_U05028000000
01060_R07054E00000
01060_R08008000000
01060_U07127A00000
01060_U15A00002000
01060_U04004000000
01060_U27020000000
01060_U07135000000
01060_U27023000000
01060_U09015000000
01060_R07002A00000
01060_R08005000000
01060_U19057000000
01060_R08050G00000
01060_R07054000000
01060_U04105000000
01060_U30031000000
01060_U26071A00000
01060_U05117000000
01060_U19055000000
01060_U04006000000
01060_U09047000000
01060_R04040000000
01060_U14021000000
01060_U09007000000
01060_U30049000000
01060_U12027000000
01060_U15019D00000
01060_U13026000000
01060_U06030000000
01060_U04155000000
01060_U20A00021000
01060_U15091000000
01060_U04109000000
01060_U12064000000
01060_U07023000000
01060_U11084K00000
01060_U15083000000
01060_U09020D00000
01060_R02023000000
01060_U26043000000
01060_U27031000000
01060_U18031000000
01060_U15058000000
01060_U15A00068000
01060_U15A00101000
01060_U05235000000
