05240_034*000*250*
05240_025*000*041*
05240_056*000*068*
05240_040*000*128*
05240_015*000*015*
05240_054*000*074*
05240_034*000*187*
05240_013*000*014*
05240_053*000*142*
05240_027*000*209*
05240_004*000*242B
05240_059*000*016*
05240_019*000*006*
05240_048*000*201*
05240_040*000*139*
05240_029*000*123*
05240_019*000*027*
05240_002*000*063*
05240_039*000*198*
05240_034*000*067*
05240_028*000*140*
05240_040*000*101*
05240_018*001*002*
05240_023*000*020C
05240_029*000*225*
05240_015*000*007*
05240_021*000*113*
05240_028*000*187*
05240_053*000*072*
05240_043*000*210*
05240_020*000*011*
05240_043*000*083*
05240_044*000*020*
05240_033*000*106*
05240_039*000*097*
05240_059*000*033*
05240_023*000*216*
05240_010*000*015B
05240_015*000*101*
05240_017*000*017*
05240_022*000*017*
05240_004B000*168*
05240_049*000*022*
05240_052*000*105*
05240_054*000*024*
05240_024*000*102*
05240_034*000*165*
05240_038*000*140*
05240_027*000*305*
05240_020*000*026*
05240_043*000*101*
05240_048*000*089*
05240_033*000*213*
05240_059*000*034*
05240_039*000*103*
05240_004A000*144*
05240_020*000*404*
05240_055*000*024A
05240_039*000*025*
05240_039*000*035*
05240_009*000*001*
05240_020A000*105*
05240_004*000*013*
05240_004A000*076*
05240_033*000*059A
05240_033*000*181*
05240_040*000*161*
05240_033*000*098*
05240_052*000*062*
05240_007*000*113*
05240_008A000*009*
05240_032*000*083*
05240_014*000*010*
05240_059*000*037D
05240_044*000*015A
05240_004*000*101*
05240_027*000*224*
05240_018*000*032*
05240_048*000*017*
05240_052*000*128*
05240_020*000*023C
05240_015*000*113*
05240_025*000*099*
05240_028*000*202*
05240_004C000*294*
05240_038*000*043*
05240_049*000*034*
05240_038*000*154A
05240_020*000*403*
05240_012*000*011*
05240_029*000*110*
05240_052*000*016B
05240_052*000*004C
05240_052*000*112*
05240_032*000*164*
05240_004*000*011B
05240_005B000*002*
05240_038*000*206*
05240_002*000*024C
05240_038*000*098*
05240_041*000*118*
05240_033*000*046*
05240_031*000*001*
05240_044*000*007*
05240_029*000*208*
05240_008A000*214*
05240_046*000*023*
05240_004*000*109*
05240_002*000*015A
05240_039*000*063*
05240_028*000*032*
05240_029*000*246*
05240_002*000*050*
05240_020*000*112*
05240_008A000*107*
05240_025*000*092*
05240_004*000*013A
05240_052*000*171*
05240_043*000*212*
05240_010*000*001*
05240_021*000*055D
05240_033*000*080*
05240_029*000*008*
05240_052*000*026*
05240_043*000*109*
05240_023*000*207*
05240_056*000*027*
05240_028*000*108*
05240_040*000*192*
05240_010*000*044E
05240_034*000*258*
05240_041*000*115*
05240_043*000*085*
05240_027*000*047*
05240_038*000*082C
05240_053*000*049*
05240_033*000*035*
05240_029*000*164*
05240_035*000*066*
05240_044*000*083*
05240_004C000*266*
05240_027*000*160*
05240_028*000*098*
05240_006*000*014*
05240_028*000*249*
05240_039*000*201*
05240_051*000*018*
05240_033*000*231*
05240_028*000*217*
05240_029*000*230*
05240_052*000*165*
05240_056*000*017*
05240_028*000*282*
05240_029*000*228*
05240_043*000*064*
05240_033*000*073*
05240_027*000*151*
05240_041*000*075*
05240_035*000*004*
05240_010*000*023*
05240_008*000*101*
05240_023*000*020*
05240_044*000*032*
05240_043*000*110*
05240_007*000*108*
05240_004*000*247*
05240_026*000*028*
05240_029*000*034*
05240_038*000*131*
05240_023*000*064B
05240_038*000*123A
05240_028*000*088*
05240_042B001*012A
05240_048*000*116*
05240_040*000*185*
05240_017*000*022D
05240_039*000*064*
05240_038*000*062A
05240_040*000*115*
05240_002*000*019D
05240_014*000*998*
05240_023*000*046*
05240_028*000*297*
05240_023*000*101*
05240_025*000*004A
05240_020*000*020*
05240_004B000*207*
05240_015*000*114*
05240_034*000*086*
05240_038*000*170*
05240_007*000*024*
05240_051*000*040*
05240_048*000*202*
05240_054*000*103*
05240_031*000*015*
05240_023*000*105*
05240_030*000*041B
05240_024*000*003*
05240_052*000*122*
05240_030*000*024*
05240_052*000*040*
05240_041*000*019*
05240_010*000*008*
05240_034*000*005*
05240_038*000*399*
05240_016*000*003A
05240_027*000*218*
05240_034*000*209*
05240_033*000*270*
05240_028*000*241*
05240_058*000*024*
05240_011*000*003A
05240_029*000*196*
05240_043*000*047*
05240_054*000*126*
05240_027*000*165*
05240_051*000*038*
05240_053*000*066*
05240_002*000*018C
05240_052*000*201*
05240_029*000*028*
05240_021*000*206*
05240_041*000*054*
05240_041*000*072*
05240_023*000*048A
05240_038*000*145A
05240_058*000*022*
05240_033*000*024*
05240_021*000*021*
05240_034*000*247*
05240_004C000*263*
05240_033*000*272*
05240_027*000*129*
05240_029*000*045*
05240_006*000*015*
05240_021*000*039A
05240_029*000*042B
05240_042A000*012*
05240_030*000*040*
05240_004C000*268*
05240_012*000*004A
05240_029*000*094*
05240_007*000*006*
05240_028*000*234*
05240_026*000*007B
05240_020*000*304*
05240_002*000*040*
05240_019*000*029*
05240_014*000*006C
05240_056*000*048*
05240_056*000*028*
05240_032*000*037*
05240_020*000*102*
05240_038*000*037*
05240_021*000*013*
05240_004B000*183*
05240_059*000*047*
05240_040*000*054*
05240_038*000*117*
05240_025*000*109*
05240_028*000*156*
05240_033*000*060*
05240_023*000*010*
05240_004A000*023*
05240_004A000*111*
05240_016*000*001C
05240_039*000*030A
05240_029*000*053*
05240_032*000*043*
05240_052*000*110*
05240_040*000*051*
05240_004A000*083*
05240_028*000*222*
05240_056*000*026*
05240_004*000*301*
05240_035*000*098*
05240_035*000*109B
05240_007*000*229*
05240_025*000*066*
05240_004B000*192*
05240_028*000*281*
05240_020*000*313*
05240_004C000*276*
