31270_00040-015.B  -
31270_00142-037.A  -
31270_00034-009.24 -
31270_00134-026.   -
31270_00025-027.29 -
31270_00138-027.   -
31270_00134-004.   -
31270_00122-141.   -
31270_00003-001.A  -
31270_00104-013.   -
31270_00065-015.   -
31270_00111-022.   -
31270_00112-112.   -
31270_00150-011.   -
31270_00132-034.   -
31270_00125-047.   -
31270_00106-057.EXE-
31270_00037-021.   -
31270_00032-002.   -
31270_00108-001.22 -
31270_00064-007.   -
31270_00039-006.6  -
31270_00039-007.   -
31270_00125-081.   -
31270_00036-015.3  -
31270_00056-001.1  -A
31270_00023-014.6A -
31270_00011-026.   -
31270_00119-072.   -
31270_00017-005.   -
31270_00128-038.   -
31270_00143-010.   -
31270_00129-003.12 -
31270_00083-007.   -
31270_00032-002.D  -
31270_00134-054.   -
31270_00030-012.   -
31270_00019-001.039-
31270_00016-005.   -
31270_00011-024.   -
31270_00106-107.   -
31270_00113-073.   -
31270_00141-070.   -
31270_00041-008.A  -
31270_00125-131.A  -
31270_00012-007.   -
31270_00036-015.2  -
31270_00054-002.   -
31270_00123-019.   -
31270_00101-008.   -
31270_00139-016.   -
31270_00032-030.   -
31270_00025-027.33 -EXEMPT
31270_00137-001.EXE-
31270_00132-061.   -
31270_00122-104.   -
31270_00106-041.   -
31270_00109-095.   -
31270_00009-008.5  -
31270_00044-040.   -
31270_00001-113.A  -36
31270_00134-030.   -
31270_00075-003.A  -
31270_00116-033.3  -
31270_00003-001.   -
31270_00034-008.   -
31270_00050-034.4  -
31270_00128-060.   -
31270_00101-005.   -
31270_00137-030.A  -
31270_00025-017.A  -
31270_00044-036.   -
31270_00125-132.   -
31270_00071-003.1  -
31270_00109-010.   -
31270_00117-027.   -
31270_00066-033.7  -
31270_00139-034.   -
31270_00108-022.   -
31270_00008-004.   -
31270_00112-064.   -
31270_00112-122.   -
31270_00132-051.1  -
31270_00125-113.   -
31270_00076-035.B  -
31270_00133-007.B  -
31270_00049-027.2  -
31270_00138-005.   -
31270_00047-039.   -
31270_00115-148.   -
31270_00109-022.   -
31270_00132-018.   -
31270_00141-053.   -
31270_00140-006.1  -EXE
31270_00144-033.A  -
31270_00024-006.A  -
31270_00105-077.   -
31270_00133-011.   -
31270_00109-049.   -
31270_00112-026.   -
31270_00056-017.   -
31270_00115-026.   -
31270_00132-004.   -
31270_00049-050.2  -
31270_00019-005.   -
31270_00104-048.   -
31270_00001-113.A  -12
31270_00044-003.1  -
31270_00106-035.B  -
31270_00105-027.   -
31270_00083-029.2  -
31270_00022-017.A  -
31270_00056-029.   -
31270_00013-022.EXE-
31270_00109-123.   -
31270_00066-028.18 -
31270_00113-049.   -
31270_00047-021.1  -
31270_00050-029.   -
31270_00045-007.14 -
31270_00113-052.EXE-
31270_00028-001.45 -
31270_00024-036.   -
31270_00049-041.   -
31270_00107-049.   -
31270_00139-027.A  -
31270_00032-033.   -
31270_00076-036.   -
31270_00107-001.   -
31270_00129-031.   -
31270_00125-125.   -
31270_00125-037.   -
31270_00134-071.   -
31270_00120-001.1  -
31270_00006-005.   -
31270_00142-046.   -
31270_00082-016.   -
31270_00036-015.18 -
31270_00072-008.2  -
31270_00084-004.   -
31270_00106-006.   -
31270_00122-088.   -
31270_00019-026.   -
31270_00051-003.A  -
31270_00023-011.A  -
31270_00046-006.   -
31270_00150-031.   -
31270_00142-071.   -
31270_00026-020.   -
31270_00139-024.   -
31270_00049-006.   -
31270_00079-011.   -
31270_00050-026.EXE-
31270_00060-007.   -
31270_00037-040.   -
31270_00138-012.   -
31270_00116-033.12 -
31270_00148-002.2  -
31270_00112-035.EXE-
31270_00045-006.44 -L
31270_00039-023.A  -
31270_00049-032.   -
31270_00105-014.A  -
31270_00109-016.   -
31270_00067-001.17 -
31270_00108-018.   -
31270_00142-053.B  -
31270_00105-021.   -
31270_00137-027.   -
31270_00045-004.   -
31270_00109-155.   -
31270_00113-041.   -
31270_00043-006.   -
31270_00112-033.A  -
31270_00083-035.   -
31270_00053-014.1  -
31270_00057-005.   -
31270_00129-026.   -
31270_00122-019.   -
31270_00109-125.A  -
31270_00055-002.   -
31270_00111-031.   -
