05190_011005A00000
05190_012082000000
05190_046023000000
05190_026025000000
05190_007011000000
05190_046050000000
05190_013056000000
05190_075004000000
05190_008078000000
05190_012055000000
05190_009050000000
05190_003034C00000
05190_040035A00000
05190_042076000000
05190_052108000000
05190_004044000000
05190_076039000000
05190_052004000000
05190_025016000000
05190_012010000000
05190_028008000000
05190_053019A00000
05190_004106A00000
05190_068003000000
05190_067010000000
05190_078048000000
05190_064028000000
05190_040035000000
05190_007034000000
05190_013073000000
05190_018029F00000
05190_012061A00000
05190_016067000000
05190_041073000000
05190_015019000000
05190_031044000000
05190_005021B00000
05190_019062A00000
05190_009005000000
05190_076010000000
05190_077006000000
05190_022027000000
05190_066005000000
05190_015111000000
05190_024048000000
05190_022014000000
05190_078017000000
05190_007031A00000
05190_001022000000
05190_025023000000
05190_046048000000
05190_006059A00000
05190_006056026000
05190_053009000000
05190_018009B00000
05190_023010000000
05190_067034000000
05190_010017000000
05190_056005000000
05190_067040000000
05190_069070000000
05190_003016000000
05190_059019000000
05190_053013000000
05190_007014000000
05190_041056000000
05190_024006D00000
05190_011041E00000
05190_025019000000
05190_054008000000
05190_015091A00000
05190_018040A00000
05190_015011000000
05190_016098A00000
05190_017045000000
05190_019047000000
05190_002017000000
05190_047015000000
05190_009053000000
05190_064016000000
05190_003038000000
05190_009041B00000
05190_010108A00000
05190_016016000000
05190_009047000000
05190_011025000000
05190_015102000000
05190_015008000000
05190_015072000000
05190_012068000000
05190_071007000000
05190_049024000000
05190_049013000000
05190_008024A00000
05190_030003000000
05190_041081000000
05190_032005000000
05190_024024000000
05190_003036000000
05190_072006000000
05190_008055000000
05190_067001000000
05190_027024000000
05190_026027000000
05190_004036000000
05190_061022000000
05190_031013000000
05190_005004000000
05190_054011000000
05190_008022000000
05190_013007G00000
05190_042013000000
05190_031054000000
05190_019044000000
05190_067014000000
05190_015123A00000
05190_026024000000
05190_010027000000
05190_060002000000
05190_010099000000
05190_028013000000
05190_019010000000
05190_010029000000
05190_075032000000
05190_034015000000
05190_043001000000
05190_040025000000
05190_030004000000
05190_011027000000
05190_065011000000
05190_006056032000
05190_067002A00000
05190_021003000000
05190_054005000000
05190_009057000000
05190_039008000000
05190_040028A00000
05190_077004000000
05190_069035000000
05190_012056000000
05190_034008000000
05190_015088C00000
05190_055017000000
05190_042077000000
05190_015117000000
05190_013043000000
05190_004081000000
05190_076067000000
05190_018003000000
05190_041070000000
05190_006056022000
05190_046038000000
05190_010093A00000
05190_030030000000
05190_031030000000
05190_006011000000
05190_017014000000
05190_050017000000
05190_004068B00000
05190_024059000000
05190_021040000000
05190_024022000000
05190_010042000000
05190_061031000000
05190_008021000000
05190_012060000000
05190_034001000000
05190_061001000000
05190_015112000000
05190_042019000000
05190_029012000000
05190_047008000000
05190_016069000000
05190_001028000000
05190_004091000000
05190_073006000000
05190_008001000000
05190_016074000000
05190_016013000000
05190_075012000000
05190_015005000000
05190_066041000000
05190_009016000000
05190_042035000000
05190_009006B00000
05190_051017000000
05190_055029000000
05190_026023000000
05190_051022A00000
05190_026037000000
05190_011042021000
05190_053001000000
05190_064030000000
05190_016097000000
05190_007031B00000
05190_069096000000
05190_009061000000
05190_010103000000
05190_008049000000
05190_049009000000
05190_061029000000
05190_057009000000
05190_004025000000
05190_010012000000
05190_069017000000
05190_061042000000
05190_024006A00000
05190_024073000000
05190_012057000000
05190_010012A00000
05190_054034000000
05190_056001000000
05190_077018000000
05190_039040000000
05190_011041000000
05190_078010000000
05190_054014000000
05190_042024000000
05190_065019000000
05190_041018000000
05190_054013000000
05190_077024000000
05190_066035000000
05190_018008000000
05190_006056040000
05190_004019000000
05190_050042000000
05190_016051H00000
05190_042032000000
05190_061038000000
05190_005021A00000
05190_064010000000
05190_012074000000
05190_003005D00000
05190_011065000000
05190_004010000000
05190_075037000000
05190_078042000000
05190_019046000000
05190_014001D00000
05190_028002000000
05190_068027000000
05190_010065000000
05190_053026000000
05190_029022000000
05190_011048000000
05190_064013000000
05190_031026000000
05190_015123B00000
05190_040024000000
05190_013060000000
05190_019053000000
05190_053027000000
05190_014001C00000
05190_005026000000
05190_024077000000
05190_011046006000
05190_068032000000
05190_042052000000
05190_019026000000
05190_041010000000
05190_052110000000
05190_010059000000
05190_075007000000
05190_024009000000
05190_015020000000
05190_025007000000
05190_010045000000
05190_061011000000
05190_012009000000
05190_012033A00000
05190_017022000000
05190_017038000000
05190_019065000000
05190_078022000000
05190_012075000000
05190_076004000000
05190_051010000000
05190_008065B00000
05190_041052000000
05190_005025000000
05190_060006000000
05190_017054000000
05190_040037000000
05190_009041C00000
05190_049022000000
05190_009005A00000
05190_025024000000
05190_063010000000
05190_042064000000
05190_013027C00000
05190_050040000000
05190_053016000000
05190_046017000000
05190_055024000000
05190_004075000000
05190_010079000000
05190_012042A00000
05190_008079000000
05190_022011000000
05190_054040000000
05190_069066000000
05190_009026000000
05190_068019000000
05190_054002000000
05190_076022000000
05190_011054000000
05190_060014000000
05190_016004000000
05190_076011000000
05190_014001000000
05190_068038000000
05190_018024000000
05190_016089A00000
05190_024047000000
05190_024078000000
05190_050010000000
05190_052066000000
05190_007032E00000
05190_050028000000
05190_015021000000
05190_041015000000
05190_012070000000
05190_050034000000
05190_050004000000
05190_013071000000
05190_008093A00000
05190_026042000000
05190_018018C00016
05190_011017A00000
05190_019015000000
05190_008043000000
05190_028007A00000
05190_009046000000
05190_034012000000
05190_010034A00000
05190_003020000000
05190_001004000000
05190_069083000000
05190_014030000000
05190_029011000000
05190_015102A00000
05190_019002000000
05190_055050000000
05190_052051000000
05190_051013000000
05190_072005A00000
05190_004027A00000
05190_007024000000
05190_065005000000
05190_012033B00000
05190_016046000000
05190_076063000000
05190_077050000000
05190_006056019000
05190_008032000000
05190_009052000000
05190_016098B00000
05190_054035000000
05190_004028B00000
05190_036005000000
05190_009001000000
05190_027023000000
05190_043007000000
05190_050011000000
05190_013002000000
05190_016022000000
05190_053010000000
05190_018018J00000
05190_066004000000
05190_023002000000
05190_033005000000
05190_077026000000
05190_012078000000
05190_024004000000
05190_007002000000
05190_044017A00000
05190_050002000000
05190_031019000000
05190_068001000000
05190_026005000000
05190_007001000000
05190_032006000000
05190_021022000000
05190_011042012000
05190_048009000000
05190_010018C00000
05190_015025000000
05190_012077000000
05190_010019000000
05190_063003000000
05190_047006000000
05190_012013000000
05190_019058C00000
05190_004071000000
05190_040029000000
05190_066042000000
05190_007004000000
05190_039006000000
05190_076024000000
05190_068025000000
05190_011046002000
05190_015098000000
05190_062005000000
05190_012037A00000
05190_006020000000
05190_012015000000
05190_004032A00000
05190_022023000000
05190_075015000000
05190_054049000000
05190_012029000000
05190_053005000000
05190_042049000000
05190_008116000000
05190_013030000000
05190_059004000000
05190_046041000000
05190_008002000000
05190_043011000000
05190_011035000000
05190_008098000000
05190_029010000000
05190_008053A00000
05190_016078000000
05190_017052000000
05190_044006000000
05190_005013000000
05190_021039000000
05190_069003000000
05190_006043000000
05190_006056024000
05190_058004000000
05190_029020000000
05190_008028000000
05190_055010000000
05190_012021000000
05190_051012000000
05190_001001000000
05190_006025000000
05190_009039000000
05190_055061000000
05190_004067000000
05190_042070000000
05190_048015000000
05190_013057000000
05190_076046000000
05190_065009000000
05190_041021000000
05190_010018A00000
05190_008053000000
05190_021035000000
05190_064024000000
05190_009015000000
05190_004038000000
05190_068028000000
05190_004035000000
05190_060008000000
05190_017031000000
05190_042083000000
05190_011040000000
05190_040006000000
05190_010092A00000
05190_023001000000
05190_026008000000
05190_015091005000
05190_030020000000
05190_043014000000
05190_008068000000
05190_052080000000
05190_068017000000
05190_002024B00000
05190_041097000000
05190_002011000000
05190_041077000000
05190_010090000000
05190_011063000000
05190_016051C00000
05190_049008000000
05190_068031000000
05190_006057000000
05190_030034000000
05190_014001E00000
05190_055027000000
05190_006056005000
05190_052044000000
05190_008062000000
05190_058011000000
05190_078036000000
05190_052077000000
05190_012084000000
05190_078005000000
05190_076020000000
05190_078016000000
05190_048013000000
05190_016043000000
05190_012076000000
05190_052016000000
05190_042061000000
05190_018018F00000
05190_074015000000
05190_050020000000
05190_024035000000
05190_057004000000
05190_058010000000
05190_041109000000
05190_046047000000
05190_004104000000
05190_030043000000
05190_055025000000
05190_010018D00000
05190_044016000000
05190_054015000000
05190_047005000000
05190_027008000000
05190_004015008000
05190_006059000000
05190_010011B00000
05190_002022000000
05190_055020000000
05190_058003000000
05190_006056006000
05190_009060000000
05190_015099000000
05190_001026000000
05190_012069000000
05190_046037000000
05190_060003000000
05190_008071000000
05190_003017A00000
05190_005023000000
05190_012059000000
05190_039022000000
05190_026012000000
05190_031012000000
05190_042006000000
05190_008024000000
05190_009065000000
05190_009012000000
05190_031020000000
05190_010089000000
05190_018034000000
05190_019039000000
05190_054019000000
05190_022025000000
05190_008065C00000
05190_076085000000
05190_023024000000
05190_008095B00000
05190_055035000000
05190_069019000000
05190_050013000000
05190_069088000000
05190_050052000000
05190_026034000000
05190_016051006000
05190_035012000000
05190_011042019000
05190_040003000000
05190_010020000000
05190_016021000000
05190_034003000000
05190_009031000000
05190_008012000000
05190_034016000000
05190_008067000000
05190_075017000000
05190_015097000000
05190_047003C00000
05190_001006000000
05190_041101000000
05190_010008A00000
05190_077020000000
05190_024062000000
05190_041029000000
05190_055053000000
05190_003068000000
05190_009058000000
05190_069006000000
05190_067018000000
05190_026032000000
05190_076023000000
05190_006014000000
05190_009009000000
05190_024075000000
05190_031045000000
05190_075009000000
05190_011038000000
05190_072002000000
05190_054029000000
05190_006016000000
05190_008038B00000
05190_058013000000
05190_046022000000
05190_035006000000
05190_058009000000
05190_047010000000
05190_011057000000
05190_028017000000
05190_036001000000
05190_011021000000
05190_014012000000
05190_033004000000
05190_012050000000
05190_003065000000
05190_019018000000
05190_053030000000
05190_019057000000
05190_008085000000
05190_013022000000
05190_019027000000
05190_019020B00000
05190_052053000000
05190_069021000000
05190_011058000000
05190_029016000000
05190_069064000000
05190_046010000000
05190_012048000000
05190_012054000000
05190_059027000000
05190_031034000000
05190_003041000000
05190_013003000000
05190_006037000000
05190_009038000000
05190_019001000000
05190_005019000000
05190_013011000000
05190_011026000000
05190_075033000000
05190_029014000000
05190_043018000000
05190_024052000000
05190_003005000000
05190_006056030000
05190_016004A00000
05190_054061000000
05190_001031000000
05190_023013000000
05190_066007000000
05190_067022000000
05190_067013000000
05190_076021000000
05190_037005000000
05190_069024000000
05190_008084000000
05190_039013000000
05190_008028B00000
05190_010013A00000
05190_076056000000
05190_052030000000
05190_010062000000
05190_007008A00000
05190_004076000000
05190_005011000000
05190_010037000000
05190_004015014000
05190_037013000000
05190_008018A00000
05190_041090000000
05190_008095A00000
05190_062010000000
05190_075018000000
05190_077046000000
05190_025008000000
05190_024053000000
05190_015123D00000
05190_031051000000
05190_056019000000
05190_004003000000
05190_019001A00000
05190_024076000000
05190_010068000000
05190_014003A00000
05190_001033000000
05190_019063000000
05190_028007000000
05190_007033000000
05190_008112A00000
05190_015078000000
05190_067026000000
05190_016036000000
05190_030023000000
05190_029019A00000
05190_071013000000
05190_015065000000
05190_074013000000
05190_021019000000
05190_040031000000
05190_033007A00000
05190_018030A00000
05190_067008000000
05190_008091000000
05190_046012000000
05190_059038000000
05190_017030000000
05190_076083000000
05190_009037000000
05190_018029D00000
05190_055048000000
05190_069089000000
05190_005009000000
05190_049010000000
05190_017019000000
05190_041034000000
05190_061025000000
05190_039003000000
05190_039021000000
05190_010087000000
05190_076027000000
05190_008026A00000
05190_003048000000
05190_015041000000
05190_006056010000
05190_016031000000
05190_039029000000
05190_030019000000
05190_007012000000
05190_019003000000
05190_029018000000
05190_006045000000
05190_015007003000
05190_009040000000
05190_075035000000
05190_041076000000
05190_012035000000
05190_006056018000
05190_029008000000
05190_019079000000
05190_055014000000
05190_041008000000
05190_010036000000
05190_030009000000
05190_024066000000
05190_012004000000
05190_071004000000
05190_004046A00000
05190_016042000000
05190_002025000000
05190_075001000000
05190_048010000000
05190_062005A00000
05190_032004000000
05190_021025000000
05190_004083000000
05190_044005000000
05190_013073F00000
05190_041079000000
05190_009002000000
05190_066039000000
05190_013007I00000
05190_023027000000
05190_008036000000
05190_047019000000
05190_008026C00000
05190_022001000000
05190_076053000000
05190_018025000000
05190_013073A00000
05190_073002000000
05190_024012000000
05190_072011000000
05190_043005000000
05190_010094000000
05190_015007004000
05190_016080000000
05190_062014000000
05190_018010000000
05190_006056016000
05190_019075000000
05190_015080000000
05190_024069000000
05190_076070000000
05190_015109000000
05190_032018000000
05190_037001000000
05190_061021000000
05190_004097000000
05190_061008000000
05190_060007000000
05190_004072000000
05190_024010000000
05190_063005000000
05190_041023000000
05190_035001000000
05190_067041000000
05190_052067000000
05190_042011000000
05190_017029000000
05190_019055000000
05190_076008000000
05190_004053000000
05190_013007B00000
05190_011049000000
05190_010125000000
05190_075027000000
05190_010088000000
05190_012053000000
05190_027009000000
05190_004052000000
05190_037011000000
05190_008077000000
05190_015007005000
05190_031021000000
05190_050025000000
05190_041075000000
05190_045004000000
05190_024032000000
05190_010005000000
05190_019013000000
05190_001013000000
05190_008040000000
05190_003015000000
05190_069094000000
05190_039018000000
05190_013032A00000
05190_043002000000
05190_010018000000
05190_011046005000
05190_004096000000
05190_054018000000
05190_003029000000
05190_029009000000
05190_009055000000
05190_004005000000
05190_017042000000
05190_021027000000
05190_016054000000
05190_046007000000
05190_042047000000
05190_058012000000
05190_018023000000
05190_066014000000
05190_016081000000
05190_076025000000
05190_015033000000
05190_004043000000
05190_034020000000
05190_010128000000
05190_048002000000
05190_055062000000
05190_055037000000
05190_039041000000
05190_010046000000
05190_068045000000
05190_046015000000
05190_024086000000
05190_054007000000
05190_070002000000
05190_077022000000
05190_043012000000
05190_004070000000
05190_052009000000
05190_014037002000
05190_042082000000
05190_045003000000
05190_003025000000
05190_011053000000
05190_042017000000
05190_034017000000
05190_004079000000
05190_038003000000
05190_042065000000
05190_050005000000
05190_069071000000
05190_052100000000
05190_046027B00000
05190_018012000000
05190_015027000000
05190_047001000000
05190_069065000000
05190_005001000000
05190_014032000000
05190_006026000000
05190_014017000000
05190_019016000000
05190_008086000000
05190_015045000000
05190_059022000000
05190_013037000000
05190_049012000000
05190_017043000000
05190_054036000000
05190_049015000000
05190_013023000000
05190_019076000000
05190_067004000000
05190_078047000000
05190_042059000000
05190_015032000000
05190_018018A00000
05190_052007000000
05190_054020000000
05190_003032E00000
05190_030026000000
05190_055006000000
05190_024001000000
05190_027016000000
05190_075024000000
05190_018037G00000
05190_006056017000
05190_037019000000
05190_008046000000
05190_016029000000
05190_042045000000
05190_002021000000
05190_021006000000
05190_026021000000
05190_052033000000
05190_068006000000
05190_055061A00000
05190_028018000000
05190_052086000000
05190_030016000000
05190_050023000000
05190_008075000000
05190_015068000000
05190_012059B00000
05190_032002000000
05190_008102000000
05190_069038000000
05190_030063000000
05190_012027000000
05190_033008000000
05190_076016000000
05190_033002B00000
05190_019041000000
05190_012030000000
05190_069080000000
05190_004106000000
05190_068026000000
05190_046028000000
05190_003009000000
05190_042074000000
05190_028011000000
05190_025014000000
05190_076017000000
05190_010021000000
05190_009041E00000
05190_019043000000
05190_041045000000
05190_019056000000
05190_011042003000
05190_010122A00000
05190_009059000000
05190_001015000000
05190_026011A00000
05190_046002000000
05190_011043E00000
05190_015059000000
05190_054075000000
05190_066030000000
05190_022012000000
05190_054045000000
05190_034013000000
05190_075031000000
05190_009048000000
05190_010039000000
05190_025021000000
05190_046052000000
05190_047016000000
05190_011020000000
05190_063006000000
05190_041027000000
05190_048005000000
05190_001020000000
05190_068018000000
05190_006056004000
05190_003034000000
05190_007032F00000
05190_012033000000
05190_003007000000
05190_024084000000
05190_008086A00000
05190_032010000000
05190_056013000000
05190_040019000000
05190_026033000000
05190_054057000000
05190_018037D00000
05190_004087A00000
05190_009014000000
05190_041061000000
05190_023018000000
05190_006046000000
05190_039011000000
05190_012016000000
05190_055032000000
05190_004001000000
05190_013063000000
05190_018027000000
05190_004045000000
05190_026010A00000
05190_006006000000
05190_019023000000
05190_018035000000
05190_042042000000
05190_015007011000
05190_053040000000
05190_008025000000
05190_021018000000
05190_055021000000
05190_008109A00000
05190_052055000000
05190_008065K00000
05190_075003000000
05190_015055000000
05190_033001000000
05190_052014000000
05190_010014000000
05190_050029000000
05190_009035000000
05190_025020000000
05190_008065D00000
05190_067020000000
05190_001011000000
05190_014006000000
05190_041006000000
05190_069084000000
05190_030031000000
05190_008048000000
05190_075014000000
05190_042030000000
05190_050006000000
05190_048014000000
05190_034019000000
05190_002012000000
05190_008096000000
05190_023032000000
05190_014001B00000
05190_059035000000
05190_042078000000
05190_031035000000
05190_008009A00000
05190_004008000000
05190_019014000000
05190_002005000000
05190_012007000000
05190_067011000000
05190_057008000000
05190_008037000000
05190_076071000000
05190_018033000000
05190_026040000000
05190_006056034000
05190_010040000000
05190_032009000000
05190_077028000000
05190_041039000000
05190_042007000000
05190_019032A00000
05190_017041000000
05190_075002000000
05190_016012000000
05190_068004000000
05190_069029000000
05190_017021000000
05190_076002000000
05190_013016000000
05190_022015000000
05190_004099000000
05190_059031000000
05190_053002000000
05190_052019000000
05190_003013000000
05190_014036A00000
05190_015007013000
05190_016085000000
05190_044010000000
05190_050014000000
05190_050049000000
05190_003058000000
05190_012032000000
05190_018037F00000
05190_039016000000
05190_064008000000
05190_078029000000
05190_017049000000
05190_016005A00000
05190_043019000000
05190_016084000000
05190_001007000000
05190_016040000000
05190_008097000000
05190_003042000000
05190_010070000000
05190_056016000000
05190_041038000000
05190_016082000000
05190_066038000000
05190_041060000000
