05040_U54024C  000
05040_U59024000000
05040_U29059000000
05040_U04011000000
05040_U30111000000
05040_U19032000000
05040_U08035000000
05040_U32006034000
05040_U33040007000
05040_U07015000000
05040_U17038A  000
05040_U04022000000
05040_U45002033000
05040_U35005034000
05040_U35005003000
05040_U12005A  000
05040_U02038000000
05040_U43039000000
05040_U22025000000
05040_U42001023000
05040_U20006H  000
05040_U24029000000
05040_U35005004000
05040_U01094000000
05040_U12031000000
05040_R05033007000
05040_U36069000000
05040_R08048000000
05040_U12053000000
05040_U38068000000
05040_U12034000000
05040_R05030004000
05040_U22012000000
05040_U06095000000
05040_R03024A  000
05040_U36071000000
05040_U11010A  000
05040_U04070000000
05040_U07038000000
05040_U21062000000
05040_U23002039000
05040_U29066011000
05040_U52010000000
05040_U58004000000
05040_U21079000000
05040_U57011000000
05040_U29053000000
05040_U08014000000
05040_U45005066000
05040_U05027000000
05040_U19007017000
05040_U36021000000
05040_R02018D  000
05040_U19044000000
05040_U01032000000
05040_U29025000000
05040_U06091A  000
05040_U43024000000
05040_U26014000000
05040_R04018029000
05040_U30006B  000
05040_U30024A  000
05040_U03119000000
05040_U30019000000
05040_U36068000000
05040_U29040000000
05040_R09008C  000
05040_U04099E  000
05040_U36092000000
05040_U25021000000
05040_U45002045000
05040_U27002A  000
05040_U19007008000
05040_U15020000000
05040_U59008000000
05040_R04007A  000
05040_U10039000000
05040_U05017000000
05040_U22055000000
05040_U11002A  000
05040_R05030001000
05040_U12084000000
05040_U34013000000
05040_R05012000000
05040_U35005025000
05040_R04051001000
05040_U15065000000
05040_U12056000000
05040_U06104000000
05040_R03003A05000
05040_U50012000000
05040_U29068000000
05040_U49014000000
05040_U31003003000
05040_U34021000000
05040_U21131000000
05040_U16034000000
05040_U06033000000
05040_U21147000000
05040_U20011000000
05040_U16015000000
05040_U07045000000
05040_U12059000000
05040_U42001025000
05040_R03001000000
05040_U04109000000
05040_R09008002000
05040_U01071000000
05040_U12054000000
05040_U13010000000
05040_U60013000000
05040_U04051000000
05040_U27038000000
05040_U38060000000
05040_U49033009000
05040_U23002049000
05040_U19007022000
05040_U34017018000
05040_U36049000000
05040_U14012000000
05040_U01064000000
05040_U03024000000
05040_U49033014000
05040_U54020C  000
05040_U21106000000
05040_R02011A  000
05040_U20011B  000
05040_U34017010000
05040_U03145000000
05040_U30448000000
05040_U47019000000
05040_R06028004000
05040_U36039000000
05040_U12018A  000
05040_U28005000000
05040_U28021000000
05040_U30331000000
05040_U30002000000
05040_U45001073000
05040_U41005000000
05040_U47015000000
05040_U21121000000
05040_U03117000000
05040_U49033207000
05040_U07043000000
05040_U06006000000
05040_R02011003000
05040_U17019000000
05040_U04012000000
05040_U28043000000
05040_U06022000000
05040_U03093000000
05040_U49008000000
05040_U04033000000
05040_U40018000000
05040_U33007K  000
05040_R08044000000
05040_U54026C  000
05040_U16042000000
05040_U03087000000
05040_U53001C  000
05040_U33050B  000
05040_U35005049000
05040_U29051005000
05040_U03057000000
05040_U32008000000
05040_U17044000000
05040_U03155000000
05040_U27016000000
05040_U15025000000
05040_U05050000000
05040_U11008000000
05040_U36088000000
05040_U32006027000
05040_R09005F2 000
05040_U27027000000
05040_U21069000000
05040_U59025000000
05040_U30012A  000
05040_R03022A  000
05040_R03017005000
05040_U03080000000
05040_U03101000000
05040_U24049000000
05040_U10020000000
05040_U43025000000
05040_R03019000000
05040_U35005018000
05040_U37004000000
05040_U56003000000
05040_U03115000000
05040_U27022C  000
05040_U30009000000
05040_U19007038000
05040_U24044000000
05040_R02011004000
05040_U04045000000
05040_U15001000000
05040_U33052004000
05040_U50001000000
05040_U30064000000
05040_U43032000000
05040_U12085000000
05040_U21085000000
05040_U03114000000
05040_U27010001000
05040_U17048000000
05040_U16005000000
05040_U42001042000
05040_R06028009000
05040_U14013000000
05040_U24024A  000
05040_U33067000000
05040_U12100000000
05040_U30109000000
05040_U30044000000
05040_U14036D  000
05040_U22022000000
05040_U24044G  000
05040_U35005008000
05040_U14006000000
05040_U18026000000
05040_U13009000000
05040_U04137000000
05040_R03045000000
05040_U21102000000
05040_U28010002000
05040_U30216000000
05040_U16054000000
05040_U10017000000
05040_U53002C  000
05040_U10015000000
05040_U01037000000
05040_R04055A  000
05040_U03147000000
05040_U50024000000
05040_U03063000000
05040_U33052019000
05040_U21023000000
05040_U04035000000
05040_U04023000000
05040_U08010D  000
05040_U32006014000
05040_U51004000000
05040_U22075000000
05040_R03003A07000
05040_U32006024000
05040_U47030000000
05040_U19019A  000
05040_U16043000000
05040_R02014002000
05040_U24009027000
05040_U24036000000
05040_U15022000000
05040_U27031000000
05040_U07020000000
05040_U15007000000
05040_R09005008000
05040_U29031B  000
05040_U12119000000
05040_U04127000000
05040_U17023000000
05040_U49032000000
05040_U12071000000
05040_U22030000000
05040_U01080000000
05040_U43008A  000
05040_U32006041000
05040_U03138000000
05040_U21091000000
05040_U12087D  000
05040_U23002013000
05040_U29026003000
05040_U12079000000
05040_U28046000000
05040_U47003000000
05040_U26016000000
05040_U15024000000
05040_U47004000000
05040_U15059000000
05040_U19024000000
05040_U18013001000
05040_U29005000000
05040_U39003000000
05040_U22010000000
05040_U27018000000
05040_U50004000000
05040_U41009B  000
05040_U43014000000
05040_U15016000000
05040_U42001045000
05040_U23002027000
05040_U09005A  000
05040_U36035000000
05040_U36075000000
05040_U24009028000
05040_U36076000000
05040_U10038000000
05040_U04099K  000
05040_U04067000000
05040_R03003A04000
05040_U43040000000
05040_U34017006000
05040_U27022F  000
05040_U04112000000
05040_U30104000000
05040_R09037C  000
05040_U17028000000
05040_U06005000000
05040_U03153000000
05040_U21071000000
05040_U38001017000
05040_U49033211000
05040_U14016000000
05040_U29026006000
05040_U06107000000
05040_U60019000000
05040_U33052016000
05040_U38069000000
05040_U53032C  000
05040_U23001003000
05040_U50009000000
05040_U59021000000
05040_U24009007000
05040_R04003000000
05040_U42001011000
05040_U03048000000
05040_U19051000000
05040_U27042000000
05040_U06032000000
05040_U11023000000
05040_R02004006000
05040_U22069000000
05040_U50040000000
05040_R09007004000
05040_U04063C  000
05040_U07030000000
05040_R04018009000
05040_U53009A  000
05040_U48002000000
05040_U35027000000
05040_U06001A  000
05040_U12048A  000
05040_U03064000000
05040_U38047000000
05040_U27007001000
05040_U12035000000
05040_R04018014000
05040_U04166000000
05040_U45009000000
05040_U45001091000
05040_U38020000000
05040_U020
05040_U02050A  000
05040_U14036J  000
05040_U45005058000
05040_U13001000000
05040_U57005000000
05040_U49006000000
05040_U28003000000
05040_U44033000000
05040_U01012000000
05040_U24044J  000
05040_U08010C  000
05040_U04037000000
05040_U24033000000
05040_U16019000000
05040_U16014000000
05040_U27004000000
05040_R05005000000
05040_U04091000000
05040_U38056000000
05040_U05002000000
05040_U23002017000
05040_U49059A  999
05040_U04014000000
05040_R04018035000
05040_U32001C  000
05040_U24027000000
05040_U03122000000
05040_R05032004000
05040_U18031000000
05040_U58026000000
05040_U43012000000
05040_U27010002000
05040_U30069000000
05040_R02018000000
05040_U05057000000
05040_U01025C  000
05040_U29067000000
05040_U44010000000
05040_U57016000000
05040_U16007A  000
05040_U19046000000
05040_U50051000000
05040_U29019000000
05040_U24009011000
05040_U53007000000
05040_U19022000000
05040_U01077000000
05040_U58008000000
05040_U36000G  000
05040_R05017000000
05040_U38001039000
05040_U33009G  000
05040_U59034000000
05040_U15032000000
05040_U06109000000
05040_U10031000000
05040_R03044B  000
05040_U33040004000
05040_U36066000000
05040_U14036E  000
05040_U29066024000
05040_U33052007000
05040_U19007041000
05040_U04092000000
05040_U01027000000
05040_U33052001000
05040_U04024000000
05040_U30063000000
05040_U17031000000
05040_U35005017000
05040_U24009010000
05040_U32006043000
05040_U08004000000
05040_U53012C  000
05040_R08002004000
05040_U17016000000
05040_U21108000000
05040_R09010C  000
05040_U01060999000
05040_U53004000000
05040_U03091000000
05040_U05056000000
05040_U50037000000
05040_U12002000000
05040_U43031000000
05040_U42001024000
05040_U11016002000
05040_U03059000000
05040_U12046000000
05040_U27016G  000
05040_U30338000000
05040_U38001006000
05040_U30107000000
05040_U08031000000
05040_U29006000000
05040_U49017000000
05040_U03136000000
05040_U24020000000
05040_U04142000000
05040_U30032000000
05040_R09008001000
05040_U15029000000
05040_U01081000000
05040_U36029000000
05040_U24009056000
05040_U30449000000
05040_U15043000000
05040_U01043000000
05040_U06039000000
05040_U58001001000
05040_U26018000000
05040_U32003000000
05040_U01026000000
05040_U38002000000
05040_U36107000000
05040_U22004000000
05040_U27025001000
05040_U28038000000
05040_U06094000000
05040_U33071000000
05040_R03008000000
05040_U01039000000
05040_U44013000000
05040_U18003000000
05040_R02012000000
05040_U28033A  000
05040_U49033008000
05040_U54018C  000
05040_U03011000000
05040_U58040000000
05040_U12070000000
05040_U23002032000
05040_U06090000000
05040_U20017000000
05040_U23002005000
05040_U21061000000
05040_U13014B  000
05040_U13012A  000
05040_U03061000000
05040_U18021000000
05040_R05033A  000
05040_U43010000000
05040_U02039000000
05040_U35005059000
05040_U28026000000
05040_R08001009000
05040_U23005000000
05040_U14014000000
05040_R04047A  000
05040_U15050000000
05040_U28001000000
05040_U23002034000
05040_U40015000000
05040_U25012000000
05040_U42001040000
05040_U45007000000
05040_U15011000000
05040_R09049001000
05040_U49033016000
05040_U25002000000
05040_U42001005000
05040_U50008000000
05040_U07014000000
05040_U22051000000
05040_R04051007000
05040_U10026000000
05040_U34022C  000
05040_R04018015000
05040_U03156000000
05040_U38001015000
05040_R02010B  000
05040_U04060A  000
05040_U16022000000
05040_U32001B  000
05040_R04044A  000
05040_U03026000000
05040_U53031C  000
05040_U19030000000
05040_U29051001000
05040_U03046000000
05040_U42002007000
05040_U21090000000
05040_U38044000000
05040_U33001000000
05040_R09005004000
05040_U58013000000
05040_U04061002000
05040_U49033007000
05040_U01024D  000
05040_U21036000000
05040_U03015000000
05040_U34004000000
05040_U06105000000
05040_U50030000000
05040_U42001008000
05040_U45001063000
05040_U03005000000
05040_R03002D  000
05040_U36080000000
05040_U60020000000
05040_R09005002000
05040_U29066020000
05040_R10032000000
05040_R02004D02000
05040_U30335000000
05040_U50041000000
05040_U45001079000
05040_U27016A  000
05040_U59030000000
05040_R05030000000
05040_U35005021000
05040_U41004A  000
05040_U15034000000
05040_U21117000000
05040_U26006B  000
05040_R02004A  000
05040_R02003000000
05040_U30058000000
05040_U33052013000
05040_U33027000000
05040_U10005001000
05040_U52006000000
05040_U22072000000
05040_U29015000000
05040_R04050000000
05040_R09008D  000
05040_U22038000000
05040_U03027000000
05040_U58042000000
05040_U29024000000
05040_U19036000000
05040_U09003003000
05040_U10043000000
05040_U47006000000
05040_R04018000000
05040_U53003C  000
05040_U03083000000
05040_U06007000000
05040_U33074011000
05040_U30035000000
05040_U05040000000
05040_U49033216000
05040_U49025000000
05040_U12015000000
05040_U03130000000
05040_U19047000000
05040_U31009D  000
05040_U18029000000
05040_R04018039000
05040_R05052A  000
05040_U15048000000
05040_U04090000000
05040_U38001031000
05040_U45005050000
05040_U50018000000
05040_U46009A  000
05040_U06091000000
05040_U08019000000
05040_U01023000000
05040_U03073000000
05040_U29051C  000
05040_U04063A  000
05040_U06101000000
05040_U11009000000
05040_U04050000000
05040_U46001000000
05040_U06012000000
05040_U14036Q  000
05040_U17002000000
05040_U18024000000
05040_U27006000000
05040_U19006C  000
05040_U02022000000
05040_U49033021000
05040_U19050000000
05040_U09003021000
05040_U04139A  000
05040_U04132000000
05040_U48001000000
05040_U38066000000
05040_U03110000000
05040_U11005004000
05040_R05030005000
05040_U04110000000
05040_U15008000000
05040_U20005000000
05040_R06028006000
05040_U05059000000
05040_U20007001000
05040_U05016000000
05040_U25033000000
05040_U39001058000
05040_U15019000000
05040_U35005050000
05040_U22068000000
05040_U36022000000
05040_U21005000000
05040_U06068000000
05040_U58032000000
05040_U36084000000
05040_U42001018000
05040_U26006004000
05040_U30014000000
05040_U30441000000
05040_U35005045000
05040_R09010002000
05040_U33055A  000
05040_U13005B  000
05040_U10033000000
05040_U40011000000
05040_U33066000000
05040_U44034000000
05040_U29001000000
05040_R02005000000
05040_U36000D  000
05040_U25003000000
05040_U22065000000
05040_U28025000000
05040_U12029000000
05040_U57009000000
05040_U42001013000
05040_U33052D  000
05040_U30227000000
05040_U38061000000
05040_U60002000000
05040_U02024000000
05040_U21154000000
05040_U33074003000
05040_U12086000000
05040_U21135000000
05040_U24019000000
05040_U29020000000
05040_U07019000000
05040_U16064000000
05040_U01062000000
05040_U46005000000
05040_U27022D  000
05040_U45002041000
05040_U01045000000
05040_U29017000000
05040_U25035000000
05040_U04141000000
05040_U21025000000
05040_R05002000000
05040_U25007000000
05040_U23002012000
05040_U21152000000
05040_U36028000000
05040_U38065000000
05040_R04003009000
05040_U10044000000
05040_U04121000000
05040_U03055000000
05040_U43030000000
05040_U38001003000
05040_U21099000000
05040_U38054000000
05040_U27047000000
05040_R03002A  000
05040_U05045000000
05040_U33007I  000
05040_U50019000000
05040_U25025000000
05040_U04125A  000
05040_U04008000000
05040_U01093A  000
05040_U33052J  000
05040_U53007C  000
05040_U03151000000
05040_U08010A  000
05040_U04152000000
05040_U47007000000
05040_U31009A  000
05040_U42001022000
05040_U36057000000
05040_U36007000000
05040_U32006029000
05040_U24035000000
05040_U27051000000
05040_U36083000000
05040_R03010A  000
05040_U04153A  000
05040_U27009000000
05040_U04150000000
05040_U58045000000
05040_U55004000000
05040_U15054000000
05040_U07026000000
05040_U35019000000
05040_U21067000000
05040_U50044000000
05040_U21039000000
05040_U22034000000
05040_U35005019000
05040_U36013A  000
05040_U45003012000
05040_U44035000000
05040_U06106000000
05040_U36082000000
05040_U27019000000
05040_U04017000000
05040_U27046000000
05040_U32006023000
05040_U29051A  000
05040_R05025000000
05040_U36110000000
05040_U03084000000
05040_U47018000000
05040_U12055000000
05040_U36053000000
05040_R03002G  000
05040_U26002000000
05040_U17007A  000
05040_U33016014000
05040_U03088000000
05040_R02004007000
05040_U49018000000
05040_U32014000000
05040_U30038000000
05040_U08047000000
05040_U58017000000
05040_U34002004000
05040_U25022000000
05040_U58035000000
05040_U50043000000
05040_U19052000000
05040_U30026000000
05040_U23001000000
05040_U25028000000
05040_R05051000000
05040_R06028005000
05040_U21084000000
05040_U45001071000
05040_U12023000000
05040_U30452000000
05040_R02007000000
05040_U35005016000
05040_U16056000000
05040_U12096000000
05040_U42002009000
05040_U38043000000
05040_U04047000000
05040_U35005011000
05040_U50028000000
05040_U35031000000
05040_U59019000000
05040_U42012000000
05040_R02012B  000
05040_U26004000000
05040_U30067000000
05040_U04084000000
05040_U39001044000
05040_U12074B  000
05040_U36030000000
05040_U57013000000
05040_U22023000000
05040_U17050006000
05040_R05022002000
05040_U31005A  000
05040_U30101000000
05040_U45003015000
05040_U17005000000
05040_U56009000000
05040_U34017011000
05040_U04075000000
05040_U30016000000
05040_U41006000000
05040_U02021000000
05040_U02026000000
05040_U18040000000
05040_U12098000000
05040_U10040000000
05040_R02004005000
05040_U30046000000
05040_U10009000000
05040_U04053000000
05040_U58002000000
05040_U22071000000
05040_U06001000000
05040_U26011000000
05040_U15023000000
05040_U34017016000
05040_U42001010000
05040_U28010005000
05040_U12051000000
05040_U39001048000
05040_U29066028000
05040_U14040000000
05040_U34017020000
05040_U50022000000
05040_U31009C  000
05040_U36000H  000
05040_U08023000000
05040_U23002028000
05040_U06112000000
05040_R09004003000
05040_U36109000000
05040_U29013000000
05040_U43028000000
05040_U19007033000
05040_U01078000000
05040_U21076000000
05040_U14005000000
05040_U15066000000
05040_U01049000000
05040_U59003000000
05040_U05025006000
05040_R04049C  000
05040_R04055C  000
05040_U01025000000
05040_U16061000000
05040_U58006000000
05040_U58015000000
05040_U01067000000
05040_U42009000000
05040_U36048000000
05040_U54027C  000
05040_R04018001000
05040_U18050A  000
05040_U06018B  000
05040_U54016C  000
05040_U04131000000
05040_U50031000000
05040_R05041000000
05040_U28034000000
05040_U35005014000
05040_U44012000000
05040_U45004000000
05040_U28020000000
05040_U02023000000
05040_U27025002000
05040_U13013E  000
05040_U33052B  000
05040_U11011A  000
05040_U12040000000
05040_U21092000000
05040_U19007023000
05040_U15051000000
05040_R04018021000
05040_U33052002000
05040_U34023001000
05040_U05007000000
05040_U08017000000
05040_U35034000000
05040_U18015000000
05040_U24030000000
05040_R05040000000
05040_U30229000000
05040_U59002000000
05040_U05037000000
05040_R04018999000
05040_U25031000000
05040_U08010000000
05040_U05060000000
05040_U22006000000
05040_U30022B  000
05040_U27044A  000
05040_U29066009000
05040_U24006A  000
05040_U38010000000
05040_U24044A  000
05040_U43015000000
05040_U10046000000
05040_U23002047000
05040_U08003000000
05040_R04049000000
05040_U22047000000
05040_U08022000000
05040_U33009B  000
05040_U02050000000
05040_U31005001000
05040_U54021C  000
05040_U60016000000
05040_U15064000000
05040_U20007E  000
05040_U30055000000
05040_U30003000000
05040_U12004000000
05040_U04078000000
05040_U32006003000
05040_U19043000000
05040_U32006011000
05040_U28035000000
05040_U58021000000
05040_U10058000000
05040_U50005000000
05040_U15067000000
05040_U03120000000
05040_U15066A  000
05040_U04083000000
05040_U25017D  000
05040_R08048A  000
05040_R04046000000
05040_U43021000000
05040_R07001000000
05040_R02016000000
05040_U03029000000
05040_U14032B  000
05040_U05022000000
05040_U22080000000
05040_U43038000000
05040_U38011000000
05040_U02004000000
05040_U33007000000
05040_U43023000000
05040_U19048000000
05040_U16041000000
05040_U23002006000
05040_U06049000000
05040_U38016000000
05040_U19061000000
05040_U27028002000
05040_U25019001000
05040_U23003004000
05040_R02004001000
05040_U03038000000
05040_U31005C  000
05040_R06026C  000
05040_U03105000000
05040_U36087000000
05040_U19023000000
05040_U33062000000
05040_U54019C  000
05040_U06026000000
05040_U31005002000
05040_U07028000000
05040_R03044D  000
05040_U12106000000
05040_U34002A  000
05040_U19064000000
05040_U12018B  000
05040_U33007F  000
05040_U21028000000
05040_U21046000000
05040_U24009044000
05040_U04104000000
05040_U59018000000
05040_U21097000000
05040_R04015000000
05040_U54017C  000
05040_U10053A  000
05040_U02037000000
05040_U04103000000
05040_U57004000000
05040_U29026B  000
05040_U05001A  000
05040_U03113000000
05040_U52005000000
05040_U01008000000
05040_R09004001000
05040_U03121000000
05040_R04051000000
05040_U24009059000
05040_U23002033000
05040_U20007B  000
05040_U40010000000
05040_U03073A  000
05040_U03150000000
05040_U15038000000
05040_U36024000000
05040_U08033000000
05040_U10007000000
05040_U02011A  000
05040_U12030000000
05040_U38070000000
05040_U22060000000
05040_U03154000000
05040_U36108000000
05040_U24053000000
05040_U43033000000
05040_U14036000000
05040_U29016000000
05040_U27016D  000
05040_U34017012000
05040_U06097000000
05040_U35005056000
05040_U33007G  000
05040_U12021000000
05040_U34022A  000
05040_U33052I  000
05040_U23002026000
05040_U15005000000
05040_U36046000000
05040_U21050000000
05040_R05049000000
05040_U03118000000
05040_U16063000000
05040_U03094000000
05040_U34022B  000
05040_U04004000000
05040_U45001085000
05040_U42002003000
05040_U14036C  000
05040_U33012000000
05040_U36067000000
05040_U27013000000
05040_U37002000000
05040_U28008000000
05040_U36070000000
05040_U08034000000
05040_U29026001000
05040_U12109000000
05040_U25019004000
05040_U30015000000
05040_U28014A  000
05040_U29010000000
05040_U17043B  000
05040_U05011000000
05040_U44030000000
05040_U24009004000
05040_U36056000000
05040_R05013000000
05040_U14035000000
05040_U08044000000
05040_U30023000000
05040_U33024000000
05040_U12074000000
05040_U41024000000
05040_U16040000000
05040_U19007030000
05040_U33074013000
05040_U22039000000
05040_R04044002000
05040_U17034000000
05040_U29011000000
05040_U49033202000
05040_U02045000000
05040_R02015A  000
05040_U10011000000
05040_U38049000000
05040_R04059000000
05040_U38001001000
05040_U19019001000
05040_U43011000000
05040_U18004000000
05040_U49033004000
05040_U10035000000
05040_U31008000000
05040_U25019002000
05040_R08002006000
05040_U24009023000
05040_U01074000000
05040_U30018000000
05040_U30020000000
05040_U30037000000
05040_U35002A  000
05040_U07002B  000
05040_U09003022000
05040_U38001021000
05040_U12007000000
05040_U36041000000
05040_U05025000000
05040_U02062000000
05040_U04147000000
05040_U35005047000
05040_U50049000000
05040_U06024000000
05040_U26017000000
05040_U35005015000
05040_U03148000000
05040_U06034000000
05040_R02008000000
05040_U33052F  000
05040_U24010000000
05040_U11022000000
05040_U14036K  000
05040_U30465000000
05040_U14033000000
05040_U12052000000
05040_U45005064000
05040_U03031000000
05040_U44002000000
05040_U44005000000
05040_R09008005000
05040_U33053000000
05040_U23002035000
05040_U35005010000
05040_U04057000000
05040_U33040002000
05040_U35025000000
05040_U04107000000
05040_U34002007000
05040_U05064000000
05040_U60010000000
05040_U42001007000
05040_U03106000000
05040_U33008D  000
05040_U29050000000
05040_U43029000000
05040_U33009000000
05040_U25019000000
05040_U01076000000
05040_U25019021000
05040_U43019000000
05040_U30052000000
05040_U44006000000
05040_U60004000000
05040_U25010000000
05040_U16039000000
05040_U49033219000
05040_U04029000000
05040_R03024D  000
05040_R02009D  000
05040_U19007025000
05040_U05012000000
05040_U03066000000
05040_U33007B  000
05040_U17047000000
05040_U21009000000
05040_U21066000000
05040_U14029000000
05040_U36065000000
05040_U47020000000
05040_U28023000000
05040_U60009000000
05040_U56010000000
05040_U30017000000
05040_U12036000000
05040_U19054000000
05040_U02042001000
05040_U01018000000
05040_U58001002000
05040_U38001012000
05040_U03095000000
05040_U52008000000
05040_U17045000000
05040_U05043000000
05040_U09005B  000
05040_R08043000000
05040_U19007012000
05040_U18022000000
05040_U36026000000
05040_U04167000000
05040_U12013000000
05040_U43013000000
05040_U20007002000
05040_U28017000000
05040_U0206000000
05040_U02033000000
05040_U10045000000
05040_U23002018000
05040_U42001001000
05040_U53010C  000
05040_U03020000000
05040_U03111000000
05040_R02009000000
05040_U29030000000
05040_U32006001000
05040_U50023000000
05040_U22011000000
05040_U10048000000
05040_U01004000000
05040_U04113000000
05040_U04016000000
05040_R03003A01000
05040_R04018023000
05040_U04130000000
05040_U04172000000
05040_U47016000000
05040_U38067000000
05040_U18011000000
05040_U17037000000
05040_U33074010000
05040_U41010000000
05040_U29035000000
05040_U28033B  000
05040_U36072000000
05040_R04052000000
05040_R06028003000
05040_U29051006000
05040_U06095001000
05040_U30110000000
05040_R04019000000
05040_U42001017000
05040_U32006009000
05040_U33006A  000
05040_U27057000000
05040_R09006004000
05040_R09009003000
05040_U60012000000
05040_U24004000000
05040_U40008000000
05040_U45001075000
05040_U22003000000
05040_R05046C  000
05040_U29065000000
05040_U33052015000
05040_U28010003000
05040_U01060005000
05040_U16058000000
05040_U12015001000
05040_R08002002000
05040_U01030000000
05040_U01061000000
05040_U40019001000
05040_U11007000000
05040_U19007003000
05040_U12012000000
05040_U35017000000
05040_U22040000000
05040_U20008000000
05040_U04178001000
05040_U27050000000
05040_U02047000000
05040_U50042000000
05040_U46015000000
05040_U06029000000
05040_U51009000000
05040_U18014A  000
05040_U56005000000
05040_U01024B  000
05040_R05024002000
05040_U23002010000
05040_U36000A  000
05040_U02028000000
05040_U26012000000
05040_R05039000000
05040_U21139000000
05040_U27025007000
05040_U04055000000
05040_U47032000000
05040_U30228000000
05040_U29002000000
05040_U28031000000
05040_U27023000000
05040_U33052008000
05040_R02021000000
05040_U33009C  000
05040_U43009000000
05040_U25023000000
05040_R10034000000
05040_U22033000000
05040_U19075000000
05040_U12057000000
05040_U57012000000
05040_R06027000000
05040_U36079000000
05040_U58022000000
05040_U16010000000
05040_U27024000000
05040_U15035000000
05040_U38005000000
05040_U53003000000
05040_R03024003000
05040_U50034000000
05040_R05033004000
05040_U29026005000
05040_U27010000000
05040_U35028000000
05040_U33074009000
05040_U35025A  000
05040_U36081000000
05040_U23002029000
05040_U20006K  000
05040_U36017000000
05040_R05051C  000
05040_U25019011000
05040_U36085000000
05040_U45001065000
05040_R08003001000
05040_U21082000000
05040_U32010000000
05040_U06035000000
05040_U24002000000
05040_U58039000000
05040_U38001005000
05040_R05020B  000
05040_R05017A  000
05040_U23002037000
05040_U01089000000
05040_U01054000000
05040_R05024001000
05040_U21100000000
05040_U24059000000
05040_U45005068000
05040_U34017013000
05040_U40007000000
05040_U26015000000
05040_U27044B  000
05040_U29012000000
05040_U32006036000
05040_U33052020000
05040_U03032000000
05040_U02049000000
05040_U04171000000
05040_U12077000000
05040_R04006000000
05040_U13009B  000
05040_U04021000000
05040_U33040003000
05040_U24043000000
05040_U04060000000
05040_R02004E  000
05040_U05041000000
05040_U05031000000
05040_U19007009000
05040_U36023A  000
05040_U47021000000
05040_U09003010000
05040_U16016000000
05040_U24009020000
05040_U19007026000
05040_U34023D  000
05040_R09010B  000
05040_U10041000000
05040_U33055B  000
05040_U31003005000
05040_U33074001000
05040_U12099000000
05040_U36002000000
